"Year","Coal","Oil","Gas","Cement"
1950,2.358026,4.623968,0,0.279840
1951,2.863963,4.980805,0,0.319674
1952,2.480528,5.807440,0,0.345257
1953,3.158368,7.170448,0,0.432480
1954,3.854528,5.290816,0,0.476091
1955,4.752208,6.675808,0,0.516068
1956,5.138422,6.857337,0,0.603467
1957,5.136928,7.906912,0,0.606925
1958,6.269104,7.100832,0,0.606925
1959,6.370246,7.868480,0.674023,0.672190
1960,6.679472,7.932560,0.688832,0.723223
1961,7.192432,9.196640,0.710816,0.788640
1962,7.705392,9.508080,1.073552,0.861325
1963,8.213271,10.466243,1.304159,0.908414
1964,7.704091,10.957173,1.381095,0.970190
1965,7.191280,11.199054,1.703487,1.013803
1966,6.419328,12.296384,2.022528,1.024868
1967,7.958208,12.325696,2.106800,1.043040
1968,7.957111,14.283967,2.176116,1.170078
1969,8.515136,14.542416,2.425568,1.181142
1970,5.807440,17.363696,2.715024,1.381028
1971,6.500722,18.109678,3.012172,1.398678
1972,6.689685,18.585307,3.535348,1.490984
1973,7.770498,19.567295,3.685583,1.564792
1974,8.309117,21.707018,3.568377,1.683487
1975,8.778944,20.514736,3.598048,1.483209
1976,9.217737,21.817020,3.700284,1.723678
1977,9.413693,22.502721,4.203000,1.563808
1978,9.896464,22.537264,5.569280,1.960409
1979,11.259472,23.614480,5.972320,1.997242
1980,10.300356,23.905912,6.907211,2.029909
1981,10.661361,23.011686,7.382351,2.065108
1982,10.987458,23.531993,7.723095,2.316853
1983,12.138832,25.230304,8.471168,2.161560
1984,11.995936,24.640400,8.518800,2.402679
1985,12.207523,24.986586,7.349427,2.440939
1986,12.039005,26.133360,6.895133,2.700159
1987,12.464928,26.948720,7.185104,2.663850
1988,12.549200,28.278752,7.533184,3.002955
1989,12.966008,29.401586,7.063708,2.928692
1990,13.827936,31.111024,8.372240,2.739649
1991,12.351344,31.997712,8.694672,2.737240
1992,13.494512,35.650720,8.364912,2.907200
1993,14.107220,36.037534,8.643878,3.339327
1994,13.534070,39.558027,8.976305,3.944801
1995,14.040448,31.792528,8.295296,3.920405
1996,12.402640,32.576624,10.233552,3.555416
1997,12.201120,34.797008,12.453936,3.777343
1998,11.592241,35.355601,13.021120,3.674426
1999,9.585024,30.392880,11.200848,2.787987
2000,10.032682,29.328556,12.487721,3.056774
2001,10.127296,28.542560,13.260016,2.926153
2002,9.061072,28.722096,13.245360,2.829109
2003,10.311166,29.647350,12.681928,3.123244
2004,7.075184,29.524512,13.347952,3.327848
2005,10.214605,30.929588,14.006612,4.248907
2006,9.332208,33.968944,14.033120,4.300335
2007,8.031488,33.019968,14.033120,4.741428
2008,10.746512,33.441328,17.517584,4.479206
2009,11.083600,35.738656,20.097040,3.954829
2010,12.607207,35.696605,21.986588,4.071847
2011,12.725072,35.339280,21.049680,4.617526
2012,10.325640,38.917184,22.901083,4.680178
2013,16.264496,41.509456,22.339408,4.669317
2014,16.458025,45.215603,23.906637,4.834439
2015,17.601856,42.890784,24.405904,4.585283
2016,17.993904,45.459248,22.896336,4.124043
2017,12.655456,42.872464,22.782752,4.114596
2018,11.219168,50.695104,23.530208,4.321192
2019,23.790352,45.580160,24.222704,4.365249
2020,20.342528,43.224208,23.951568,4.053812
2021,19.741632,56.821312,21.760496,4.794321
2022,17.894244,44.466919,21.540325,5.077284
2023,19.656870,42.450851,22.343746,4.938107
2024,22.300384,42.093968,23.020671,4.664572
