"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.064500,0.078200,
1962,,,,0.096400,0.073300,0
1963,,,,0.105100,0.055400,0.000100
1964,,,,0.114100,0.055900,0.000400
1965,,,,0.123400,0.054000,0.003300
1966,,,,0.167500,0.083100,0.004300
1967,,,,0.144700,0.077400,0.005400
1968,,,,0.176500,0.073700,0.005700
1969,,,,0.203000,0.078100,0.005000
1970,,,,0.220000,0.085400,0.004300
1971,,,,0.236000,0.090900,0.003900
1972,,,,0.250000,0.080400,0.005900
1973,,,,0.278000,0.082200,0.005900
1974,,,,0.308000,0.090400,0.003700
1975,,,,0.258000,0.087100,0.003500
1976,,,,0.283000,0.078300,0.003500
1977,,,,0.281000,0.074300,0.003500
1978,,,,0.307000,0.089500,0.003500
1979,,,,0.325000,0.126600,0.019400
1980,,,,0.351000,0.169600,0.025500
1981,,,,0.407000,0.212300,0.019800
1982,,,,0.366000,0.196700,0.014000
1983,,,,0.366000,0.152200,0.025200
1984,,,,0.413000,0.183800,0.033900
1985,,,,0.446000,0.167900,0.023700
1986,,,,0.457000,0.167000,0.022800
1987,,,,0.488000,0.163100,0.023500
1988,,,,0.500000,0.192100,0.015600
1989,,,,0.500000,0.187500,0.015800
1990,0.549000,0.180900,0.015000,0.549000,0.180900,0.015000
1991,0.521000,0.192800,0.019900,0.576000,0.192800,0.019900
1992,0.629000,0.224702,0.034929,0.629000,0.224702,0.034929
1993,0.595000,0.265777,0.016564,0.595000,0.265777,0.016564
1994,0.672000,0.296038,0.024210,0.672000,0.296038,0.024210
1995,0.690000,0.332300,0.062200,0.690000,0.332300,0.062200
1996,0.693000,0.349300,0.063800,0.693000,0.349300,0.063800
1997,0.704000,0.392400,0.080800,0.704000,0.392400,0.080800
1998,0.712000,0.369000,0.075900,0.712000,0.369000,0.075900
1999,0.733000,0.362800,0.084600,0.733000,0.362800,0.084600
2000,0.771000,0.509700,0.129800,0.771000,0.509700,0.129800
2001,0.771000,0.334000,0.110400,0.771000,0.334000,0.110400
2002,0.847000,0.337100,0.142350,0.847000,0.337100,0.142350
2003,0.864000,0.382934,0.165161,0.864000,0.382934,0.165161
2004,0.899000,0.412790,0.174121,0.899000,0.412790,0.174121
2005,0.919000,0.412790,0.169521,0.919000,0.412790,0.169521
2006,0.990000,0.510514,0.169644,0.990000,0.510514,0.169644
2007,1.013000,0.573010,0.216913,1.013000,0.573010,0.216913
2008,1.025000,0.525300,0.199731,1.025000,0.525300,0.199731
2009,1.076000,0.464827,0.167538,1.076000,0.464827,0.167538
2010,1.145000,0.416875,0.185574,1.145000,0.416875,0.185574
2011,1.137575,0.502904,0.173770,1.137575,0.502904,0.173770
2012,1.153277,0.466712,0.165019,1.153277,0.466712,0.165019
2013,1.160416,0.469005,0.160039,1.160416,0.469005,0.160039
2014,1.203289,0.512300,0.133071,1.203289,0.512300,0.133071
2015,1.218948,0.438514,0.123314,1.218948,0.438514,0.123314
2016,1.212254,0.433048,0.107100,1.212254,0.433048,0.107100
2017,1.252903,0.458801,0.132481,1.252903,0.458801,0.132481
2018,1.313109,0.482356,0.130728,1.313109,0.482356,0.130728
2019,1.250177,0.496177,0.132891,1.250177,0.496159,0.132889
2020,1.188194,0.451336,0.110985,1.188194,0.450802,0.110967
2021,1.232000,0.526293,0.104583,1.235246,0.526293,0.104533
2022,,,,1.251702,0.667655,0.081015
2023,,,,1.204366,0.462818,0.131057
