"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2006,2.419325,0.526006,5.077695,0.918166,0.004520,-4.107061
2007,2.654688,0.583175,5.215197,0.984050,0.005085,-4.132819
2008,3.137529,0.618286,5.526874,1.179421,0.005829,-4.192882
2009,3.676646,0.696394,6.097216,1.105586,0.006495,-4.229045
2010,4.047720,0.740931,6.421226,1.152233,0.008637,-4.275308
2011,3.654097,0.843609,6.027964,1.096666,0.009192,-4.323334
2012,3.356000,0.955106,5.621136,1.138652,0.009873,-4.368767
2013,3.647747,1.101862,5.796431,1.152810,0.011714,-4.415070
2014,3.753450,1.186117,5.949887,1.190050,0.014339,-4.586943
2015,5.075151,1.294601,7.008405,1.239450,0.017431,-4.484735
2016,4.552338,1.578613,6.256612,1.227351,0.021610,-4.531848
2017,4.907347,1.638834,6.517600,1.300464,0.025478,-4.575029
2018,5.362752,1.833946,6.891486,1.210112,0.028314,-4.601105
2019,6.770452,2.410348,7.560419,1.400654,0.030397,-4.631366
2020,6.446463,2.141293,7.527987,1.440547,0.035060,-4.698424
2021,7.133406,2.343175,8.003232,1.490139,0.040008,-4.743148
2022,7.903296,2.609066,8.486005,1.503641,0.091379,-4.786796
