"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,7.542831,1.734543,2.476578,
200802,7.152270,1.816369,2.097990,
200803,6.921363,1.916732,2.108702,
200804,6.807053,2.004928,1.411933,
200805,6.122839,1.978040,0.870570,
200806,5.841243,1.876685,0.643783,
200807,5.587710,1.986544,0.635213,
200808,5.905520,1.984322,0.608667,
200809,6.118358,2.077438,1.000372,
200810,6.371173,1.922188,1.436179,
200811,7.299628,1.845577,1.822971,
200812,6.989606,1.753690,2.184629,
200901,8.211145,1.629907,2.738174,
200902,7.199281,1.525211,2.198660,
200903,6.066984,1.855723,1.932300,
200904,5.233709,1.792749,0.827875,
200905,3.807297,1.793864,0.689286,
200906,4.643499,1.815320,0.653855,
200907,5.054671,1.979834,0.577244,
200908,6.735831,1.937979,0.560992,
200909,5.613351,1.953801,0.667599,
200910,6.685219,2.014465,1.442327,
200911,7.384677,1.764994,1.768313,
200912,6.651071,1.902817,2.258652,
201001,6.510286,1.385192,2.768332,
201002,6.221791,1.529803,2.286981,
201003,6.858911,1.714079,1.973929,
201004,5.561575,1.887021,1.624944,
201005,5.378425,1.756243,0.974165,
201006,5.398765,1.833830,0.759551,
201007,5.515857,1.778898,0.569818,
201008,5.968305,1.863601,0.631400,
201009,6.586060,1.814812,0.911091,
201010,7.243219,1.937910,1.403237,
201011,6.915757,1.904334,1.717318,
201012,6.394897,1.721706,2.775375,
201101,6.756209,1.596485,2.565016,
201102,6.140109,1.561063,2.365863,
201103,6.676195,1.706470,1.952661,
201104,5.782634,1.795341,1.131915,
201105,6.198822,1.848201,0.872482,
201106,5.750914,1.778898,0.676159,
201107,5.029916,1.761802,0.674985,
201108,6.139777,2.000620,0.638624,
201109,5.801633,1.781957,0.697249,
201110,6.348013,1.746914,1.391188,
201111,6.780826,1.705554,2.001087,
201112,6.344272,1.612659,1.858263,
201201,6.488362,1.510860,2.329463,
201202,5.972294,1.499421,2.740162,
201203,6.871222,1.701481,1.673621,
201204,6.218484,1.623847,1.253446,
201205,6.238698,1.793601,0.734841,
201206,5.567663,1.755753,0.575139,
201207,5.163050,1.735150,0.576097,
201208,5.389322,1.869901,0.576097,
201209,5.285052,1.799013,0.694703,
201210,6.003982,1.906710,1.384188,
201211,5.847288,1.696664,1.722490,
201212,5.722471,1.505761,2.362787,
201301,5.878275,1.453650,2.445877,
201302,5.411120,1.429396,2.118142,
201303,6.015455,1.451493,2.174334,
201304,5.141851,1.616317,1.337102,
201305,5.482928,1.720289,0.862241,
201306,4.815926,1.628528,0.692304,
201307,5.076606,1.748873,0.594936,
201308,5.231812,1.798067,0.600639,
201309,5.127612,1.687283,0.813322,
201310,6.219403,1.963678,1.301629,
201311,6.113576,1.766363,1.814683,
201312,6.355386,1.489604,2.077907,
201401,5.682309,1.465278,2.185285,
201402,5.580265,1.453729,1.834396,
201403,5.846235,1.737283,1.616214,
201404,5.391678,1.723331,1.033731,
201405,5.130401,1.711170,0.916540,
201406,4.524915,1.792365,0.656543,
201407,4.397871,1.844781,0.632084,
201408,4.993972,1.875062,0.635608,
201409,5.625463,1.840564,0.782623,
201410,5.874778,1.985136,1.201786,
201411,5.860101,1.708870,1.592545,
201412,5.997267,1.660237,2.025278,
201501,5.498780,1.606851,2.225071,
201502,5.125835,1.602244,2.035913,
201503,5.532263,1.749882,1.768392,
201504,5.524784,1.818976,1.327375,
201505,4.715001,1.768673,0.865264,
201506,5.016530,1.873687,0.684227,
201507,4.572255,1.964134,0.635765,
201508,4.966644,1.838085,0.603597,
201509,5.266542,1.893635,0.761009,
201510,5.740809,1.873374,1.453357,
201511,5.733321,1.719129,1.670464,
201512,6.628902,1.597792,1.870696,
201601,5.582982,1.507903,2.418937,
201602,5.404291,1.562340,1.823742,
201603,5.731106,1.592522,1.835872,
201604,5.092214,1.776304,1.250049,
201605,4.818769,1.846815,0.866163,
201606,4.696491,1.774721,0.670524,
201607,4.730272,1.879190,0.628044,
201608,5.097448,1.800383,0.681405,
201609,5.414576,1.932459,0.838988,
201610,6.157858,1.912586,1.580469,
201611,6.289753,1.968874,1.997048,
201612,5.712144,1.785534,2.400664,
201701,6.106590,1.574975,3.004184,
201702,6.093575,1.529778,2.109929,
201703,6.104749,1.815186,1.679061,
201704,5.325796,1.810630,1.419239,
201705,4.792568,1.958442,0.899542,
201706,4.226707,1.871542,0.729183,
201707,3.714918,1.893225,0.721992,
201708,4.770867,2.036841,0.675780,
201709,5.039752,1.957324,0.963043,
201710,6.052330,2.022083,1.351402,
201711,6.189324,1.924779,1.942636,
201712,5.889618,1.723960,2.216734,
201801,5.727273,1.624696,2.190523,
201802,5.303790,1.687889,2.329444,
201803,6.028413,1.790307,2.232126,
