"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,,,,146.807730,146.807730,145.612750,145.612750,145.616775,145.821219,146.354189,146.069964,146.053341,144.726024,144.738514,144.726024,147.263829,147.240014,147.240638,147.240002,147.108552,147.099163,147.099180,147.101029
1991,,,,141.087195,141.087195,139.911803,139.911803,139.917131,140.092565,140.463609,140.167009,140.148296,132.819520,132.830516,132.819520,135.271509,135.652617,135.653166,135.652628,135.622277,135.613194,135.613203,135.616107
1992,,135.765707,,124.729718,124.729717,124.194185,124.194185,124.200524,124.422637,124.830769,124.557410,124.543460,127.969859,127.985521,127.969859,130.475524,131.019367,131.020334,131.019875,132.075936,132.066612,132.066630,132.068986
1993,,,,124.226126,124.226126,123.103752,123.103752,123.112262,123.346203,123.753381,123.455691,123.436855,122.944732,122.969314,122.949918,125.324591,125.998031,125.999217,125.998728,127.493684,127.484340,127.484406,127.486425
1994,127.115837,,,118.082933,118.082933,113.312287,113.312287,113.322188,113.587592,114.025894,113.761334,113.749927,115.484108,115.518264,115.488460,117.844671,118.686521,118.688297,118.686548,118.944422,118.934875,118.934961,118.936988
1995,,,128.070253,118.668255,118.668255,117.652767,117.652767,117.663958,117.964055,116.002760,115.710351,116.713292,116.673582,116.710449,116.679371,118.902789,118.536711,118.538988,118.536266,118.532344,118.522827,118.522921,118.524420
1996,,,,120.704000,126.443645,125.200174,125.200174,125.211815,125.482641,119.817174,119.474264,120.362951,118.482155,118.514736,118.482155,120.916014,121.226863,121.229844,121.227406,121.224763,121.234397,121.234489,121.234949
1997,,,,124.639000,118.960479,117.784645,117.784645,117.796830,118.007793,116.213561,115.862475,116.133794,114.248077,114.281254,114.388880,116.383902,116.263272,116.267256,116.265536,116.278962,116.382565,116.382685,116.382946
1998,,,,116.246000,116.246000,111.052441,111.052441,111.067732,111.217833,109.935888,109.600966,109.687940,109.145195,109.195927,109.145195,110.606197,110.794390,110.798618,110.796748,110.828906,111.022146,111.129245,111.130103
1999,,,,110.932378,110.932378,109.287128,109.287128,109.300612,109.390587,104.878980,104.525196,105.284664,103.357147,103.417265,103.357147,104.366855,104.545458,104.550502,104.548923,104.567682,104.681874,104.682015,104.678881
2000,,,,116.606526,116.606526,114.345402,114.437923,114.450787,114.450944,113.705168,113.364077,113.920011,112.532217,112.601127,112.532217,113.620505,113.785133,113.791904,113.791273,113.811801,113.903254,113.903409,113.900760
2001,122.797746,,,117.538367,117.538367,116.832367,116.934860,116.948412,116.948663,114.307150,113.941041,114.720194,113.050599,113.127762,113.050599,114.213213,114.501246,114.506346,114.503487,114.528141,114.655298,114.655445,114.676136
2002,,117.977661,,112.617283,112.617283,113.159500,113.266017,113.284734,113.284859,111.019406,110.671962,111.854618,110.312723,110.395293,110.312723,111.359030,111.651492,111.658510,111.649100,111.659122,111.696044,111.693931,111.714203
2003,,,,115.698476,115.698476,113.503945,113.658514,111.971882,111.972008,113.491677,113.134495,114.391752,112.923841,113.013605,112.923841,113.871415,114.201141,114.207924,114.197608,114.222596,114.332667,114.332861,114.352644
2004,,,,115.616632,115.616632,113.159033,113.303688,112.004890,112.005078,114.500750,113.653917,114.874896,112.958565,113.031478,112.958565,113.865759,114.218850,114.222476,114.214576,114.236568,114.298511,114.298696,114.320546
2005,,,,,114.673225,113.768985,113.934150,112.798448,112.798605,115.585308,114.118665,114.657265,111.919835,111.991097,111.919835,112.637243,113.016610,113.017235,113.004601,113.028153,113.050342,113.050465,113.073057
2006,,,,,,114.516309,114.948373,112.617455,112.617803,116.321928,114.510235,114.486818,112.335165,112.414976,112.335165,112.813752,112.883319,112.885438,112.875989,112.897994,112.883802,112.883934,112.878482
2007,,,,,,,116.297727,112.754483,112.754433,115.806586,114.181795,114.225941,112.902692,112.968469,113.330040,114.087191,114.169968,114.173417,114.163836,114.186298,114.195161,114.195315,114.191123
2008,,,,,,,,107.874499,107.911681,111.500573,109.584067,109.443004,108.306890,108.145275,108.553385,109.157022,109.199787,109.167341,109.165691,109.057852,109.092671,109.090506,109.081783
2009,,,,,,,,,103.426962,106.158582,104.573831,104.725011,103.083318,103.010368,103.416517,103.977971,103.949005,103.919096,103.926585,103.766611,103.749757,103.746022,103.734388
2010,,,,,,,,,,109.626621,107.603342,106.857895,104.054490,103.924872,104.043333,105.367669,105.334388,105.375275,105.457768,105.457702,105.463726,105.460009,105.446259
2011,,,,,,,,,,,103.872264,104.765113,102.629361,102.531144,101.900821,102.922970,102.907441,102.962234,103.005056,102.995915,103.008763,103.004906,102.992982
2012,,,,,,,,,,,,101.560903,98.688722,98.613442,98.833490,99.111725,99.104607,99.154947,99.451355,99.415044,99.428026,99.424478,99.411875
2013,,,,,,,,,,,,,95.327062,95.215604,95.387933,94.687583,94.665005,94.715887,94.774795,94.913794,94.929479,94.926103,94.913181
2014,,,,,,,,,,,,,,89.585822,90.622290,91.783802,91.740023,91.798095,91.804041,91.932462,91.953582,91.949399,91.935388
2015,,,,,,,,,,,,,,,92.051701,92.956211,92.941125,92.994478,92.998387,93.075523,93.095377,93.078687,93.066842
2016,,,,,,,,,,,,,,,,94.575824,94.614947,94.670764,94.684159,94.763723,94.781960,94.753907,94.742043
2017,,,,,,,,,,,,,,,,,93.746129,93.827443,95.734211,95.845867,95.868097,95.842432,95.831431
2018,,,,,,,,,,,,,,,,,,92.006346,93.705335,93.948091,93.966501,93.948354,93.933353
2019,,,,,,,,,,,,,,,,,,,89.116961,89.328410,89.348117,89.329153,89.315919
2020,,,,,,,,,,,,,,,,,,,,80.689089,80.694980,80.676422,80.661956
2021,,,,,,,,,,,,,,,,,,,,,84.322220,84.380153,84.361719
2022,,,,,,,,,,,,,,,,,,,,,,83.773442,83.771173
2023,,,,,,,,,,,,,,,,,,,,,,,74.274425
