"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,149.395209,56.830027,47.105106,11.274865,33.990905,0.194305,,
1991,137.749776,55.451732,39.853151,10.210930,32.077844,0.156118,,
1992,133.991629,54.625593,43.889898,10.631278,24.644081,0.200779,,
1993,129.316724,54.297193,36.746397,10.192730,27.892352,0.188053,,
1994,120.664439,54.817987,29.181407,11.119515,25.331976,0.213553,,
1995,120.136606,61.734870,24.464514,10.442140,23.278379,0.216703,,
1996,122.919630,66.488973,24.249760,10.669301,21.301307,0.210290,,
1997,117.947961,62.781606,24.057021,10.651025,20.260834,0.197475,,
1998,112.460741,60.652018,21.701606,12.037887,17.897472,0.171759,,
1999,105.922307,58.199891,18.503749,12.159236,16.894126,0.165305,,
2000,115.200392,62.034931,23.422113,12.252804,17.312557,0.177986,,
2001,115.885060,64.216824,20.876173,13.026777,17.603386,0.161899,,
2002,112.887948,62.769626,19.995480,13.490437,16.392121,0.240284,,
2003,115.569592,62.421749,19.934045,15.370412,17.599875,0.243511,,
2004,115.549057,62.540584,19.567087,16.079063,17.090430,0.271893,,
2005,114.239472,63.138257,18.842922,17.365855,14.620691,0.271747,,
2006,114.051327,62.587515,18.542047,17.657894,15.010608,0.253263,,
2007,115.395096,66.235337,16.657348,18.606296,13.557370,0.338745,,
2008,110.275611,61.506361,16.072103,18.468440,13.861502,0.367205,,
2009,104.991299,57.436621,15.780097,17.793849,13.625967,0.354765,,
2010,106.761323,62.175651,12.112491,16.788196,15.364924,0.320061,,
2011,104.323034,61.893030,11.143722,16.617664,14.291368,0.377250,,
2012,100.762510,59.023192,10.798685,16.330413,14.302595,0.307626,,
2013,96.358843,55.200074,10.258338,16.202768,14.396231,0.301433,,
2014,93.348502,53.767735,9.730626,16.717718,12.821807,0.310615,,
2015,94.513127,53.666274,9.869851,17.464804,13.140893,0.371305,,
2016,96.238746,54.431969,9.610199,18.132160,13.667354,0.397064,,
2017,97.401675,53.647511,10.470416,18.635304,14.194649,0.453796,,
2018,95.510286,52.933601,10.220657,18.825221,13.216448,0.314359,,
2019,90.908130,49.175549,9.780420,18.998867,12.658019,0.295275,,
2020,82.263497,41.591714,10.266127,17.705896,12.385380,0.314380,,
2021,86.087666,41.005866,12.972072,18.917362,12.826961,0.365405,,
2022,85.470945,42.778658,11.343168,19.394763,11.687212,0.267143,,
2023,75.744278,35.661659,10.141371,19.896582,9.784236,0.260430,,
