"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,185.051822,164.213100,23.940935,6.366368,0.086567,-9.555148
1991,166.268698,148.855657,22.652628,5.634760,0.086399,-10.960746
1992,160.492631,145.666200,21.001845,4.783267,0.087770,-11.046451
1993,153.429154,140.081244,20.573378,4.616679,0.088959,-11.931105
1994,145.951614,132.628103,19.423063,4.520319,0.090088,-10.709959
1995,145.279181,131.588835,19.137775,5.353473,0.178036,-10.978937
1996,148.733312,134.964522,19.060125,5.125276,0.317232,-10.733843
1997,145.146667,130.870322,18.543120,4.926550,0.489444,-9.682769
1998,139.481064,125.672282,17.850715,4.786797,0.628698,-9.457428
1999,129.298680,116.635238,17.094702,4.430377,0.735901,-9.597537
2000,138.579518,127.201396,15.807659,4.951111,0.916032,-10.296681
2001,138.875702,127.147175,15.081557,5.844204,1.109142,-10.306375
2002,135.255365,123.968274,14.817229,5.340058,1.238656,-10.108852
2003,137.752229,127.555701,14.622763,3.881327,1.369073,-9.676634
2004,139.573596,128.290041,14.138249,5.080393,1.478913,-9.413999
2005,137.524606,125.691827,14.760397,5.084441,1.474556,-9.486615
2006,139.567204,126.505566,14.955631,4.969577,1.737920,-8.601490
2007,141.404741,128.333828,14.388735,4.986716,2.081818,-8.386356
2008,134.985357,122.905170,14.519528,4.615569,2.341860,-9.396769
2009,126.443080,114.950555,13.758796,4.419567,2.367643,-9.053480
2010,130.524433,117.441301,14.040313,4.891260,2.572502,-8.420943
2011,127.184338,115.165626,13.862900,4.412338,2.756778,-9.013303
2012,123.277300,111.258485,13.813518,4.594191,2.863980,-9.252873
2013,119.257637,106.701032,13.201430,4.949528,2.984178,-8.578532
2014,116.849385,104.216979,13.301601,4.633349,3.158922,-8.461466
2015,117.220448,104.976488,13.270118,4.085313,3.408688,-8.520160
2016,120.166137,106.626100,12.749702,4.802465,3.627158,-7.639288
2017,122.556580,107.724643,12.547246,4.676535,3.830464,-6.222307
2018,125.115253,106.306196,12.430540,3.756321,3.891940,-1.269744
2019,125.777913,100.979284,12.144974,3.979186,3.911948,4.762521
2020,118.956008,91.643063,11.682952,4.353385,3.816968,7.459641
2021,121.290513,96.613720,11.861171,4.552351,3.836093,4.427178
2022,115.966312,95.005667,11.677273,4.084834,3.751424,1.447114
2023,98.487381,83.222746,11.283098,3.837214,3.712747,-3.568425
