"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,,,
1962,,,,
1963,,,,
1964,,,,
1965,,,,
1966,,,,
1967,,0.000100,,
1968,,0.000300,,
1969,,0.003200,,
1970,,0.006200,,
1971,,0.000300,,
1972,,,,
1973,,,,
1974,,,,
1975,,,,
1976,,,,
1977,,,,
1978,,,,
1979,,,,
1980,,,,
1981,,,,
1982,,,,
1983,,,,
1984,,,,
1985,,,,
1986,,,,
1987,,,,
1988,,,,
1989,,,,
1990,,,,
1991,,,,
1992,0.000367,0.004117,0.010134,
1993,0.000041,0.006197,0.010172,
1994,0.000839,0.007320,0.008200,0
1995,0.002000,0.008500,0.008200,0.000100
1996,0.001600,0.007100,0.008800,0.000100
1997,0.000200,0.003500,0.011800,0
1998,0.001000,0,0.006202,0
1999,0.002100,0,0.019694,0
2000,0.000200,0,0.016000,0
2001,0,0,0.085800,0
2002,0.000110,0.000434,0.071378,0
2003,0.001427,0.000497,0.084558,0
2004,0.000405,0.000962,0.094296,0
2005,0.000497,0.002215,0.094296,0
2006,0.001424,0.000708,0.094296,0
2007,0.000977,0.001764,0.107882,0.001600
2008,0.001060,0.004215,0.107882,0.000028
2009,0.001244,0.004340,0.120856,0.000522
2010,0.001152,0.011041,0.196772,0.002017
2011,0.004954,0.030581,0.102616,0.002598
2012,0.000952,0.024737,0.041006,0.004896
2013,0.000866,0.014598,0.095476,0.001602
2014,0.001030,0.019357,0.116976,0.002625
2015,0.000054,0.006557,0.050188,0.005617
2016,0.000988,0.017671,0.066906,0.006610
2017,0.011238,0.009474,0.179308,0.006482
2018,0.011955,0.011784,0.294870,0.001744
2019,0.001993,0.005863,0.283300,0.001991
2020,0.005532,0.004385,0.244098,0.002531
2021,0.002400,0.004057,0.487256,0.004696
2022,0.003061,0.002943,0.571958,0.002048
2023,0.010992,0.003771,0.457374,0.008851
