"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,68.919580,1.188802,3.500000,60.324803,3.905975,
1991,68.845626,1.204442,3.500000,60.218981,3.922203,
1992,68.817451,1.241541,3.500000,60.086077,3.989834,
1993,68.793626,1.267568,3.500000,59.968437,4.057621,
1994,68.802515,1.267493,3.500000,59.909454,4.125568,
1995,68.813938,1.348611,3.500000,59.771647,4.193680,
1996,68.830592,1.427407,3.500000,59.641224,4.261962,
1997,68.769804,1.421618,3.500000,59.517770,4.330416,
1998,68.883468,1.586716,3.500000,59.397704,4.399048,
1999,68.461147,1.654279,3.500000,58.839005,4.467862,
2000,68.262916,1.640870,3.500000,58.585181,4.536864,
2001,68.348007,1.641499,3.500000,58.600452,4.606057,
2002,68.614345,1.691695,3.500000,58.747204,4.675446,
2003,68.645726,1.723534,3.500000,58.651170,4.771022,
2004,69.552740,1.861193,3.500000,59.324612,4.866935,
2005,79.920147,1.860085,3.500000,69.596281,4.963781,
2006,79.534959,2.001394,3.500000,68.971781,5.061784,
2007,78.883735,2.182871,3.500000,68.023577,5.177286,
2008,80.063808,2.309934,3.500000,68.966715,5.287160,
2009,80.957565,2.452865,3.500000,69.595827,5.408873,
2010,82.428915,2.571601,3.500000,70.822745,5.534568,
2011,85.274496,2.680041,3.500000,73.430713,5.663743,
2012,82.925153,2.906859,3.500000,70.713041,5.805253,
2013,83.240149,2.959218,3.500000,70.829818,5.951112,
2014,85.078027,3.102661,3.500000,72.372660,6.102707,
2015,89.123502,3.495645,3.500000,75.863579,6.264278,
2016,87.546482,3.458808,3.500000,74.165028,6.422647,
2017,88.130153,3.328794,3.500000,74.516923,6.784436,
2018,92.712943,3.440163,3.500000,78.511931,7.260849,
2019,88.848920,3.192121,3.500000,74.758851,7.397948,
2020,98.676303,3.149313,3.500000,84.491501,7.535489,
2021,109.919563,3.500780,3.500000,95.254845,7.663938,
2022,107.184802,4.169169,3.500000,91.697268,7.818365,
