"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2017,0,17.970000,-0.270000,0,-0.280000,0.320000,0,-13.990000
2018,0,20.670000,-0.250000,0,1.040000,-0.010000,0,-13.900000
2019,0,-1.860000,1.410000,0,0.940000,0.620000,0,-4.750000
2020,0,4.810000,1.070000,0,0.870000,3.770000,0,-8.110000
2021,0,8.390000,-1.220000,0,0.710000,0.120000,0,3.210000
2022,0,-15.190000,1.140000,0,0.660000,-0.060000,0,20.830000
2023,0,16.120000,0.000000,0,-0.490000,0.210000,0,-10.500000
2024,0,13.550000,0.830000,0,1.070000,0.600000,0,-1.030000
2025,0,0.750000,0.400000,0,0.840000,0.460000,0,0.080000
