"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,143.614210,89.461881,33.142819,18.263689,2.745822,
1991,144.359172,89.469313,33.788282,18.244091,2.857486,
1992,148.818324,93.089134,34.523932,18.236625,2.968633,
1993,152.545202,95.881112,35.352800,18.230311,3.080979,
1994,147.812917,90.306760,36.189974,18.232667,3.083517,
1995,154.539880,96.081322,36.917194,18.235694,3.305671,
1996,160.582900,101.237567,37.685471,18.240107,3.419754,
1997,168.294619,108.071151,38.465372,18.223998,3.534097,
1998,175.605047,114.475971,39.224411,18.254119,3.650546,
1999,180.317636,118.812557,39.594217,18.142204,3.768658,
2000,178.691179,116.393882,40.313895,18.089673,3.893729,
2001,191.181524,127.675954,41.415870,18.112222,3.977479,
2002,197.031017,132.207252,42.578431,18.182801,4.062532,
2003,199.046212,133.139297,43.568094,18.191118,4.147703,
2004,210.981384,143.712919,44.604031,18.431476,4.232959,
2005,233.714056,159.657452,48.554321,21.178839,4.323444,
2006,245.572223,169.790075,50.220573,21.076764,4.484811,
2007,261.338785,182.803448,53.148738,20.904190,4.482410,
2008,266.345867,185.977011,54.561200,21.216909,4.590746,
2009,271.910746,194.250157,51.462530,21.453755,4.744305,
2010,275.181753,194.739286,52.997646,21.843662,5.601159,
2011,283.231570,200.541004,54.725404,22.597741,5.367420,
2012,288.633839,205.476543,56.464565,21.975165,4.717566,
2013,292.933969,209.992391,56.027493,22.058639,4.855446,
2014,300.302435,216.366474,56.530858,22.545677,4.859426,
2015,334.185053,248.465422,56.737254,23.617728,5.364650,
2016,347.903676,257.575915,60.361060,23.199818,6.766884,
2017,356.320005,264.703578,61.513035,23.354491,6.748902,
2018,365.990381,274.394326,59.004443,24.568930,8.022683,
2019,344.605595,260.400921,51.816855,23.544964,8.842856,
2020,337.641333,251.445933,50.780989,26.149220,9.265190,
2021,363.822755,274.175687,50.846680,29.128684,9.671704,
2022,386.210836,293.109241,52.998471,28.403973,11.699151,
