"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,77.245628,25.897149,26.246150,15.399483,9.702846,,,
1991,76.571400,27.382744,23.909533,16.034983,9.244139,,,
1992,79.241349,28.082200,25.523709,16.560286,9.075154,,,
1993,81.104548,28.034268,27.721361,17.227270,8.121649,,,
1994,74.743375,27.020408,20.203340,18.445241,9.074386,,,
1995,79.032306,27.145710,22.654782,19.641172,9.590642,,,
1996,83.720728,28.013381,25.058179,20.884330,9.764838,,,
1997,89.908061,30.132273,26.315168,22.448367,11.012253,,,
1998,95.671205,34.370796,24.398141,25.166000,11.736268,,,
1999,99.206512,35.925215,25.935458,26.658353,10.687487,,,
2000,95.843084,32.172073,24.913503,27.535702,11.221807,,,
2001,106.580225,36.208563,32.388931,26.521223,11.461508,,,
2002,109.409370,39.684771,30.421183,27.432302,11.871114,,,
2003,111.038099,41.991637,28.271954,28.988894,11.785614,,,
2004,121.362493,53.938398,23.342442,29.592237,14.489416,,,
2005,135.388358,56.039433,32.741589,29.035415,17.571921,,,
2006,142.332766,58.700124,33.939656,31.564361,18.128625,,,
2007,153.254261,59.578631,38.895103,34.988864,19.791663,,,
2008,159.034642,65.244421,36.038616,37.028817,20.722788,,,
2009,162.789822,69.590323,31.187515,39.651934,22.360049,,,
2010,163.788144,67.148181,31.462730,42.764674,22.412559,,,
2011,169.945763,71.046620,31.397477,44.669512,22.832154,,,
2012,176.740490,77.752837,27.867769,48.683046,22.436838,,,
2013,178.063375,79.294047,31.280571,49.333201,18.155556,,,
2014,184.212464,84.878078,29.428249,51.275420,18.630717,,,
2015,212.598289,93.273855,38.775080,49.393502,31.155852,,,
2016,219.618522,92.677398,41.811419,53.016869,32.112836,,,
2017,222.292684,95.630821,42.782410,51.526543,32.352910,,,
2018,228.212812,106.235182,50.894639,53.416434,17.666558,,,
2019,215.925978,100.562463,49.531663,49.585715,16.246137,,,
2020,208.226294,96.652157,43.983230,50.977337,16.613570,,,
2021,225.182062,102.054693,48.945811,57.068630,17.112928,,,
2022,245.630542,106.762620,55.954659,65.068109,17.845153,,,
