"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,44.800519,19.588892,5.022919,14.187355,6.001353,,,
1991,47.492349,20.447761,5.066479,12.659182,9.318928,,,
1992,49.848778,20.306553,5.219812,15.652721,8.669693,,,
1993,51.037656,22.806307,4.821928,13.281007,10.128414,,,
1994,49.669879,23.446574,4.613782,11.718980,9.890543,,,
1995,49.166045,23.786780,4.527930,11.159941,9.691394,,,
1996,48.729715,23.756628,4.492146,10.786780,9.694160,,,
1997,49.403504,24.076026,5.171112,10.501684,9.654681,,,
1998,52.315225,25.575890,5.513233,10.891275,10.334827,,,
1999,56.096846,26.365761,7.472325,11.320632,10.938129,,,
2000,58.180061,26.263555,6.247235,15.130636,10.538636,,,
2001,57.456574,27.877683,6.299291,12.332461,10.947139,,,
2002,60.088303,28.408213,6.407392,13.345934,11.926764,,,
2003,62.587769,30.287141,6.461198,14.073496,11.765934,,,
2004,64.753914,30.017972,7.084748,14.419511,13.231684,,,
2005,69.552979,30.833437,7.719087,15.378220,15.622235,,,
2006,69.854115,30.530940,9.723816,15.792948,13.806410,,,
2007,75.181680,31.163642,10.476358,19.688065,13.853615,,,
2008,79.077123,31.828257,10.529601,22.746671,13.972594,,,
2009,86.269234,32.691068,10.287894,27.930670,15.359602,,,
2010,107.008798,49.682747,9.579358,31.442285,16.304408,,,
2011,114.615483,51.641317,10.205575,34.726251,18.042340,,,
2012,123.122794,54.506427,9.608722,39.197794,19.809851,,,
2013,123.521255,52.862413,9.567755,40.360362,20.730725,,,
2014,133.710498,59.669807,10.541990,42.384846,21.113855,,,
2015,140.839453,61.365337,11.330371,45.157796,22.985949,,,
2016,138.882353,59.921512,11.568955,43.949820,23.442066,,,
2017,142.989817,61.996875,12.132985,43.526570,25.333387,,,
2018,148.858068,61.734550,13.140143,43.854046,30.129329,,,
2019,154.115443,62.714538,15.735670,43.779654,31.885581,,,
2020,148.807885,59.659293,19.137886,38.778782,31.231925,,,
2021,161.633712,69.734229,19.347775,41.841200,30.710508,,,
2022,165.414391,69.320449,20.128498,43.090034,32.875411,,,
