"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,71.756519,56.781240,20.796375,2.838897,0.000800,-8.660795
1991,74.414599,59.411204,21.450129,2.768708,0.001072,-9.216513
1992,78.239944,62.340114,21.972956,2.894032,0.000923,-8.968081
1993,81.805570,63.601482,22.459291,2.973117,0.000884,-7.229204
1994,87.472651,61.358066,21.481436,2.914419,0.000900,1.717830
1995,79.899371,61.750189,23.473714,2.873374,0.001391,-8.199297
1996,79.571735,61.566348,24.530161,2.825499,0.001988,-9.352262
1997,82.308416,62.231725,26.078710,2.903215,0.002565,-8.907799
1998,89.673854,66.559829,28.144715,3.206949,0.003189,-8.240828
1999,97.214493,71.717652,30.642804,3.185583,0.003833,-8.335380
2000,100.875520,74.310334,30.798383,3.258095,0.044928,-7.536221
2001,97.314415,73.288502,30.129273,3.287868,0.045566,-9.436794
2002,101.317472,77.101848,30.594036,3.264946,0.053318,-9.696676
2003,106.358420,80.630151,32.011548,3.355403,0.054983,-9.693666
2004,109.437247,82.607222,31.944738,3.762318,0.058550,-8.935580
2005,116.787590,88.029248,34.429286,3.372529,0.063693,-9.107165
2006,116.263113,88.389139,34.045413,3.559289,0.069936,-9.800665
2007,123.509282,94.495865,33.879989,3.639950,0.079591,-8.586112
2008,125.280589,96.693220,34.455989,3.571228,0.085810,-9.525657
2009,132.600304,103.995580,34.539251,3.873557,0.091093,-9.899177
2010,161.995034,130.493936,37.531093,4.049976,0.098239,-10.178210
2011,165.697811,135.095430,37.017123,4.223614,0.105017,-10.743373
2012,178.289252,143.469317,38.305279,4.495159,0.123250,-8.103752
2013,175.095539,143.518364,38.433680,4.605276,0.140216,-11.601997
2014,191.083867,156.833860,40.322796,4.713554,0.165043,-10.951386
2015,194.923248,161.575853,40.652841,4.867162,0.176415,-12.349023
2016,194.634768,158.738494,42.791478,4.831242,0.187997,-11.914442
2017,201.618227,163.543877,43.309528,5.115258,0.206651,-10.557087
2018,212.412793,174.605046,43.614732,5.301397,0.230534,-11.338916
2019,217.320335,180.584465,42.836526,5.338678,0.247625,-11.686960
2020,211.275032,174.951855,42.101803,5.113804,0.257211,-11.149641
2021,230.589029,189.196148,46.659648,4.792325,0.268678,-10.327770
2022,228.822759,192.740162,43.105610,4.130024,0.293460,-11.446497
