"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,71.756519,62.937087,6.701949,7.870248,2.908029,-8.660795
1991,74.414599,66.675846,6.318346,7.576719,3.060202,-9.216513
1992,78.239944,69.362512,6.780158,7.871392,3.193963,-8.968081
1993,81.805570,71.002180,6.693749,8.011019,3.327827,-7.229204
1994,87.472651,68.177578,6.365557,7.745716,3.465970,1.717830
1995,79.899371,70.042481,6.703137,7.732094,3.620956,-8.199297
1996,79.571735,70.972507,6.486212,7.675285,3.789992,-9.352262
1997,82.308416,74.188377,5.350085,7.735883,3.941870,-8.907799
1998,89.673854,79.178193,6.361972,8.259946,4.114571,-8.240828
1999,97.214493,85.505017,6.925903,8.840299,4.278655,-8.335380
2000,100.875520,87.703437,7.320460,8.943986,4.443858,-7.536221
2001,97.314415,85.516919,7.471107,9.143789,4.619394,-9.436794
2002,101.317472,89.110500,8.378035,8.746196,4.779417,-9.696676
2003,106.358420,93.159789,8.864868,9.027420,5.000009,-9.693666
2004,109.437247,94.165317,9.319251,9.717232,5.171028,-8.935580
2005,116.787590,101.690142,9.391083,9.388868,5.424662,-9.107165
2006,116.263113,100.937146,9.674549,9.825735,5.626347,-9.800665
2007,123.509282,105.555485,10.653255,10.009084,5.877570,-8.586112
2008,125.280589,109.774821,9.118724,9.896027,6.016674,-9.525657
2009,132.600304,116.153848,9.530333,10.584616,6.230684,-9.899177
2010,161.995034,142.559958,11.964157,11.253083,6.396047,-10.178210
2011,165.697811,146.439586,11.739125,11.658310,6.604162,-10.743373
2012,178.289252,155.519114,11.903108,12.134592,6.836191,-8.103752
2013,175.095539,156.218358,10.847138,12.564687,7.067353,-11.601997
2014,191.083867,169.685544,11.751458,13.221782,7.376469,-10.951386
2015,194.923248,173.698703,12.384746,13.508285,7.680537,-12.349023
2016,194.634768,172.767211,12.277920,13.523194,7.980885,-11.914442
2017,201.618227,176.422820,13.816947,13.651897,8.283650,-10.557087
2018,212.412793,181.818316,19.661971,13.698932,8.572490,-11.338916
2019,217.320335,185.550315,20.689910,13.901766,8.865304,-11.686960
2020,211.275032,180.155725,19.175176,13.903252,9.190519,-11.149641
2021,230.589029,196.216533,21.694090,13.496599,9.509577,-10.327770
2022,228.822759,198.689889,22.089309,9.607110,9.882948,-11.446497
