"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,0,0.022000,0,,0.020100,
1962,0,0.010000,0,,0.009300,
1963,0,0.009000,0,,0.008300,
1964,0,0.010600,0,,0.012100,
1965,0,0.009800,0,,0.012300,
1966,0,0.008148,0,,0.010548,
1967,0,0.012554,0,0.002300,0.016054,
1968,0,0.008316,0,0.003500,0.008216,
1969,0.021400,0.011316,0,0.033700,0.012016,
1970,0.025300,0.016727,0,0.047200,0.020227,
1971,0.025300,0.037027,0,0.047200,0.053727,
1972,0.025300,0.012927,0,0.047200,0.025127,
1973,0.025300,0.028700,0,0.047200,0.028200,
1974,0.025300,0.055560,0,0.047200,0.060460,
1975,0.025300,0.028350,0,0.047200,0.039750,
1976,0.025300,0.023000,0,0.047200,0.030300,
1977,0.025300,0.049900,0,0.047200,0.081800,
1978,0.025300,0.023000,0,0.047200,0.030000,
1979,0.025300,0.042000,0,0.094000,0.087800,
1980,0.025300,0.042000,0,0.076000,0.087800,
1981,0.025300,0.050300,0,0.072000,0.078000,
1982,0.025300,0.036500,0,0.074000,0.041000,
1983,0.025300,0.090400,0,0.083000,0.090900,
1984,0.025300,0.090400,0,0.093000,0.090900,
1985,0.025300,0.090400,0,0.086000,0.090900,
1986,0.025300,0.042700,0,0.084000,0.042800,
1987,0.025300,0.025400,0,0.078000,0.025700,
1988,0.025300,0.039500,0,0.074000,0.040500,
1989,0.025300,0.070600,0,0.073000,0.071700,
1990,0.025300,0.060700,0,0.070000,0.061300,
1991,0.025300,0.060700,0,0.062000,0.061300,
1992,0.025300,0.047852,0.000837,0.064000,0.046933,0.000179
1993,0.025300,0.077272,0.000400,0.060500,0.077172,0.000400
1994,0.025300,0.100856,0,0.047100,0.101465,0
1995,0.025300,0.055800,0,0.045300,0.051700,0
1996,0.025300,0.044600,0,0.045900,0.041000,0
1997,0.025300,0.080900,0,0.045900,0.095000,0
1998,0.025300,0.057700,0,0.045900,0.072000,0
1999,0.025300,0.080700,0,0.045900,0.083500,0
2000,0.025300,0.091500,0,0.045900,0.095700,0
2001,0.025300,0.093900,0,0.045900,0.095900,0
2002,0.025300,0.129800,0,0.045900,0.131800,0
2003,0.025300,0.367584,0,0.045900,0.384050,0
2004,0.025300,0.094892,0.000154,0.045900,0.097915,0
2005,0.025300,0.118454,0.000154,0.045900,0.121477,0
2006,0.025300,0.101927,0.000154,0.045900,0.108819,0
2007,0.025300,0.086068,0.000154,0.045900,0.090897,0
2008,0.025300,0.072728,0.000177,0.045900,0.075477,0.000023
2009,0.025300,0.160302,0.000188,0.045900,0.160495,0.000034
2010,0.025300,0.228746,0.000772,0.045900,0.229420,0.000618
2011,0.025300,0.234689,0.000772,0.045900,0.237729,0.000618
2012,0.025300,0.257671,0.000437,0.045900,0.260931,0.000356
2013,0.025300,0.259707,0.000437,0.045900,0.279075,0.000356
2014,0.025300,0.289622,0.000437,0.045900,0.293981,0.000356
2015,0.025000,0.220111,0.000001,0.045900,0.222019,0.000074
2016,0.025000,0.463858,0.000001,0.045900,0.467428,0.000074
2017,0.025000,0.280528,0,0.045900,0.284231,0
2018,0.025000,0.420418,0,0.045900,0.422585,0
2019,0.025000,0.473487,0.000278,0.045900,0.766916,0.000237
2020,0.025000,0.410083,0,0.045900,0.611303,0
2021,0.025000,0.392676,0,0.045900,0.803574,0
2022,0.025000,0.442248,0.001121,0.045900,0.454009,0.001121
2023,,,,0.045900,0.582519,0.001524
