"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,,,0.037400,
1962,,,0.037400,
1963,,,0.037400,
1964,,,0.035600,
1965,,,0.035600,
1966,,,0.034400,
1967,,,0.034400,
1968,,,0.031200,
1969,,,0.026600,
1970,,,0.027800,
1971,,,0.020200,
1972,,,0.016600,
1973,,,0.008600,
1974,,,0.008600,
1975,,,0.008600,
1976,,,0.008600,
1977,,,0.008600,
1978,,,,
1979,,,,
1980,,,,
1981,,,,
1982,,,,
1983,,,,
1984,,,,
1985,,,,
1986,,,,
1987,,,,
1988,,,,
1989,,,,
1990,,,,
1991,,,,
1992,,0.000179,0.000122,
1993,,0.000400,0,
1994,0,0,0.000400,0
1995,0,0,0.000442,0
1996,0,0,0.000042,0
1997,0,0,0,0
1998,0,0,0,0
1999,0,0,0,0
2000,0,0,0,0
2001,0,0,0,0
2002,0,0,0,0
2003,0.000448,0,0.005778,0.000075
2004,0.000561,0,0.004800,0.000517
2005,0.000561,0,0.004800,0.000517
2006,0.000140,0,0.000422,0.000517
2007,0.000140,0,0.005068,0.000241
2008,0.000163,0.000023,0.008368,0.000944
2009,0.000067,0.000034,0.024584,0.000384
2010,0.000056,0.000618,0.053698,0.000317
2011,0.000210,0.000618,0.053756,0.000317
2012,0.000292,0.000356,0.015642,0.000290
2013,0.000225,0.000356,0.015480,0.000290
2014,0.001069,0.000356,0.011910,0.000290
2015,0.000133,0.000074,0.011968,0
2016,0.000033,0.000074,0.005624,0.000047
2017,0,0,0.011004,0.000021
2018,0,0,0.004762,0
2019,0.000463,0.000237,0.011294,0
2020,0.000001,0,0.026944,0
2021,0.000005,0,0.034126,0
2022,0,0.001121,0.042160,0
2023,0.004102,0.001524,0.055806,0.002447
