"Year","Cars","Light-duty trucks","Heavy-duty trucks/buses"
2000,2.051661,,
2001,2.461347,,
2002,2.513442,,
2003,2.403487,,
2004,2.400851,,
2005,2.446598,,
2006,2.619855,,
2007,2.897390,,
2008,3.030458,,
2009,3.329225,,
2010,3.503000,,
2011,3.625747,,
2012,3.669406,,
2013,3.655762,,
2014,3.898399,,
2015,4.301245,,
2016,4.636498,,
2017,4.791996,,
2018,4.744408,,
2019,5.035180,,
2020,3.643032,,
2021,4.656779,,
