"Year","Coal","Oil","Gas","Cement"
1950,0.454336,0.677840,0.003664,0.083589
1951,0.564256,0.718144,0.003664,0.090857
1952,0.476320,0.857376,0.007328,0.101760
1953,0.223504,1.033248,0.007328,0.112663
1954,0.194699,1.061661,0.007347,0.142107
1955,0.120912,1.278736,0.007328,0.188983
1956,0.120912,1.245760,0.014656,0.178080
1957,0.234496,1.124848,0.014656,0.199886
1958,0.091369,1.169519,0.014619,0.170380
1959,0.076767,1.279452,0.014622,0.217556
1960,0.113826,1.395282,0.014687,0.200311
1961,0.135568,1.450944,0.014656,0.163543
1962,0.091787,1.508984,0.014686,0.178444
1963,0.098928,1.652464,0.014656,0.178080
1964,0.106256,2.403584,0.018320,0.225326
1965,0.132101,2.084254,0.018347,0.225661
1966,0.212512,2.414576,0.018320,0.236228
1967,0.359072,2.473200,0.018320,0.232594
1968,0.318443,3.001420,0.021962,0.250510
1969,0.322126,3.210276,0.021963,0.297728
1970,0.363092,3.095448,0.011003,0.269201
1971,0.252596,3.664475,0.003661,0.296803
1972,0.352016,3.985853,0.044002,0.330588
1973,0.274800,3.993760,0.263808,0.284870
1974,0.428688,4.217264,0.465328,0.302091
1975,0.315104,4.418784,0.487312,0.358195
1976,0.289638,4.806517,0.494950,0.285543
1977,0.260144,5.635232,0.531280,0.352264
1978,0.296784,6.063920,0.659520,0.557062
1979,0.373728,6.906640,0.762112,0.896417
1980,0.234496,7.419600,0.901344,1.184387
1981,0.311440,7.562496,0.886688,1.380541
1982,0.186936,7.422457,0.956672,1.245845
1983,0.256480,8.636048,0.934320,2.045585
1984,0.263808,8.137744,1.692768,2.040487
1985,0.252816,7.965536,2.106800,2.298026
1986,0.223572,8.777948,1.451385,2.294634
1987,0.252816,7.218080,2.462208,2.674324
1988,0.307776,8.452848,2.059168,2.591007
1989,0.296702,8.113512,3.153830,2.675714
1990,0.263880,9.023237,2.499532,2.762078
1991,0.271136,11.713808,1.875968,2.810144
1992,0.278464,10.149280,2.583120,2.744626
1993,0.289390,11.385132,2.487292,2.963088
1994,0.263870,9.638600,3.426650,3.005595
1995,0.238160,9.321216,3.751936,2.907745
1996,0.238214,9.638513,3.991004,2.960284
1997,0.260144,9.999056,4.297872,2.889612
1998,0.208892,9.982831,4.808177,2.889225
1999,0.296784,10.303168,5.027008,2.601910
2000,0.278517,10.561674,5.335808,2.836896
2001,0.256480,10.849104,5.913696,2.824662
2002,0.216176,10.981008,5.913696,2.856741
2003,0.062288,11.266800,6.243456,3.069562
2004,0,11.658848,6.514592,3.554185
2005,0,11.831056,6.708784,3.496416
2006,0,11.836438,6.894514,3.607935
2007,0,12.224984,8.051046,3.864030
2008,0,11.970288,8.764288,3.920606
2009,0,11.554312,9.121054,3.916908
2010,0.054960,11.497632,11.636864,4.052787
2011,0.040304,10.768496,11.266800,3.413808
2012,0,10.823456,12.157152,3.991521
2013,0,11.386205,12.122572,4.156140
2014,0,11.851528,12.056686,4.840025
2015,0,14.003808,11.570912,4.895930
2016,0,13.679404,11.935124,4.682531
2017,0,14.313516,12.437775,4.396962
2018,0,13.740000,12.582176,4.250055
2019,0,13.065824,12.644464,4.404746
2020,0,12.463284,12.056634,3.885921
2021,0,13.505504,12.926592,4.582653
2022,0,13.408235,12.641594,4.210336
2023,0,14.462196,12.717199,4.210336
2024,0,15.185117,12.948099,4.210336
