"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.021000,,,0.026900
1962,0.017700,,,0.018100
1963,0.019300,,,0.027200
1964,0.016900,,,0.018600
1965,0.024100,,,0.025700
1966,0.022900,,,0.013100
1967,0.020500,,,0.028500
1968,0.024000,,,0.029400
1969,0.021500,,,0.020700
1970,0.021000,,,0.019600
1971,0.029300,,,0.020100
1972,0.032200,,,0.032000
1973,0.039200,,,0.044900
1974,0.030700,,,0.026300
1975,0.038200,,,0.039600
1976,0.033500,,,0.030600
1977,0.033500,,,0.031800
1978,0.011100,,,0.023200
1979,0.012500,,,0.034100
1980,0.014400,,,0.024100
1981,0.014400,,,0.030000
1982,0.014400,,,0.026200
1983,0.014400,,,0.026200
1984,0.009700,,,0.010600
1985,0.008600,,,0.012400
1986,0.008700,,,0.019300
1987,0.009600,,,0.023300
1988,0.006500,,,0.005800
1989,0.003800,,,0.008400
1990,0.003900,,,0.001800
1991,0.009000,,,0.011200
1992,0.010700,0.000200,0,0.011600
1993,0.013100,0.003000,0,0.003200
1994,0.012700,0.032200,0,0.025300
1995,0.015600,0.087200,0,0.018600
1996,0.018900,0.096700,0,0.022200
1997,0.022100,0.061300,0,0.080200
1998,0.021000,0.070000,0,0.061000
1999,0.022000,0.076000,0,0.048000
2000,0.042000,0.087000,0,0.054000
2001,0.024000,0.070000,0,0.041000
2002,0.033000,0.047000,0,0.048000
2003,0.027378,0.052550,0.000054,0.066095
2004,0.040000,0.049038,0.000054,0.071196
2005,0.022000,0.037038,0.000048,0.123196
2006,0.034000,0.024038,0.000098,0.200044
2007,0.044000,0.024038,0.000098,0.171044
2008,0.048000,0.016038,0.000098,0.103044
2009,0.042000,0.011038,0.000098,0.067044
2010,0.037070,0.013098,0.000098,0.121289
2011,0.029807,0.003136,0.000098,0.104720
2012,0.025061,0.006399,0.000100,0.101202
2013,0.023057,0.006860,0.000100,0.084152
2014,0.023155,0.006840,0.000500,0.147062
2015,0.019311,0.006158,0.000488,0.223253
2016,0.021241,0.002139,0.000414,0.124017
2017,0.017687,0.002197,0.000416,0.190309
2018,0.016074,0.003070,0.000410,0.127754
2019,0.028388,0.004154,0.000430,0.077716
2020,0.040557,0.004605,0.000416,0.062366
2021,0.055428,0.004903,0.000400,0.085522
2022,0.079023,0.000170,0.000610,0.100629
2023,0.017551,0.000093,0.000602,0.034346
