"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,1.265878,0.335688,0.329552,0.271217,0.328504,0.000918,,
1991,1.175941,0.338266,0.334762,0.248388,0.253633,0.000891,,
1992,1.112094,0.323855,0.329724,0.239137,0.218646,0.000732,,
1993,1.118557,0.322987,0.328304,0.242847,0.223677,0.000742,,
1994,1.511103,0.380879,0.328712,0.393270,0.406554,0.001688,,
1995,1.631729,0.413024,0.348441,0.418855,0.449497,0.001911,,
1996,1.681958,0.402154,0.316679,0.459629,0.501274,0.002221,,
1997,1.832758,0.439396,0.340358,0.495936,0.554587,0.002482,,
1998,1.846900,0.470067,0.387782,0.483070,0.503710,0.002272,,
1999,1.842023,0.401362,0.279573,0.548590,0.609707,0.002791,,
2000,1.768282,0.391157,0.283385,0.525284,0.565927,0.002529,,
2001,1.744599,0.379555,0.268324,0.530272,0.563858,0.002589,,
2002,1.729038,0.383054,0.285425,0.511842,0.546251,0.002466,,
2003,1.719741,0.675361,0.167410,0.447943,0.419576,0.009452,,
2004,1.779464,0.688140,0.168964,0.465049,0.446822,0.010489,,
2005,1.484616,0.409886,0.090273,0.483496,0.488920,0.012042,,
2006,1.420504,0.511287,0.079894,0.428644,0.391640,0.009039,,
2007,1.698213,0.596823,0.159095,0.480294,0.451039,0.010962,,
2008,1.691020,0.582150,0.148536,0.498673,0.450917,0.010745,,
2009,1.722426,0.745850,0.101616,0.522638,0.344353,0.007970,,
2010,1.850047,0.760018,0.084977,0.571825,0.423051,0.010176,,
2011,1.909679,0.749416,0.086568,0.607394,0.454640,0.011661,,
2012,2.158680,0.745583,0.091051,0.724323,0.582537,0.015186,,
2013,2.070496,0.803861,0.084297,0.674071,0.495441,0.012826,,
2014,2.143665,0.778081,0.081495,0.731046,0.538660,0.014384,,
2015,2.145039,0.785064,0.079658,0.734852,0.531554,0.013911,,
2016,2.417153,0.840571,0.083752,0.833143,0.642355,0.017333,,
2017,2.368290,0.822541,0.083153,0.795202,0.649785,0.017610,,
2018,2.529779,0.873815,0.081319,0.867634,0.688217,0.018794,,
2019,2.786347,0.921321,0.082751,0.973734,0.785845,0.022697,,
2020,2.680819,0.847818,0.081302,0.953810,0.773297,0.024591,,
2021,2.880895,0.805320,0.084626,1.104752,0.853822,0.032375,,
2022,3.015079,0.842831,0.088567,1.156207,0.893591,0.033884,,
