"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,-140.977523,1.140277,1.136125,0.434419,0,-143.688344
1991,-140.982876,1.117628,1.205751,0.448422,0,-143.754676
1992,-141.122355,1.052728,1.217275,0.428650,0,-143.821008
1993,-141.071808,1.058545,1.324112,0.432884,0,-143.887349
1994,-140.743986,1.445777,1.329921,0.433998,0,-143.953681
1995,-140.490892,1.565891,1.501630,0.461609,0,-144.020022
1996,-140.497591,1.614666,1.522249,0.451847,0,-144.086353
1997,-140.355122,1.763544,1.565270,0.468750,0,-144.152685
1998,-140.472825,1.780333,1.501263,0.464605,0,-144.219026
1999,-140.423262,1.776391,1.593661,0.492044,0,-144.285358
2000,-140.685073,1.702370,1.448186,0.516069,0,-144.351699
2001,-140.723126,1.679657,1.495905,0.519342,0,-144.418031
2002,-140.848315,1.669349,1.424858,0.541841,0,-144.484363
2003,-140.690477,1.656886,1.544852,0.658488,0,-144.550703
2004,-140.858235,1.744277,1.470327,0.544196,0,-144.617035
2005,-141.409822,1.422590,1.419861,0.431102,0,-144.683376
2006,-141.536305,1.361999,1.410675,0.440728,0,-144.749708
2007,-141.235000,1.638315,1.430795,0.511929,0,-144.816040
2008,-141.126765,1.654745,1.506325,0.594545,0,-144.882380
2009,-141.146004,1.668141,1.533388,0.601179,0,-144.948712
2010,-141.042904,1.805211,1.562135,0.604803,0,-145.015053
2011,-141.062525,1.845919,1.621668,0.551273,0,-145.081385
2012,-134.562624,2.098238,1.654986,0.543973,0,-138.859821
2013,-136.142292,2.028194,1.769750,0.598185,0,-140.538422
2014,-135.931761,2.090740,1.894269,0.599525,0,-140.516295
2015,-139.244034,2.013373,1.990817,0.613420,0,-143.861643
2016,-140.117700,2.287983,1.797379,0.581079,0,-144.784140
2017,-140.179465,2.295615,1.867663,0.580498,0,-144.923241
2018,-136.458099,2.475564,1.869710,0.536911,0,-141.340284
2019,-132.443897,2.476330,2.213482,0.609481,0,-137.743191
2020,-132.215264,3.838154,2.970207,0.590077,0,-139.613703
2021,-136.089412,3.274964,2.619255,0.513810,0,-142.497441
2022,-133.920990,3.878643,4.065676,0.515144,0,-142.380452
