"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-83.878460,0,10.357106,0,0.074558,0,0,0
1991,-85.933866,0,10.355080,0,0.074558,0,0,0
1992,-88.129187,0,10.353070,0,0.074558,0,0,0
1993,-90.177125,0,10.350296,0,0.074558,0,0,0
1994,-92.245120,0,10.347624,0,0.074558,0,0,0
1995,-94.333151,0,10.345054,0,0.074558,0,0,0
1996,-96.441179,0,10.342584,0,0.074558,0,0,0
1997,-98.569177,0,10.340215,0,0.074558,0,0,0
1998,-100.717114,0,10.337947,0,0.074558,0,0,0
1999,-102.884964,0,10.335779,0,0.074558,0,0,0
2000,-105.438672,0,10.333410,0,0.074558,0,0,0
2001,-105.592878,0,10.590856,0,0.067943,0,0,0
2002,-110.847387,0,10.586607,0,0.067943,0,0,0
2003,-111.256613,0,10.586187,0,0.067943,0,0,0
2004,-113.328531,0,10.584584,0,0.067943,0,0,0
2005,-110.513720,0,10.586417,0,0.067943,0,0,0
2006,-106.073835,0,10.589024,0,0.067943,0,0,0
2007,-102.622328,0,10.590796,0,0.067943,0,0,0
2008,-112.847226,0,10.584414,0,0.067943,0,0,0
2009,-98.498883,0,10.592087,0,0.067943,0,0,0
2010,-103.458056,0,10.588879,0,0.067943,0,0,0
2011,-101.199318,0,11.621542,0,0.014913,0,0,0
2012,-100.043798,0,11.621767,0,0.014913,0,0,0
2013,-121.447500,0,11.611028,0,0.014913,0,0,0
2014,-117.894866,0,11.612746,0,0.014913,0,0,0
2015,-120.336880,0,11.611591,0,0.014913,0,0,0
2016,-125.772432,0,11.609228,0,0.014913,0,0,0
2017,-121.769808,0,11.611008,0,0.014913,0,0,0
2018,-129.872891,0,11.607469,0,0.014913,0,0,0
2019,-127.742642,0,11.608479,0,0.014913,0,0,0
2020,-116.951081,0,11.612518,0,0.014913,0,0,0
2021,-117.959767,0,11.612038,0,0.014913,0,0,0
2022,-120.553641,0,11.610924,0,0.014913,0,0,0
