"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,1.037521,0.021505,0.099714,0.584218,0.324203,0.007882,,
1991,1.120361,0.023811,0.102580,0.630546,0.354152,0.009273,,
1992,1.195459,0.026116,0.105446,0.682057,0.370930,0.010909,,
1993,1.293756,0.028422,0.108313,0.739513,0.404674,0.012834,,
1994,1.408207,0.030732,0.111186,0.804121,0.447070,0.015099,,
1995,1.417345,0.033034,0.114045,0.887772,0.364365,0.018129,,
1996,1.509961,0.035339,0.116911,0.971713,0.364839,0.021158,,
1997,1.561320,0.037645,0.119778,1.055654,0.324055,0.024188,,
1998,1.703038,0.039951,0.122231,1.139595,0.374043,0.027218,,
1999,1.838118,0.042257,0.126918,1.223536,0.415159,0.030248,,
2000,1.881375,0.007339,0.131281,1.307809,0.401669,0.033278,,
2001,2.068064,0.009220,0.142688,1.441244,0.437459,0.037453,,
2002,2.110637,0.000456,0.110091,1.450219,0.511653,0.038218,,
2003,2.400417,0.021442,0.144223,1.669576,0.523223,0.041953,,
2004,2.459250,0.002169,0.157987,1.775105,0.480498,0.043491,,
2005,2.617612,0.053859,0.146837,1.895581,0.477618,0.043716,,
2006,2.774284,0.164790,0.159182,2.009683,0.395707,0.044922,,
2007,2.858457,0.195851,0.171183,2.111403,0.335115,0.044905,,
2008,2.691238,0.236793,0.172315,1.930952,0.313684,0.037494,,
2009,2.768640,0.143283,0.181907,2.060741,0.343926,0.038784,,
2010,2.876302,0.032129,0.192204,2.259321,0.351211,0.041437,,
2011,2.747722,0.014060,0.222698,2.120932,0.344811,0.045220,,
2012,2.949110,0.093286,0.191595,2.220155,0.392821,0.051253,,
2013,2.814405,0.018929,0.175388,2.262903,0.304502,0.052683,,
2014,3.186345,0.009841,0.174833,2.584315,0.356396,0.060960,,
2015,3.561702,0.096713,0.177067,2.819593,0.359756,0.108572,,
2016,3.701181,0.102852,0.183148,2.912259,0.363431,0.139492,,
2017,3.636521,0.047535,0.315078,2.804510,0.357943,0.111456,,
2018,3.623605,0.040180,0.296536,2.836543,0.360816,0.089530,,
2019,3.716683,0.181790,0.252465,2.859299,0.357714,0.065414,,
2020,3.411058,0.052238,0.228482,2.713028,0.357781,0.059529,,
2021,3.553457,0.069968,0.250107,2.820285,0.357753,0.055343,,
2022,3.596168,0.066324,0.252078,2.864758,0.361556,0.051453,,
