"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,-78.604464,0.973479,0.006037,0.000339,0.000801,-79.585120
1991,-80.296469,1.054199,0.006037,0.000339,0.000819,-81.357863
1992,-82.134413,1.127753,0.006614,0.000339,0.000855,-83.269973
1993,-83.819500,1.224310,0.007191,0.000339,0.000892,-85.052232
1994,-85.506160,1.336837,0.007769,0.000339,0.000931,-86.852036
1995,-87.315290,1.344424,0.008346,0.000339,0.000971,-88.669369
1996,-89.058933,1.434988,0.008923,0.000339,0.001013,-90.504197
1997,-90.861052,1.484548,0.009501,0.000339,0.001057,-92.356496
1998,-92.591056,1.623918,0.009896,0.000268,0.001103,-94.226240
1999,-94.344868,1.756699,0.010461,0.000227,0.001151,-96.113405
2000,-96.511750,1.798232,0.010702,0.000522,0.001201,-98.322408
2001,-96.252773,1.981506,0.011873,0.003011,0.001253,-98.250415
2002,-100.661246,2.023154,0.012416,0.002059,0.001313,-102.700189
2003,-100.793257,2.307430,0.014083,0.000865,0.001377,-103.117013
2004,-102.532442,2.363670,0.014431,0.000587,0.001444,-104.912574
2005,-100.122083,2.518822,0.014558,0.000201,0.001514,-102.657179
2006,-96.341311,2.672508,0.015240,0.000144,0.001588,-99.030791
2007,-93.466362,2.754170,0.018132,0.000276,0.001665,-96.240605
2008,-102.223187,2.590602,0.020407,0.000052,0.001745,-104.835994
2009,-90.269883,2.665282,0.022155,0.000166,0.001830,-92.959316
2010,-94.374458,2.768998,0.024197,0.000080,0.001919,-97.169653
2011,-91.420175,2.643387,0.180705,0.000430,0.002012,-94.246709
2012,-90.191568,2.842144,0.260934,0.000509,0.002315,-93.297469
2013,-108.159732,2.708398,0.312757,0.000338,0.002359,-111.183585
2014,-104.849723,3.074343,0.347036,0.000281,0.002404,-108.273788
2015,-106.534865,3.445372,0.375690,0.000470,0.002449,-110.358848
2016,-111.093519,3.582006,0.285856,0.001256,0.002494,-114.965132
2017,-107.853317,3.521697,0.295177,0.000614,0.002581,-111.673385
2018,-114.645830,3.508884,0.262584,0.000820,0.002647,-118.420765
2019,-112.817401,3.604203,0.286289,0.000372,0.002772,-116.711036
2020,-104.103369,3.302281,0.248507,0.000217,0.002863,-107.657238
2021,-104.806641,3.444102,0.284726,0.000261,0.002930,-108.538661
2022,-106.855566,3.486442,0.360463,0.000087,0.002999,-110.705558
