"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,-66.653146,0.980657,4.129117,1.683465,0.000412,-73.446796
1991,-68.337297,1.061394,4.339131,1.765994,0.000413,-75.504228
1992,-70.601498,1.135561,4.247041,1.717044,0.000416,-77.701559
1993,-72.912052,1.232732,3.993445,1.610275,0.003766,-79.752270
1994,-74.897981,1.345876,3.961347,1.610941,0.006794,-81.822938
1995,-76.886104,1.354079,4.026983,1.634680,0.011694,-83.913540
1996,-79.116422,1.445263,3.881192,1.564900,0.016259,-86.024037
1997,-80.965245,1.495445,4.038733,1.634451,0.020531,-88.154404
1998,-82.794277,1.635184,4.172699,1.677857,0.024593,-90.304610
1999,-84.630070,1.768537,4.315676,1.731869,0.028476,-92.474627
2000,-86.624111,1.810657,4.683529,1.880232,0.032174,-95.030704
2001,-86.317107,1.997642,4.694885,1.888672,0.035773,-94.934079
2002,-91.740197,2.038943,4.530498,1.843936,0.039263,-100.192837
2003,-91.696820,2.323756,4.624576,1.891136,0.066197,-100.602484
2004,-93.796376,2.380132,4.562820,1.867727,0.068948,-102.676003
2005,-91.113774,2.535095,4.343065,1.781066,0.086361,-99.859360
2006,-86.241354,2.689480,4.545404,1.854896,0.085735,-95.416868
2007,-82.781432,2.774242,4.489713,1.832395,0.085807,-91.963590
2008,-92.965346,2.612807,4.658252,1.872452,0.086013,-102.194869
2009,-78.558324,2.689433,4.647551,1.856386,0.087159,-87.838853
2010,-83.792357,2.795195,4.373215,1.752612,0.087856,-92.801234
2011,-79.491410,2.826534,5.080978,2.071049,0.092893,-89.562863
2012,-77.579548,3.105901,5.410649,2.216402,0.094618,-88.407118
2013,-99.796982,3.023853,4.915561,1.986859,0.098303,-109.821558
2014,-95.281857,3.424065,5.319157,2.134415,0.107713,-106.267207
2015,-97.436582,3.823982,5.216148,2.114585,0.119079,-108.710376
2016,-101.934694,3.871612,5.832794,2.384272,0.124918,-114.148291
2017,-99.170013,3.820069,5.111088,1.911786,0.130931,-110.143887
2018,-107.429004,3.774935,5.023287,1.885914,0.137368,-118.250508
2019,-105.561127,3.893636,4.785547,1.737616,0.141324,-116.119250
2020,-96.096772,3.553869,4.074541,1.457377,0.141092,-105.323650
2021,-95.746691,3.732019,4.903185,1.765394,0.185526,-106.332816
2022,-96.342260,3.849992,6.313249,2.265587,0.156714,-108.927803
