"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,0.687235,0.730600,0.219591,
200802,0.668768,0.708441,0.199484,
200803,0.486736,0.682792,0.197647,
200804,0.596219,0.533490,0.161056,
200805,0.431335,0.823056,0.140900,
200806,0.371977,0.620292,0.129928,
200807,0.519713,0.683928,0.100636,
200808,0.472226,0.695425,0.095174,
200809,0.674044,0.882242,0.146410,
200810,0.742635,0.867455,0.168355,
200811,0.556647,0.792460,0.155546,
200812,0.472226,0.763866,0.162893,
200901,0.746497,0.769019,0.188298,
200902,0.541146,0.627060,0.168359,
200903,0.566976,0.708844,0.150285,
200904,0.484319,0.620216,0.095966,
200905,0.404245,0.601537,0.106820,
200906,0.448157,0.534443,0.110454,
200907,0.503692,0.581905,0.117675,
200908,0.285425,0.556638,0.119492,
200909,0.404245,0.642807,0.133980,
200910,0.688379,0.718851,0.173810,
200911,0.537271,0.570025,0.195519,
200912,0.530814,0.639465,0.224495,
201001,0.652520,0.643509,0.240981,
201002,0.523421,0.593936,0.211312,
201003,0.587019,0.664353,0.203919,
201004,0.539956,0.640402,0.144579,
201005,0.419120,0.255955,0.129744,
201006,0.456637,0.670796,0.118630,
201007,0.438199,0.607240,0.098263,
201008,0.387950,0.631631,0.083428,
201009,0.466812,0.721574,0.109475,
201010,0.700224,0.778511,0.152119,
201011,0.658250,0.718332,0.165093,
201012,0.453463,0.697773,0.224384,
201101,0.688806,0.610352,0.221996,
201102,0.473944,0.618243,0.203373,
201103,0.611705,0.666398,0.192966,
201104,0.490526,0.588451,0.120282,
201105,0.437519,0.615232,0.114038,
201106,0.397410,0.626990,0.093334,
201107,0.409457,0.650025,0.087089,
201108,0.508384,0.499764,0.091252,
201109,0.576556,0.715625,0.099523,
201110,0.673499,0.757907,0.155556,
201111,0.593139,0.660230,0.188694,
201112,0.465582,0.646843,0.182504,
201201,0.700463,0.680089,0.216060,
201202,0.529947,0.635268,0.237263,
201203,0.502959,0.657941,0.154632,
201204,0.387647,0.645570,0.129233,
201205,0.552028,0.613879,0.097456,
201206,0.397460,0.610479,0.088953,
201207,0.440421,0.520116,0.093205,
201208,0.508684,0.661161,0.103778,
201209,0.488238,0.623436,0.101652,
201210,0.478425,0.676452,0.127107,
201211,0.637900,0.566885,0.152507,
201212,0.368019,0.569621,0.182157,
201301,0.562465,0.585272,0.213527,
201302,0.466251,0.537250,0.195549,
201303,0.445027,0.566399,0.199479,
201304,0.290800,0.525402,0.130907,
201305,0.330418,0.646563,0.100536,
201306,0.413899,0.597315,0.085056,
201307,0.628967,0.604574,0.083906,
201308,0.505127,0.516571,0.081255,
201309,0.561050,0.590928,0.097772,
201310,0.540500,0.674585,0.109820,
201311,0.469754,0.666205,0.155983,
201312,0.526351,0.586648,0.188754,
201401,0.439663,0.542009,0.174975,
201402,0.399040,0.551425,0.164664,
201403,0.427442,0.538257,0.143685,
201404,0.320377,0.587448,0.114489,
201405,0.419782,0.544801,0.098564,
201406,0.408422,0.541575,0.084578,
201407,0.419782,0.596858,0.086160,
201408,0.372059,0.613194,0.080545,
201409,0.348779,0.626316,0.090601,
201410,0.403300,0.639721,0.114234,
201411,0.249933,0.574333,0.149555,
201412,0.296795,0.583873,0.186204,
201501,0.391486,0.560362,0.198914,
201502,0.346427,0.547288,0.184191,
201503,0.375108,0.584028,0.167423,
201504,0.402958,0.584298,0.124072,
201505,0.279633,0.567205,0.094575,
201506,0.352163,0.567330,0.087622,
201507,0.553530,0.610776,0.087009,
201508,0.362806,0.617456,0.078676,
201509,0.413826,0.648495,0.094984,
201510,0.344993,0.621706,0.128366,
201511,0.349295,0.476269,0.153313,
201512,0.443111,0.481673,0.179283,
201601,0.377433,0.583132,0.210836,
201602,0.318798,0.619862,0.171301,
201603,0.351047,0.566634,0.170999,
201604,0.261630,0.576514,0.120975,
201605,0.310003,0.579719,0.107360,
201606,0.377433,0.572941,0.094349,
201607,0.551870,0.582944,0.090971,
201608,0.397955,0.655281,0.090113,
201609,0.472006,0.619655,0.096871,
201610,0.549697,0.672515,0.142205,
201611,0.397247,0.573412,0.173016,
201612,0.598777,0.631908,0.214870,
201701,0.576147,0.515749,0.261803,
201702,0.448034,0.576212,0.187867,
201703,0.460268,0.618368,0.160235,
201704,0.348675,0.586652,0.126096,
201705,0.342782,0.611369,0.106223,
201706,0.303086,0.597719,0.094609,
201707,0.460892,0.628659,0.091656,
201708,0.448364,0.631780,0.093008,
201709,0.331962,0.667375,0.111128,
201710,0.382877,0.671014,0.137058,
201711,0.409339,0.611329,0.180409,
201712,0.394285,0.589991,0.203185,
201801,0.395701,0.655005,0.198804,
201802,0.492042,0.547127,0.212740,
201803,0.487069,0.667608,0.203549,
201804,0.327876,0.574786,0.118683,
201805,0.195287,0.595403,0.107694,
201806,0.180608,0.588680,0.097204,
201807,0.377627,0.644285,0.093707,
201808,0.443144,0.584514,0.088313,
201809,0.442140,0.634320,0.101949,
201810,0.526547,0.654896,0.134467,
201811,0.509585,0.543388,0.162340,
201812,0.414470,0.630072,0.200952,
201901,0.477491,0.606728,0.230610,
201902,0.390104,0.525505,0.184408,
201903,0.320766,0.578784,0.170276,
201904,0.275069,0.581565,0.138506,
201905,0.314800,0.560710,0.130188,
201906,0.320466,0.599590,0.095010,
201907,0.456503,0.605984,0.094409,
201908,0.324948,0.605874,0.106435,
201909,0.312955,0.641973,0.109542,
201910,0.532737,0.617010,0.138757,
201911,0.368820,0.550187,0.163361,
201912,0.435801,0.574565,0.191523,
202001,0.337400,0.551987,0.224128,
202002,0.333082,0.493777,0.178772,
