"Year","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1986,,,16.281838,16.281838,16.293518,16.292562,16.287469,16.287469,16.356901,16.355783,16.355781,16.662056,16.662774,16.649651,16.649588,16.668971,16.668992,16.768953,16.779340,16.767324,16.767324,16.771251,16.771205
1987,,,15.856951,15.856951,15.873369,15.739179,15.733654,15.733654,15.793217,15.790634,15.790632,16.090316,16.087267,16.074442,16.074390,16.093744,16.093765,16.001071,16.011487,16.001271,,,
1988,,,15.517150,15.517150,15.534163,15.459952,15.454088,15.454088,15.515263,15.512152,15.512151,15.862158,15.860122,15.846003,15.845939,15.865383,15.865404,15.535462,15.546714,15.547423,,,
1989,,,15.466721,15.466721,15.483951,15.398830,15.392891,15.392891,15.455771,15.451495,15.451494,15.769359,15.768003,15.755101,15.755044,15.774573,15.774592,15.328960,15.340052,15.340377,,,
1990,14.600403,14.626494,14.732982,14.732982,14.751136,14.743922,14.738289,14.738289,14.795760,14.791979,14.791977,15.089521,15.088305,15.074479,15.074430,15.093822,15.093838,15.082957,15.094849,15.094546,15.094546,15.097327,15.097273
1991,13.520816,13.591638,13.765171,13.765171,13.778405,13.763160,13.757799,13.757799,13.785397,13.780289,13.780287,14.008502,14.007283,13.995125,13.995034,14.001221,14.001239,13.962073,13.974238,13.973374,13.973374,13.976541,13.976492
1992,13.549445,13.519134,13.675787,13.675787,13.695172,13.679356,13.674631,13.674631,13.702137,13.690977,13.690975,14.010615,14.009399,13.996144,13.996011,14.006728,14.006749,13.872606,13.883420,13.882582,13.882581,13.885939,13.885883
1993,13.992213,14.002904,14.175712,14.175712,14.198995,14.049200,14.041150,14.041150,14.068807,14.054398,14.054397,14.305203,14.303994,14.292803,14.292670,14.303455,14.303475,14.233705,14.247177,14.246224,14.251223,14.254250,14.254192
1994,13.929453,13.944545,14.168167,14.168167,14.194968,14.185182,14.172185,14.172185,14.204547,14.188798,14.188797,14.649989,14.648726,14.633907,14.633781,14.642654,14.642673,14.628136,14.636503,14.636105,14.636104,14.639140,14.639082
1995,14.772295,14.786550,14.951805,14.951805,14.980488,15.007047,14.988801,14.988801,15.027370,15.011068,15.011067,15.278208,15.277745,15.244748,15.244454,15.254568,15.254252,15.342484,15.354180,15.354245,15.354244,15.356992,15.356941
1996,15.588308,15.601319,15.702743,15.702743,15.734742,15.685066,15.659573,15.659573,15.695538,15.678145,15.678143,15.946565,15.945176,15.906088,15.905820,15.916864,15.916606,15.987079,15.999325,15.999412,15.999411,16.002613,16.002567
1997,16.033039,16.051509,16.015615,16.015615,16.046930,15.993974,15.970229,15.970229,16.006627,15.990936,15.990935,16.297419,16.275560,16.233225,16.232996,16.245057,16.244921,16.506545,16.506850,16.507022,16.507020,16.512502,16.512460
1998,15.754151,15.801203,15.756270,15.756270,15.783573,15.726119,15.701088,15.701088,15.743891,15.730744,15.730743,16.003473,15.980478,15.948489,15.948224,15.961293,15.961128,16.035292,16.038877,16.039042,16.039038,16.044565,16.044531
1999,15.108166,15.155273,15.115807,15.115807,15.142549,15.101985,15.071353,15.071320,15.116585,15.104359,15.104358,15.374301,15.353071,15.323725,15.323442,15.337415,15.337239,15.405339,15.412350,15.412484,15.412480,15.418648,15.418622
2000,15.198244,15.239217,15.195843,15.195843,15.223454,15.210836,15.176868,15.176655,15.226192,15.213496,15.213494,15.484540,15.460154,15.430387,15.430094,15.445059,15.444899,15.043127,15.053690,15.053848,15.053846,15.059753,15.059728
2001,16.289092,16.222772,16.158037,16.158037,16.185353,16.131406,16.094401,16.094227,16.140135,16.124962,16.124961,16.408674,16.384756,16.363593,16.363297,16.378488,16.378339,16.288266,16.302567,16.302759,16.302757,16.309183,16.309163
2002,16.349170,16.291658,16.233891,16.233891,16.259499,16.279338,16.240755,16.240348,16.287627,16.276191,16.276190,16.544316,16.526313,16.508485,16.508204,16.525401,16.525271,16.547109,16.564489,16.564693,16.564693,16.570912,16.570896
2003,,16.103217,16.036290,16.036290,16.060712,16.030811,15.990813,15.991206,16.041733,16.034755,16.034754,16.311169,16.289386,16.270382,16.270135,16.289173,16.289030,16.249618,16.271331,16.271549,16.271549,16.278082,16.278068
2004,,,16.484016,16.406982,16.427488,16.386748,16.345169,16.343641,16.391408,16.392463,16.392462,16.662803,16.639171,16.630867,16.630664,16.651149,16.651030,16.679951,16.704502,16.704583,16.704585,16.710709,16.710700
2005,,,,16.754163,16.759101,16.670668,16.626138,16.638828,16.687737,16.693703,16.693702,16.949952,16.938324,16.929560,16.928807,16.948235,16.948121,16.904770,16.932322,16.932387,16.935640,16.941977,16.941963
2006,,,,,16.878461,16.853813,16.805826,16.820650,16.876670,16.891688,16.897225,17.158088,17.129802,17.124823,17.124006,17.142308,17.142526,17.150495,17.178324,17.178357,17.178074,17.184160,17.184147
2007,,,,,,16.989167,16.930395,16.947080,17.007513,17.029260,17.034296,17.291682,17.272379,17.261891,17.259960,17.278871,17.281002,17.315219,17.342812,17.342861,17.342989,17.349081,17.349092
2008,,,,,,,17.899753,17.920031,17.973529,17.998954,18.003009,18.230634,18.219730,18.205411,18.197391,18.215728,18.220014,18.249874,18.278409,18.278459,18.278459,18.284603,18.284667
2009,,,,,,,,16.018623,16.047165,16.061098,16.061097,16.328816,16.328210,16.320184,16.310010,16.324656,16.329782,16.176752,16.204024,16.204108,16.204108,16.209410,16.209499
2010,,,,,,,,,16.122252,16.136407,16.136406,16.379648,16.363430,16.360820,16.352627,16.368679,16.376444,16.431818,16.459522,16.459731,16.459732,16.465505,16.465640
2011,,,,,,,,,,16.177686,16.177906,16.366783,16.348239,16.347053,16.340572,16.354089,16.360301,16.333590,16.358579,16.358786,16.358786,16.364209,16.364408
2012,,,,,,,,,,,15.674759,15.810494,15.800187,15.808690,15.800755,15.812590,15.821756,15.736752,15.760511,15.759567,15.759567,15.765101,15.765408
2013,,,,,,,,,,,,15.166270,15.148725,15.167660,15.167077,15.178764,15.188914,15.106405,15.133322,15.128262,15.128262,15.136785,15.137146
2014,,,,,,,,,,,,,13.489980,13.512740,13.512576,13.524345,13.531936,13.540462,13.568170,13.561306,13.561308,13.568340,13.568768
2015,,,,,,,,,,,,,,13.598013,13.599142,13.612116,13.617543,13.622783,13.653307,13.645485,13.645487,13.658673,13.659193
2016,,,,,,,,,,,,,,,14.399789,14.413681,14.416657,14.425252,14.464584,14.458364,14.458367,14.468012,14.469629
2017,,,,,,,,,,,,,,,,14.259413,14.264753,14.591882,14.622025,14.616678,14.616684,14.637193,14.639880
2018,,,,,,,,,,,,,,,,,14.487844,14.493544,14.526712,14.519854,14.519869,14.563352,14.565452
2019,,,,,,,,,,,,,,,,,,14.005901,14.048142,14.039442,14.039440,14.053007,14.054526
2020,,,,,,,,,,,,,,,,,,,12.866237,12.854907,12.854909,12.872991,12.873628
2021,,,,,,,,,,,,,,,,,,,,13.059966,13.058881,13.076158,13.076835
2022,,,,,,,,,,,,,,,,,,,,,12.701291,12.727840,12.723363
2023,,,,,,,,,,,,,,,,,,,,,,12.012164,11.997120
2024,,,,,,,,,,,,,,,,,,,,,,,12.701686
