"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1986,105.214310,27.789243,0.221284,53.017277,23.805178,0.381328
1990,103.100632,24.298403,0.195224,51.376236,26.844296,0.386474
1991,99.113490,23.466449,0.213677,48.269983,26.776139,0.387242
1992,99.696843,24.080740,0.019934,49.374327,25.851158,0.370685
1993,95.429644,22.825013,0.040463,47.085968,25.003620,0.474581
1994,94.893631,22.053549,0.145474,47.110227,25.173001,0.411380
1995,95.882347,22.488377,0.221033,47.536517,25.293277,0.343142
1996,93.740183,22.020140,0.197827,45.663302,25.510483,0.348431
1997,94.363441,22.912377,0.298866,43.683334,27.103944,0.364920
1998,96.290574,22.844906,0.299825,44.535692,28.191174,0.418976
1999,96.382856,21.857680,0.327054,44.903287,28.939090,0.355745
2000,99.939408,21.525513,0.313030,47.599116,30.157847,0.343901
2001,99.912874,21.867719,0.336345,46.600401,30.756913,0.351495
2002,100.901121,21.491346,0.297908,48.340646,30.432688,0.338533
2003,99.810184,22.281039,0.371675,45.691319,30.873903,0.592248
2004,98.070848,21.777260,0.306671,44.924080,30.730125,0.332713
2005,97.938408,22.440932,0.345923,45.356544,29.447678,0.347330
2006,94.867467,21.260086,0.310820,45.045399,27.610232,0.640930
2007,95.199013,22.257762,0.344708,46.778028,25.484993,0.333521
2008,90.558566,22.003050,0.210543,45.372203,22.642351,0.330419
2009,87.250705,21.214130,0.240069,44.896624,20.559357,0.340525
2010,85.749405,21.276794,0.188528,43.922217,20.029621,0.332246
2011,85.522780,21.148935,,43.744694,20.287729,0.341423
2012,83.568450,20.136808,,43.289876,19.704802,0.436963
2013,81.021299,19.345780,,42.882202,18.465540,0.327778
2014,76.790713,15.782389,,43.649009,17.036752,0.322563
2015,79.187616,16.734952,,44.964887,17.162836,0.324940
2016,80.920777,17.499549,,45.567624,17.485852,0.367753
2017,78.800097,17.278347,,44.579379,16.586408,0.355963
2018,75.930625,16.108919,,44.161417,15.341203,0.319086
2019,74.880854,15.478137,,44.478004,14.583854,0.340859
2020,73.617025,15.130302,,44.393173,13.747320,0.346230
2021,72.066993,14.283730,,44.288566,13.154344,0.340352
2022,67.630949,12.503498,,42.557904,11.794171,0.775376
2023,66.226830,12.592013,,41.717878,11.578073,0.338866
2024,64.143919,11.538999,,41.663918,10.583253,0.357750
