"Year","2004","2005","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1986,,,,,,,,,,,0.103322,0.107181,0.104544,0.103978,0.103975,0.103953,0.104459,0.104607,0.104833
1987,,,,,,,,,,,0.102423,0.106272,0.103830,0.103277,0.103271,0.103252,,,
1988,,,0.106512,0.106512,0.102843,0.102175,0.101982,0.098865,0.101157,0.101146,0.102291,0.106071,0.103842,0.103228,0.103223,0.103222,,,
1989,,,0.106800,0.106800,0.103053,0.102390,0.102363,0.098961,0.101341,0.101330,0.102518,0.106260,0.104203,0.103603,0.103598,0.103597,,,
1990,0.111619,0.103480,0.104888,0.104888,0.101515,0.100858,0.100926,0.096730,0.098854,0.098844,0.100284,0.103632,0.101759,0.101211,0.101205,0.101204,0.101645,0.102014,0.102714
1991,0.115700,0.098746,0.100627,0.100627,0.097757,0.097129,0.097319,0.092686,0.095375,0.095364,0.096854,0.099846,0.097939,0.097388,0.097384,0.097383,0.097636,0.097954,0.098726
1992,0.112956,0.102229,0.103795,0.103795,0.101520,0.100866,0.101181,0.095039,0.097195,0.097185,0.098750,0.101252,0.098615,0.098054,0.098051,0.098050,0.098403,0.098493,0.099326
1993,0.113348,0.097598,,,,,,,,0.094141,0.095540,0.097602,0.094234,0.093673,0.093669,0.093666,0.094019,0.094071,0.094955
1994,0.111602,0.097138,,,,,,,,0.094010,0.095655,0.098000,0.093999,0.093438,0.093434,0.093429,0.093633,0.093557,0.094482
1995,0.113093,0.096591,,0.099609,0.097927,0.097268,0.098183,0.092599,0.095148,0.095136,0.096817,0.099376,0.095082,0.094588,0.094584,0.094581,0.094638,0.094579,0.095539
1996,0.111704,0.093652,,0.097780,0.096113,0.095449,0.096480,0.090854,0.093535,0.093524,0.095079,0.097201,0.093388,0.092928,0.092925,0.092919,0.092534,0.092402,0.093392
1997,0.113350,0.094167,,0.098822,0.096351,0.095740,0.096897,0.090862,0.093257,0.093244,0.094884,0.097260,0.094013,0.093610,0.093609,0.093602,0.093188,0.092986,0.093999
1998,0.112875,0.094968,0.100557,0.100557,0.097936,0.097421,0.098712,0.092536,0.094820,0.094801,0.096488,0.099117,0.096099,0.095749,0.095748,0.095743,0.095076,0.094840,0.095872
1999,0.112147,0.095356,0.099493,0.099493,0.096767,0.096304,0.097715,0.091941,0.094938,0.094928,0.096469,0.098961,0.096204,0.095931,0.095929,0.095933,0.095140,0.094917,0.096027
2000,0.111715,0.097191,0.104137,0.104137,0.101306,0.100877,0.102459,0.095600,0.098365,0.098346,0.099867,0.102512,0.099936,0.099661,0.099655,0.099643,0.098747,0.098469,0.099596
2001,0.108360,0.093784,0.102278,0.102278,0.099790,0.099397,0.101145,0.094596,0.096881,0.096864,0.098982,0.101780,0.099013,0.099880,0.099878,0.099857,0.098883,0.098426,0.099561
2002,0.108637,0.095740,0.106481,0.106482,0.104033,0.103657,0.105572,0.098462,0.100631,0.100615,0.102742,0.105230,0.101879,0.100945,0.100940,0.100923,0.099774,0.099421,0.100563
2003,,0.093987,0.104669,0.104669,0.102474,0.102137,0.103398,0.096501,0.098855,0.098755,0.101094,0.103711,0.100346,0.099656,0.099653,0.099651,0.098511,0.098072,0.099218
2004,,,0.102236,0.102236,0.102611,0.101796,0.102556,0.095275,0.097969,0.097781,0.100392,0.101857,0.098296,0.098298,0.098299,0.098298,0.097020,0.096583,0.097738
2005,,,0.102634,0.102634,0.103100,0.101862,0.102108,0.094822,0.097503,0.097037,0.099723,0.100927,0.097265,0.098313,0.098322,0.098320,0.096820,0.096379,0.097591
2006,,,0.104015,0.103629,0.104189,0.102836,0.101234,0.092882,0.095669,0.095121,0.098486,0.099537,0.095129,0.095459,0.095464,0.095498,0.093467,0.092957,0.094227
2007,,,0.104271,0.103794,0.104435,0.103099,0.101998,0.092816,0.095676,0.095178,0.099194,0.099952,0.096184,0.096228,0.096232,0.096268,0.094244,0.093562,0.094865
2008,,,0.098545,0.098099,0.098819,0.097276,0.096034,0.086646,0.089917,0.089517,0.094696,0.095215,0.091344,0.091619,0.091627,0.091662,0.089699,0.089035,0.090228
2009,,,,0.095999,0.096911,0.095581,0.093031,0.083728,0.088287,0.087901,0.091602,0.091986,0.087573,0.088033,0.088031,0.088059,0.086429,0.085735,0.086910
2010,,,,,0.096939,0.095143,0.091469,0.082529,0.087516,0.087214,0.090499,0.090862,0.086306,0.086803,0.086798,0.086822,0.085164,0.084312,0.085417
2011,,,,,,0.093631,0.091228,0.082298,0.087286,0.087006,0.090112,0.090449,0.085983,0.086471,0.086467,0.086428,0.085028,0.084191,0.085181
2012,,,,,,,0.088966,0.080036,0.085108,0.084925,0.088127,0.088364,0.084141,0.084456,0.084453,0.084391,0.083131,0.082260,0.083131
2013,,,,,,,,0.077905,0.083209,0.083173,0.085815,0.086040,0.081905,0.082130,0.082130,0.082091,0.080886,0.079939,0.080694
2014,,,,,,,,,0.079157,0.079239,0.081714,0.081949,0.077871,0.078160,0.078161,0.078131,0.076814,0.075823,0.076468
