"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,7.018551,0.437860,1.448665,3.076491,2.055536,,,
1991,6.602664,0.444656,1.314791,2.805284,2.037934,,,
1992,7.305832,0.549108,1.429537,3.215359,2.111828,,,
1993,6.895680,0.488642,1.304509,3.004767,2.097762,,,
1994,6.896134,0.655265,1.181661,2.890301,2.168907,,,
1995,6.802215,0.803767,0.907883,2.850431,2.240133,,,
1996,7.209724,0.927006,1.133813,2.939336,2.209569,,,
1997,6.863253,0.945288,0.852830,2.903208,2.161927,,,
1998,7.135506,1.034800,0.867778,2.951088,2.281841,,,
1999,7.114232,1.011065,0.632480,2.755982,2.714705,,,
2000,7.767745,1.484867,0.791790,2.929159,2.561929,,,
2001,8.509942,1.782474,1.148580,3.162336,2.416551,,,
2002,8.277431,1.270876,1.191726,3.333918,2.480911,,,
2003,8.044346,0.880661,1.123465,2.989663,3.050556,,,
2004,8.890362,0.990702,1.098082,3.532319,3.269259,,,
2005,9.203645,1.237622,1.027948,3.525495,3.412580,,,
2006,10.606685,1.657938,1.292369,4.269054,3.387324,,,
2007,10.628808,1.590102,1.057566,4.399801,3.581339,,,
2008,11.298585,1.830323,1.424729,4.564146,3.479387,,,
2009,13.237419,2.332305,1.459683,5.715025,3.730406,,,
2010,15.185019,2.731811,1.779475,6.776797,3.896936,,,
2011,14.306232,1.873603,2.218306,6.335568,3.878755,,,
2012,13.921799,1.699499,1.740800,6.414507,4.066992,,,
2013,15.143658,1.594458,1.702583,7.562839,4.283777,,,
2014,15.706015,1.131510,1.873301,8.219533,4.481671,,,
2015,17.891976,0.872977,2.244939,9.969895,4.804165,,,
2016,19.880788,1.128793,2.258921,11.022362,5.470711,,,
2017,20.050125,1.298417,2.649147,10.115097,5.987465,,,
2018,20.802456,1.021343,2.858194,11.109509,5.813410,,,
2019,20.885199,0.656267,2.616576,11.713710,5.898647,,,
2020,20.625870,0.637141,2.649623,11.416132,5.922975,,,
2021,22.104246,0.829186,2.674541,12.437337,6.163182,,,
2022,21.503221,0.904330,2.017749,12.236682,6.344461,,,
