"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,15.604156,6.622361,7.049048,1.932747,0,
1991,15.416656,6.121668,7.166185,2.128803,0,
1992,16.229847,6.830783,7.252410,2.146654,0,
1993,16.288160,6.384346,7.159775,2.744038,0,
1994,15.930025,6.403762,7.179668,2.346595,0,
1995,15.669111,6.424490,7.027961,2.216660,0,
1996,16.831678,7.012837,7.831796,1.987045,0,
1997,16.426936,6.533180,7.913430,1.980327,0,
1998,16.552310,6.727159,7.833036,1.992116,0,
1999,17.054035,6.514733,8.468556,2.070746,0,
2000,17.391232,7.136217,8.214123,2.040892,0,
2001,18.525226,7.857988,8.544878,2.122359,0,
2002,18.936449,7.673244,9.063940,2.199265,0,
2003,19.122726,6.831919,9.903987,2.386820,0,
2004,21.121508,7.718753,10.988914,2.413840,0,
2005,21.278356,8.045319,10.811240,2.421797,0,
2006,22.991486,9.508161,11.097418,2.385908,0,
2007,23.247003,9.561472,11.288815,2.396717,0,
2008,24.613434,10.288405,11.823996,2.501032,0,
2009,26.660829,12.365995,11.785545,2.509289,0,
2010,30.466101,14.359956,13.418496,2.687648,0,
2011,29.947586,13.042258,14.054237,2.851092,0,
2012,32.716987,12.641578,16.970916,3.104493,0,
2013,35.189499,13.740584,18.188775,3.260140,0,
2014,36.531545,14.715691,18.553816,3.262037,0,
2015,38.049901,16.604165,18.244430,3.201306,0,
2016,41.156010,17.932138,19.805761,3.418111,0,
2017,41.541204,18.049620,20.027340,3.464244,0,
2018,42.142551,18.400688,20.154367,3.587495,0,
2019,46.828246,18.145466,24.935148,3.747633,0,
2020,46.839163,18.217880,24.802183,3.819100,0,
2021,48.909762,20.735114,24.331148,3.843500,0,
2022,46.841183,20.267851,22.671847,3.901485,0,
