"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,7.164365,0.754274,,5.562015,0.848076,
1991,7.902166,0.755948,,6.270166,0.876052,
1992,7.989863,0.787166,,6.298667,0.904031,
1993,10.237084,0.777081,,8.527996,0.932006,
1994,8.756032,0.768771,,7.027280,0.959981,
1995,8.263444,0.736195,,6.539292,0.987958,
1996,7.411236,0.735371,,5.659933,1.015932,
1997,7.373028,0.711413,,5.617707,1.043908,
1998,7.417006,0.751212,,5.593913,1.071882,
1999,7.708501,0.741662,,5.868923,1.097917,
2000,7.615642,0.759269,,5.720575,1.135798,
2001,7.920462,0.776341,,5.970460,1.173661,
2002,8.207307,0.792517,,6.203257,1.211533,
2003,8.906634,1.073665,,6.583563,1.249405,
2004,9.000017,1.122987,,6.589752,1.287278,
2005,9.029562,1.115842,,6.591749,1.321971,
2006,8.909381,1.183368,,6.362991,1.363021,
2007,8.946466,1.233172,,6.312402,1.400893,
2008,9.255030,1.242748,,6.573515,1.438767,
2009,9.320172,1.311403,,6.532129,1.476640,
2010,9.998360,1.402211,,7.039718,1.556431,
2011,10.571676,1.398077,,7.609822,1.563777,
2012,11.492883,1.428904,,8.459373,1.604607,
2013,12.056104,1.584539,,8.839298,1.632267,
2014,12.065742,1.619538,,8.779965,1.666239,
2015,12.458109,1.717699,,9.038403,1.702007,
2016,13.279250,2.189136,,9.357285,1.732829,
2017,13.573330,2.218986,,9.586836,1.767507,
2018,14.111051,2.290111,,10.018714,1.802225,
2019,14.640983,2.473266,,10.333601,1.834116,
2020,14.991251,2.497648,,10.610464,1.883139,
2021,15.071380,2.621055,,10.534282,1.916044,
2022,15.269615,2.741530,,10.570811,1.957274,
