"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2020,277.300346,272.538850,78.249114,14.848730,7.259825,-95.596173
2021,267.757784,259.209682,82.661255,15.297961,8.617305,-98.028420
2022,276.375450,271.125869,87.357197,14.654674,11.139135,-107.901425
