"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,11.881206,26.802851,12.919828,8.784162,3.792306,0.644550
2001,11.827305,27.096058,13.367810,9.021086,3.973065,0.731443
2002,11.914379,26.931627,13.463924,9.098585,3.324589,0.899260
2003,12.319934,26.950239,14.190977,9.088622,3.203323,1.062301
2004,12.109237,27.122256,14.573025,9.244247,3.379630,1.341409
2005,11.710731,27.206968,15.072811,9.064635,3.169085,1.591016
2006,12.024316,27.138520,15.025257,8.989292,3.187285,1.880014
2007,12.143433,26.551938,14.778115,8.520260,3.147369,2.295031
2008,11.256428,26.263093,15.089687,8.591217,3.312805,2.660357
2009,9.970498,24.705699,14.173397,7.958389,3.319040,3.010734
2010,10.463565,24.631202,15.236072,8.188306,3.735493,3.461117
2011,10.781150,23.882394,14.023977,7.983976,3.050419,4.061071
2012,10.731240,22.914818,13.775206,7.691010,3.263563,4.719819
2013,10.537936,22.395189,13.497255,7.590698,3.597762,5.032897
2014,10.018378,21.974105,11.935779,7.604404,3.597061,5.318728
2015,9.989033,22.397164,12.483471,7.319463,3.247737,5.842365
2016,9.588810,22.751171,13.270115,7.101917,3.322780,5.875615
2017,9.471680,23.291076,13.881079,6.982093,2.809323,6.420778
2018,9.080006,23.112840,13.619805,6.963991,3.263703,6.621531
2019,7.314972,23.039468,14.116633,6.968578,3.009872,7.170876
2020,6.028936,20.087758,13.663235,6.201261,3.270069,7.732300
2021,6.885137,21.134133,14.273429,6.614159,3.271149,7.915655
2022,6.885710,21.769095,12.362385,5.487248,2.573623,8.641544
2023,5.483428,21.327620,11.477824,5.558735,3.045524,9.345645
