"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,6.880198,4.599035,0.913057,0.161075,0.819575,0.038503
2001,6.937031,4.611945,0.915399,0.191694,0.761717,0.049357
2002,7.246044,4.767272,0.955959,0.195137,0.720256,0.050243
2003,7.588741,4.851697,1.023368,0.181754,0.723483,0.062312
2004,8.076703,5.136683,1.104089,0.211599,1.043993,0.096479
2005,8.842008,5.220462,1.235723,0.175352,1.004233,0.112524
2006,9.179513,5.515342,1.291579,0.173313,1.153591,0.164182
2007,10.044981,5.894934,1.397169,0.174183,1.248132,0.208856
2008,10.874743,6.189332,1.439556,0.147852,1.165074,0.258948
2009,11.765757,6.504446,1.767891,0.162235,1.069097,0.301244
2010,12.054766,6.654298,2.122618,0.221320,1.086580,0.365193
2011,12.523911,6.968753,2.170292,0.307088,1.307979,0.454513
2012,13.636146,7.386011,2.005167,0.313904,1.142825,0.531215
2013,14.435024,7.436360,1.764695,0.313600,1.294952,0.598760
2014,15.843864,7.651779,1.746056,0.324614,1.355596,0.668503
2015,16.165693,8.265738,1.721046,0.356375,1.292134,0.745859
2016,16.515692,9.051342,1.828475,0.350475,1.237257,0.842657
2017,17.053764,9.317506,1.929595,0.343972,1.301275,1.016560
2018,17.933765,9.736244,2.087866,0.356915,1.331094,1.271300
2019,17.960484,10.051006,2.132994,0.411257,1.537928,1.448791
2020,16.972818,9.136270,2.172964,0.404759,1.547760,1.547578
2021,19.270052,9.319793,2.245417,0.396993,1.510390,1.763638
2022,20.025568,10.096309,2.097031,0.416051,1.641889,2.094612
2023,21.981247,10.573108,2.253971,0.432574,1.394950,2.380432
