"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,6.187453,0.720218,0.532545,13.602124,1.327468,0.943319,6.996303
1960,6.542071,0.788187,0.550809,13.686208,1.280903,1.170924,7.270427
1961,6.713702,0.696357,0.556422,13.398366,1.271888,1.192104,7.104723
1962,7.016257,0.648425,0.557630,13.645790,1.344007,1.340125,7.176242
1963,7.390140,0.666803,0.576811,13.971442,1.297811,1.471946,7.455264
1964,7.689547,0.682106,0.617840,14.422358,1.349217,1.674669,7.917869
1965,7.849351,0.722408,0.664719,14.779556,1.360802,1.941810,8.458660
1966,8.056124,0.764228,0.670765,15.273690,1.381741,2.171226,8.465346
1967,8.172237,0.757837,0.701123,15.689360,1.439740,2.177668,8.703009
1968,8.493763,0.814264,0.741601,16.074137,1.501984,2.434460,8.968829
1969,8.899528,0.904004,0.780117,16.606615,1.594318,2.680757,9.302499
1970,9.277351,1.055285,0.827675,17.622842,1.714753,2.766515,9.819224
1971,9.567986,1.121363,0.884298,17.505022,1.729500,3.147973,9.796974
1972,9.849885,1.160986,0.913840,18.098430,1.770642,3.297737,9.745628
1973,10.226602,1.200683,0.956198,18.629840,1.892136,3.802202,10.661601
1974,10.192999,1.194823,0.956149,17.870988,1.939598,3.822667,10.321848
1975,10.193135,1.241934,0.927024,17.192080,1.891594,3.634530,10.508338
1976,10.689504,1.279009,0.977677,17.936311,1.936479,4.116524,10.244640
1977,10.717284,1.340002,0.980302,18.213494,1.939152,4.191198,10.835187
1978,11.003787,1.384641,1.017548,18.232921,1.984072,4.091979,11.043305
1979,11.213607,1.412835,1.066519,18.317395,2.065934,4.223818,10.928376
1980,11.168379,1.391502,1.113423,17.500772,2.066429,3.987268,11.482138
1981,10.716212,1.358298,1.107668,16.889296,1.939851,3.835898,11.738904
1982,10.587640,1.381596,1.120621,15.954614,1.909845,3.786403,11.832169
1983,10.554624,1.408553,1.132559,15.602457,1.822767,3.865650,11.141714
1984,10.585096,1.466344,1.202870,16.163138,1.830210,3.919658,11.529920
1985,11.003439,1.520156,1.199178,15.963191,1.842896,4.094657,11.859947
1986,10.979015,1.551625,1.207685,15.774652,1.845079,4.224207,11.728969
1987,10.960105,1.592833,1.174121,16.176226,1.904210,4.188305,12.104963
1988,10.974286,1.692416,1.200266,16.700064,1.933508,4.332004,12.272036
1989,10.884496,1.715014,1.124942,16.792406,1.910781,4.450549,12.825480
1990,11.131949,1.740107,1.031921,16.492448,1.914206,4.312690,13.573378
1991,10.685621,1.779634,1.050108,16.097579,1.898089,4.555044,13.464226
1992,9.776712,1.821725,0.992434,16.199733,1.893254,4.887663,13.607271
1993,9.360887,1.866443,1.025390,16.237377,1.953163,5.191786,13.647547
1994,8.858039,1.924686,1.118850,16.318489,1.937141,5.365902,13.718256
1995,8.823560,1.999955,1.166301,16.229815,2.008914,5.298330,14.040956
1996,8.887869,2.063177,1.174718,16.561950,2.066777,5.272051,14.214133
1997,8.604211,2.074360,1.174696,16.619210,2.166459,5.089323,14.458774
1998,8.568808,1.973257,1.170349,16.578122,2.193081,5.157088,14.803101
1999,8.458565,2.056671,1.126474,16.588248,2.225846,5.432801,15.116976
2000,8.457066,2.093583,1.137007,16.954398,2.219285,5.883046,15.233378
2001,8.631945,2.108396,1.097020,16.527433,2.153656,5.904859,15.439234
2002,8.586835,2.215136,1.046119,16.452953,2.200346,5.842217,15.450411
2003,8.774542,2.422580,1.121992,16.526957,2.189874,6.114222,15.612052
2004,8.805635,2.534438,1.156188,16.589040,2.236984,6.407726,15.918709
2005,8.800224,2.703426,1.142103,16.497400,2.284591,6.531188,15.897114
2006,8.936658,2.859608,1.146927,16.155618,2.342140,6.771893,15.902048
2007,8.841106,3.006984,1.144251,16.208979,2.400955,6.649637,15.881099
2008,8.726705,3.117016,1.172876,15.523122,2.467507,6.985979,15.821367
2009,8.008904,3.193917,1.136644,14.307663,2.381305,7.100251,15.539204
2010,8.297239,3.409057,1.153433,14.618754,2.602441,7.327750,15.283918
2011,8.185560,3.651301,1.161858,14.258965,2.611602,7.355414,15.012032
2012,8.107948,3.734370,1.142831,13.722115,2.695391,7.692150,14.928614
2013,7.883675,3.762149,1.125311,13.872765,2.800063,7.392621,14.464172
2014,7.562441,3.772970,1.160301,13.815632,2.810264,7.375806,14.092095
2015,7.558567,3.742510,1.109977,13.364104,2.738587,7.496436,14.174008
2016,7.526807,3.729621,1.116528,12.974142,2.603942,7.515936,14.205306
2017,7.560730,3.803339,1.103259,12.768162,2.538745,7.575698,14.147307
2018,7.526092,3.898467,1.070992,13.027632,2.416090,7.523494,13.995502
2019,7.276594,3.974189,1.114717,12.702538,2.424776,7.610339,13.806147
2020,6.726684,3.905232,0.996806,11.343973,2.159395,7.342602,13.025944
2021,7.108311,4.068861,1.034755,11.993906,2.366272,7.658845,12.590140
2022,7.022741,4.075539,1.004444,12.086716,2.380638,7.727214,12.268170
2023,6.717757,4.212142,0.971805,11.716959,2.401928,7.753290,12.064420
