"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,98.789357,154.740355,86.379328,26.361658,28.173914,2.880397
2001,100.312981,156.118186,87.540596,26.930006,27.271072,3.031211
2002,104.283336,157.142655,90.101833,27.183875,27.594643,3.407830
2003,113.440786,160.488189,92.619838,26.462362,27.384232,3.721372
2004,121.283416,166.921710,96.243387,27.488772,29.218530,4.268473
2005,130.286754,169.075987,98.780340,27.386472,30.010069,4.809948
2006,137.063404,170.887552,101.381004,27.553399,30.958116,5.515841
2007,144.842052,172.881946,105.536536,26.823010,31.275399,6.522413
2008,146.829767,171.464367,108.096080,26.573767,32.893912,7.812711
2009,144.683965,167.637854,105.860517,26.036029,32.637869,8.972676
2010,151.157921,173.009621,113.737756,26.543128,34.273957,10.524762
2011,158.186873,174.241156,116.456826,25.277351,34.685347,12.101032
2012,158.619579,176.991618,119.531287,23.401326,35.944571,13.792874
2013,160.953273,178.755709,121.394806,23.446104,37.164911,15.762375
2014,161.615422,180.042582,122.262116,23.781629,37.926471,17.579416
2015,157.249824,183.517959,125.107600,23.958381,37.603313,19.890707
2016,153.852700,187.419068,126.825657,24.170958,38.698877,22.020580
2017,155.495817,190.723701,131.463256,24.243405,38.975731,25.205523
2018,157.870059,192.677002,137.957184,24.679471,39.891176,28.391503
2019,156.949795,193.028140,140.704034,25.458413,40.265127,31.642220
2020,152.268069,175.484465,139.370733,24.396717,41.216665,34.867179
2021,160.560291,185.509787,144.860461,25.333451,40.400871,39.959667
2022,161.528843,191.616620,144.312764,24.133947,40.578501,45.178854
2023,164.033746,196.430406,144.366257,24.567040,39.652554,50.578654
