"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
2000,428.563943,383.859627,,58.184287,14.366506,-27.846478
2001,437.830385,382.324939,,58.236896,14.792510,-17.523960
2002,447.080018,388.701295,,57.739078,15.615012,-14.975367
2003,445.355103,405.134816,,57.026545,16.051863,-32.858122
2004,465.691582,416.585605,,56.847390,16.419552,-24.160965
2005,484.299613,410.779069,,57.297691,16.883500,-0.660646
2006,467.783285,400.702079,,56.597954,17.475014,-6.991762
2007,480.748324,421.957475,,57.793720,18.201322,-17.204192
2008,493.731112,418.740049,,58.620083,18.971833,-2.600853
2009,490.289431,436.720033,,58.183901,18.236489,-22.850992
2010,476.989018,413.732925,,57.805254,18.905370,-13.454531
2011,503.495080,410.166393,37.265645,57.806879,18.932156,-20.675991
2012,510.904936,417.746939,36.831115,59.619519,19.249915,-22.542551
2013,487.120594,408.584895,38.084024,58.279740,16.498245,-34.326309
2014,495.836232,407.077147,38.834844,58.649060,17.354161,-26.078980
2015,508.709041,397.456506,39.153723,57.589253,18.299577,-3.790018
2016,486.465164,393.825788,39.187078,56.383559,18.741450,-21.672711
2017,497.261314,393.269593,31.265449,55.612766,20.016385,-2.902879
2018,502.431106,397.251216,29.094598,54.902577,19.136594,2.046122
2019,472.878376,399.709091,24.500324,53.965563,19.305205,-24.601808
2020,434.656491,374.792275,22.763150,53.206661,18.987715,-35.093309
2021,462.963180,387.368607,25.161262,52.899410,19.942463,-22.408562
2022,432.524455,374.114642,28.003505,52.889441,20.698173,-43.181306
