"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
2000,-41.969847,4.708235,-2.581293,9.536515,-0.933389,7.812540,-4.419240,0
2001,-30.938825,4.384174,-2.945717,9.400888,-0.907454,7.812422,-4.329448,0
2002,-30.802898,4.445865,-0.070169,9.265015,-1.002362,7.812408,-4.623227,0
2003,-45.820746,4.410698,-1.861755,9.123182,-1.040921,7.812461,-5.481041,0
2004,-36.046790,4.416913,-3.032526,8.982215,-1.093428,7.812418,-5.199768,0
2005,-14.924752,4.361620,-1.814083,8.851208,-0.889752,7.812411,-4.057298,0
2006,-19.986780,4.258375,-3.539329,8.704501,-0.655848,7.812141,-3.584822,0
2007,-30.227161,4.360859,-3.644376,8.565964,-0.593356,7.812363,-3.478486,0
2008,-15.859678,4.319086,-3.494349,8.426563,-0.859715,7.812369,-2.945130,0
2009,-38.778226,4.318114,-3.117892,8.288852,-0.781243,7.812178,-0.592774,0
2010,-30.735613,4.364415,-1.074851,8.154425,-0.914820,7.812147,-1.060235,0
2011,-38.025429,4.522318,-1.254454,8.016476,-1.039993,7.811865,-0.706775,0
2012,-40.497072,4.476340,0.078511,7.874524,-1.052565,7.811832,-1.234121,0
2013,-49.390601,4.520982,-2.901270,7.738822,-1.039244,7.811776,-1.066773,0
2014,-40.192393,4.369420,-3.475125,7.599593,-1.032243,7.811756,-1.159987,0
2015,-54.497515,13.035886,19.016835,10.354098,4.129910,5.831361,-1.660594,0
2016,-73.083436,12.831583,19.946697,10.734493,3.905738,5.831415,-1.839201,0
2017,-55.699168,12.173438,21.354629,11.129283,3.859883,5.831472,-1.552415,0
2018,-50.263888,12.210364,21.394985,11.515152,3.758147,5.831059,-2.399697,0
2019,-65.629004,4.240301,11.318473,9.361874,-1.276029,19.022208,-1.639632,0
2020,-76.398004,3.711372,11.491592,9.468614,-1.070659,19.022303,-1.318526,0
2021,-64.040247,3.726423,12.648609,9.585880,-1.374902,19.022184,-1.976508,0
2022,-82.341146,3.873360,11.300834,9.678396,-2.368281,19.022024,-2.346491,0
