"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.023200,0.051500,0.018800,0.014000
1962,0.020900,0.062200,0.011800,0.013000
1963,0.005100,0.070200,0.013400,0.008000
1964,0.012700,0.053800,0.058600,0.006500
1965,0.009700,0.044100,0.037400,0.011000
1966,0.010900,0.057900,0.062600,0.008700
1967,0.016400,0.067800,0.059400,0.017600
1968,0.020500,0.069400,0.080600,0.016000
1969,0.013100,0.072600,0.068400,0.011200
1970,0.013900,0.070800,0.044200,0.016000
1971,0.014800,0.105600,0.032600,0.016000
1972,0.018100,0.120761,0.060400,0.010900
1973,0.021400,0.115900,0.184000,0.009200
1974,0.021100,0.063300,0.156200,0.008900
1975,0.011100,0.060000,0.131800,0.009800
1976,0.007700,0.071000,0.246200,0.033400
1977,0.058300,0.063400,0.343200,0.050500
1978,0.066000,0.031600,0.352800,0.095300
1979,0.102200,0.036000,0.308800,0.078600
1980,0.073800,0.049000,0.275000,0.042100
1981,0.038000,0.032100,0.305600,0.046500
1982,0.042800,0.020400,0.366800,0.029400
1983,0.028200,0.018200,0.312200,0.055100
1984,0.024900,0.015900,0.362800,0.042200
1985,0.024900,0.018800,0.566000,0.023100
1986,0.042653,0.124253,0.724876,0.035905
1987,0.048148,0.157152,0.758182,0.046605
1988,0.132748,0.149468,0.653358,0.043465
1989,0.095904,0.079630,0.285162,0.025793
1990,0.106946,0.074725,0.238316,0.016104
1991,0.106946,0.074725,0.238316,0.070586
1992,0.094863,0.060557,0.676582,0.057306
1993,0.063801,0.033192,0.655594,0.371523
1994,0.066778,0.061019,1.132456,0.409454
1995,0.057000,0.042900,1.042400,0.210500
1996,0.047500,0.017100,0.933800,0.384800
1997,0.073600,0.016100,0.630200,0.246400
1998,0.091000,0.021200,1.104000,0.207400
1999,0.134100,0.024000,1.137800,0.301000
2000,0.134100,0.024000,1.147778,0.301000
2001,0.107800,0.079500,1.514310,0.138269
2002,0.110000,0.082600,1.273200,0.385813
2003,0.123306,0.067664,1.782544,0.303788
2004,0.084279,0.076670,1.882968,0.370881
2005,0.063971,0.082249,1.787274,0.252980
2006,0.062782,0.050770,1.495386,0.191337
2007,0.078500,0.035300,1.808618,0.191337
2008,0.055323,0.037316,1.912466,0.229223
2009,0.014726,0.077678,1.373834,0.219941
2010,0.022976,0.069647,1.263314,0.242024
2011,0.018338,0.099396,0.988926,0.249802
2012,0.119500,0.101958,1.007280,0.292756
2013,0.123353,0.088912,0.895120,0.201905
2014,0.165796,0.133885,0.981820,0.306966
2015,0.150720,0.169400,1.028930,0.451202
2016,0.214740,0.179836,1.111196,0.460245
2017,0.264510,0.220796,1.033312,0.834156
2018,0.287440,0.242494,1.109446,0.803018
2019,0.219000,0.276587,0.859474,0.722312
2020,0.205755,0.250374,0.983878,0.565403
2021,0.301430,0.223163,0.838357,1.072343
2022,0.288991,0.224273,0.671868,1.452848
2023,0.177470,0.323909,0.755312,1.480376
