"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.199000,0.182200,0.009400
1962,,,,0.226000,0.170400,0.005900
1963,,,,0.284000,0.182800,0.006700
1964,,,,0.296000,0.215400,0.029300
1965,,,,0.384000,0.220000,0.018700
1966,,,,0.445000,0.155400,0.031300
1967,,,,0.475000,0.187500,0.029700
1968,,,,0.553000,0.193500,0.040300
1969,,,,0.580000,0.239600,0.034200
1970,,,,0.610000,0.293100,0.022100
1971,,,,0.625000,0.243600,0.016300
1972,,,,0.744000,0.108600,0.030200
1973,,,,0.801000,0.182300,0.092000
1974,,,,0.811000,0.269900,0.078100
1975,,,,0.776000,0.147700,0.065900
1976,,,,0.806000,0.110200,0.123100
1977,,,,0.979000,0.090900,0.171600
1978,,,,1.023000,0.098900,0.176400
1979,,,,1.120000,0.088800,0.154400
1980,,,,1.197000,0.172300,0.137500
1981,,,,1.290000,0.162600,0.152800
1982,,,,1.350000,0.150300,0.183400
1983,,,,1.520000,0.118700,0.156100
1984,,,,1.422000,0.115800,0.181400
1985,,,,1.489000,0.165100,0.283000
1986,,,,1.611000,0.167359,0.362438
1987,,,,1.600000,0.153493,0.379091
1988,,,,1.800000,0.207834,0.326679
1989,,,,1.899000,0.142202,0.142581
1990,,,,1.904000,0.160285,0.119158
1991,,,,1.904000,0.160285,0.119158
1992,,,,1.800000,0.263580,0.338291
1993,,,,1.710000,0.253907,0.327797
1994,,,,1.684000,0.279728,0.566228
1995,,,,1.871000,0.316000,0.521200
1996,,,,1.871000,0.320300,0.466900
1997,,,,2.047000,0.280100,0.315100
1998,,,,2.105000,0.272301,0.552000
1999,,,,2.041000,0.283899,0.568900
2000,2.426000,0.283899,0.573889,2.426000,0.283899,0.573889
2001,2.577000,0.215000,0.757155,2.577000,0.215000,0.757155
2002,2.623000,0.252100,0.636600,2.623000,0.252100,0.636600
2003,2.646000,0.377597,0.891272,2.646000,0.377597,0.891272
2004,2.881000,0.403873,0.941484,2.881000,0.403873,0.941484
2005,2.444000,0.402326,0.893637,2.444000,0.402326,0.893637
2006,2.611000,0.579482,0.747693,2.611000,0.579482,0.747693
2007,2.726000,0.598197,0.904309,2.726000,0.598197,0.904309
2008,2.726000,0.542729,0.956233,2.726000,0.542729,0.956233
2009,2.245000,0.623704,0.686917,2.245000,0.623704,0.686917
2010,2.516000,0.614881,0.631657,2.516000,0.614881,0.631657
2011,2.176000,0.628679,0.494463,2.176000,0.628679,0.494463
2012,2.422486,0.690661,0.503640,2.422486,0.690661,0.503640
2013,2.318183,0.696464,0.447560,2.318183,0.696464,0.447560
2014,2.257489,0.672890,0.490910,2.257489,0.672890,0.490910
2015,2.248182,0.689960,0.514465,2.248182,0.689960,0.514465
2016,2.352990,0.671422,0.555598,2.352990,0.671422,0.555598
2017,2.080060,0.732436,0.516656,2.080060,0.732436,0.516656
2018,2.223214,0.750714,0.554723,2.223214,0.750714,0.554723
2019,2.158133,0.709697,0.433833,2.158133,0.709697,0.429737
2020,1.891240,0.611078,0.498815,1.891240,0.609611,0.491939
2021,1.995561,0.663497,0.419179,1.995561,0.663489,0.419179
2022,1.962973,0.870265,0.354755,1.962973,0.870066,0.335934
2023,,,,1.958761,0.640048,0.377656
