"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2019,-8.370000,0,-0.400000,3.030000,0.160000,0.580000,0,1.230000
2020,-11.760000,0,0.070000,-2.060000,-0.020000,0.890000,0,-0.210000
2021,-0.870000,0,0.830000,0.640000,1.750000,1.210000,0,1.310000
2022,-14.170000,0,1.550000,-2.080000,1.330000,3.350000,0,0.480000
2023,-16.270000,0,-1.140000,-1.940000,1.920000,5.430000,0,1.650000
2024,10.590000,0,-0.920000,-0.340000,-0.480000,4.290000,0,-1.910000
2025,-3.430000,0,0.350000,1.010000,-0.020000,0.880000,0,0.490000
