"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
2000,460.501293,408.267854,63.228782,16.851135,,-27.846478
2001,470.053455,406.866714,63.660579,17.050122,,-17.523960
2002,481.415434,415.188310,63.788595,17.413896,,-14.975367
2003,479.079839,431.327217,64.021988,16.588756,,-32.858122
2004,499.491783,442.477991,64.225581,16.949176,,-24.160965
2005,520.601109,438.594825,65.110025,17.556906,,-0.660646
2006,504.926897,429.134081,64.953662,17.830915,,-6.991762
2007,516.328397,449.472238,66.552716,17.507635,,-17.204192
2008,528.059383,445.970763,67.452818,17.236655,,-2.600853
2009,523.265049,462.048279,66.807383,17.260378,,-22.850992
2010,511.219268,440.890866,66.995701,16.787232,,-13.454531
2011,503.495080,438.767945,66.586581,16.899794,1.916752,-20.675991
2012,510.904936,445.543728,68.229345,17.596006,2.078409,-22.542551
2013,487.120594,437.139337,64.668234,17.372161,2.267171,-34.326309
2014,495.836232,436.695432,65.347867,17.524982,2.346932,-26.078980
2015,508.709041,427.285407,65.603291,17.064038,2.546324,-3.790018
2016,486.465164,423.600911,65.028829,16.814019,2.694116,-21.672711
2017,497.261314,415.015898,65.369000,16.930006,2.849289,-2.902879
2018,502.431106,415.955840,63.674621,17.750060,3.004463,2.046122
2019,472.878376,413.741415,62.879301,17.699830,3.159637,-24.601808
2020,434.656491,386.728192,62.791871,16.914925,3.314811,-35.093309
2021,462.963180,402.212388,62.873939,16.815429,3.469985,-22.408562
2022,432.524455,392.099578,63.237396,16.743627,3.625159,-43.181306
