"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
2000,349.971484,220.522333,21.131942,41.663517,50.570082,16.083609,,
2001,348.158876,215.755365,21.568767,46.550604,47.766273,16.517867,,
2002,353.708535,221.072444,22.556160,47.674186,45.276655,17.129090,,
2003,370.815471,238.793991,22.141558,48.129603,44.116077,17.634241,,
2004,380.690862,246.574212,23.125655,49.027280,43.526312,18.437403,,
2005,378.749619,242.654902,23.714352,50.103161,42.866849,19.410355,,
2006,368.835137,244.700304,24.502677,51.170549,27.963534,20.498074,,
2007,389.583752,267.401162,25.378640,52.565537,30.613601,13.624813,,
2008,387.786604,256.657388,25.849591,54.447546,33.769441,17.062638,,
2009,404.965084,265.191147,22.692880,52.655043,36.236686,28.189329,,
2010,382.628237,267.431976,23.222961,52.634944,19.287177,20.051179,,
2011,379.859273,267.602298,23.224355,52.664993,18.677062,17.690565,,
2012,386.611687,279.035985,23.239497,52.855358,15.517374,15.963473,,
2013,376.877668,273.443683,23.301792,54.405196,7.354371,18.372626,,
2014,375.746876,268.483447,23.395751,55.054993,7.215237,21.597448,,
2015,366.776891,260.827418,23.593347,55.637219,6.847252,19.871655,,
2016,363.008268,251.928838,23.911325,54.588502,15.711475,16.868127,,
2017,361.536753,249.038035,23.720479,55.218875,12.726518,20.832845,,
2018,366.253846,247.480412,23.769473,55.596511,18.682406,20.725043,,
2019,368.900907,247.762963,23.504845,55.998243,20.717891,20.916966,,
2020,342.683567,237.956464,19.958231,47.708503,17.193764,19.866606,,
2021,356.033188,241.343924,23.705031,51.659046,18.524242,20.800945,,
2022,345.316260,225.656303,26.646579,52.785994,19.029056,21.198328,,
