"YYYYMM","Natural gas","Oil","Others"
199309,0.009880,0.881820,
199310,0.136593,8.291988,
199311,0.281658,13.374720,
199312,0.602676,15.036768,
199401,0.694337,14.703984,
199402,0.674601,13.887540,
199403,0.748711,15.100164,
199404,0.556984,14.465844,
199405,0.607007,16.650684,
199406,0.565035,16.527564,
199407,0.659040,17.155116,
199408,0.592029,17.074944,
199409,0.607704,16.634448,
199410,0.793878,17.020188,
199411,0.722643,16.519788,
199412,0.721599,16.925220,
199501,0.651990,17.021520,
199502,0.543230,15.734052,
199503,0.376472,16.965396,
199504,0.757313,17.415324,
199505,0.963117,17.103276,
199506,0.540303,14.237820,
199507,0.993774,21.286476,
199508,0.903247,21.377124,
199509,0.385617,20.735280,
199510,1.068417,21.476412,
199511,0.912067,20.548728,
199512,1.002002,21.167172,
199601,1.065873,21.178008,
199602,0.940879,19.513404,
199603,1.452526,21.501900,
199604,1.581839,20.787696,
199605,0.997218,21.585888,
199606,1.033981,19.216512,
199607,1.306694,19.384020,
199608,1.134634,17.482428,
199609,1.001895,17.618328,
199610,1.380873,18.899280,
199611,1.286893,19.268640,
199612,0.691425,13.888080,
199701,1.165912,21.120660,
199702,0.846449,19.046520,
199703,0.653183,21.184056,
199704,1.123041,19.571796,
199705,0.785979,18.521352,
199706,0.741703,11.694132,
199707,1.097591,16.732836,
199708,0.663209,17.491464,
199709,0.325079,17.294076,
199710,0.578607,17.250588,
199711,0.703599,16.594884,
199712,0.668826,14.769792,
199801,1.118321,20.987028,
199802,1.061460,18.960264,
199803,1.559111,18.800856,
199804,1.410818,17.308404,
199805,0.917410,17.445888,
199806,0.925529,17.687988,
199807,1.134226,17.592624,
199808,0.406418,16.401096,
199809,0.835304,14.394636,
199810,0.829503,14.976108,
199811,0.526826,12.830760,
199812,0.699309,12.103812,
199901,0.775447,12.165516,
199902,0.593622,11.417832,
199903,0.652587,11.655432,
199904,0.609814,14.057820,
199905,0.742359,13.290984,
199906,0.521458,7.909488,
199907,0.760195,12.952620,
199908,0.653168,12.008988,
199909,0.379599,10.649448,
199910,0.241986,10.377864,
199911,0.182570,9.184140,
199912,0.264328,11.070576,
200001,0.224608,8.394300,
200002,0.420735,8.571492,
200003,0.624459,7.747416,
200004,0.603525,7.652124,
200005,0.557642,8.725572,
200006,0.557315,8.176248,
200007,0.559555,8.312292,
200008,0.553632,8.166348,
200009,0.474739,7.236936,
200010,0.483886,6.988680,
200011,0.520833,7.468524,
200012,0.406871,7.337268,
200101,0.571144,8.307612,
200102,0.496626,7.045164,
200103,0.590387,7.297848,
200104,0.633946,7.379964,
200105,0.752907,7.699104,
200106,0.388829,3.973572,
200107,0.406735,6.514020,
200108,0.554509,7.079148,
200109,0.570408,6.752484,
200110,0.539488,6.676452,
200111,0.492017,5.993676,
200112,0.400631,5.519232,
200201,0.496340,7.243128,
200202,0.416770,6.789132,
200203,0.107664,2.582352,
200204,0.368057,7.390152,
200205,0.468731,8.169048,
200206,0.405113,6.748272,
200207,0.305176,5.652252,
200208,0.317388,6.780744,
200209,0.392686,6.598512,
200210,0.401837,6.401952,
200211,0.378451,6.287004,
200212,0.337581,6.492600,
200301,0.338135,5.795244,
200302,0.310565,5.538024,
200303,0.325053,5.895468,
200304,0.362406,6.228972,
200305,0.226554,4.874796,
200306,0.251516,5.125068,
200307,0.347831,6.184260,
200308,0.351390,6.014520,
200309,0.352602,5.698332,
200310,0.310273,5.389704,
200311,0.317519,5.363064,
200312,0.342699,5.502024,
200401,0.334072,5.225652,
200402,0.318812,5.384340,
200403,0.147331,3.429648,
200404,0.287792,5.252868,
200405,0.410295,5.162076,
200406,0.366010,5.302440,
200407,0.219469,4.576536,
200408,0.104357,4.356720,
200409,0.333199,4.367592,
200410,0.318326,4.666716,
200411,0.281860,4.354956,
200412,0.348120,4.848444,
200501,0.385349,4.674888,
200502,0.299748,3.771648,
200503,0.466434,4.513212,
200504,0.415260,4.174344,
200505,0.526904,5.430024,
200506,0.098879,1.727928,
200507,0.407909,5.535288,
200508,0.471262,5.263848,
200509,0.419937,4.540392,
200510,0.495522,4.919724,
200511,0.451056,4.369752,
200512,0.437480,4.394988,
200601,0.460335,4.002480,
200602,0.446824,3.659184,
200603,0.491388,3.927240,
200604,0.437923,3.652668,
200605,0.284225,3.222792,
200606,0.239241,2.933100,
200607,0.485158,3.403836,
200608,0.326924,2.120688,
200609,0.468253,3.319920,
200610,0.506067,3.344184,
200611,0.505927,3.063780,
200612,0.521495,3.417192,
200701,0.469175,2.954772,
200702,0.443071,2.905092,
200703,0.492439,3.237120,
200704,0.569396,4.576860,
200705,0.491932,4.109076,
200706,0.286643,2.779200,
200707,0.471695,4.071528,
200708,0.472931,3.845664,
200709,0.763176,4.171176,
200710,0.959556,3.928320,
200711,0.823919,3.561696,
200712,0.556976,2.875392,
200801,0.693066,3.264336,
200802,0.691698,3.521088,
200803,0.889223,4.374108,
200804,0.880870,4.729464,
200805,0.937051,4.964868,
200806,0.592479,3.708072,
200807,0.830388,4.943520,
200808,0.996081,5.224356,
200809,0.918081,5.054040,
200810,0.954815,5.412240,
200811,0.729166,4.888440,
200812,1.188376,7.417548,
200901,0.807061,5.680152,
200902,0.700754,5.741496,
200903,0.749703,5.750712,
200904,0.360876,5.122332,
200905,0.268370,5.239008,
200906,0.132241,2.463084,
200907,0.266077,4.734216,
200908,0.244003,4.957128,
200909,0.538196,5.561928,
200910,0.555463,5.922612,
200911,0.382702,5.513364,
200912,0.184122,3.664836,
201001,0.355033,5.617116,
201002,0.333280,5.252760,
201003,0.311516,5.615928,
201004,0.372938,5.086260,
201005,0.604595,6.076800,
201006,0.805587,5.668416,
201007,0.543812,4.579848,
201008,0.284276,3.708252,
201009,0.179182,2.358504,
201010,0.311271,3.295044,
201011,0.453006,4.307508,
201012,0.439080,4.096404,
201101,0.402267,3.887496,
201102,0.403536,3.679740,
201103,0.299985,2.643012,
201104,0.464629,4.154184,
201105,0.238772,2.254068,
201106,0.359450,3.742452,
201107,0.477860,4.092588,
201108,0.450762,3.567960,
201109,0.550447,3.362472,
201110,0.503731,3.337848,
201111,0.471330,3.274200,
201112,0.459706,2.801160,
201201,0.674828,3.517092,
201202,0.428867,3.404916,
201203,0.534003,3.513636,
201204,0.368748,2.659356,
201205,0.309281,2.625840,
201206,0.045893,0.383256,
201207,0.152109,1.760436,
201208,0.533791,2.576448,
201209,0.550113,2.357064,
201210,0.408061,2.406780,
201211,0.057042,1.877040,
201212,0.290248,1.282932,
201301,0.414448,2.127744,
201302,0.408918,1.954476,
201303,0.313493,1.776204,
201304,0.359382,2.073852,
201305,0.129211,1.927548,
201306,0.124246,1.592064,
201307,0.132073,1.924848,
201308,0.128641,1.940148,
201309,0.079804,0.946764,
201310,0.137315,1.856844,
201311,0.131588,1.660608,
201312,0.344930,1.587348,
201401,0.588227,1.987416,
201402,0.359833,1.506312,
201403,0.489244,1.752444,
201404,0.466971,1.436112,
201405,0.018589,0.250056,
201406,0.229137,1.423296,
201407,0.270704,1.707264,0
201408,0.286155,1.716840,0
201409,0.454066,1.856808,0
201410,0.469154,1.744560,0
201411,0.411892,1.661616,0
201412,0.397197,1.679148,0
201501,0.488044,1.900044,0
201502,0.590475,1.644552,0
201503,0.627028,1.661580,0
201504,0.480530,1.484316,0
201505,0.465006,1.528668,0
201506,0.425134,2.026512,0
201507,0.620689,2.826612,0
201508,0.647489,2.559924,0
201509,0.656708,2.381868,0
201510,0.595080,2.129688,0
201511,0.344285,1.866384,0
201512,0.347594,1.700532,0
201601,0.536198,2.436444,
201602,0.615182,2.473380,
201603,0.792654,2.672424,
201604,0.659509,2.423232,
201605,0.599785,2.388240,
201606,0.669462,2.373516,
201607,0.600131,2.269116,
201608,0.506126,2.105460,
201609,0.166340,1.365516,
201610,0.336423,1.781820,
201611,0,1.710792,
201612,0,1.799604,
201701,0,1.677168,
201702,0,1.494432,
201703,0,1.502280,
201704,0,1.348524,
201705,0,1.650888,
201706,0,1.469196,
201707,0,1.453896,
201708,0,1.413612,
201709,0,1.553400,
201710,0,1.678032,
201711,0,1.514736,
201712,0,1.614996,
201801,0,1.520568,
201802,0,1.349460,
201803,0,1.597932,
201804,0,1.905948,
201805,0,0.412848,
201806,0.132127,1.538784,
201807,0.339615,1.481328,
201808,0.311000,1.512252,
201809,0.249130,1.344060,
201810,0.210628,1.461456,
201811,0.256999,1.512396,
201812,0.314574,1.475604,
201901,0.191852,1.410696,
201902,0.176714,1.333728,
201903,0.204109,1.373904,
201904,0.344915,1.430424,
201905,0.386014,1.386324,
201906,0.374912,1.916964,
201907,0.224124,1.790424,
201908,0.194390,1.719936,
201909,0.144865,1.636956,
201910,0.119847,1.463148,
201911,0.127700,1.609272,
201912,0.118505,1.568520,
202001,0.080789,1.554912,
202002,0.477510,1.482984,
202003,0.560472,1.506564,
202004,0.563447,1.407168,
202005,0.297576,1.160316,
202006,0.473603,1.279296,
202007,0.545660,1.305108,
202008,0.499524,1.386612,
202009,0.462798,1.164096,
202010,0.368046,1.313496,
202011,0.395659,1.406988,
202012,0.378678,1.356012,
202101,0.336171,1.268172,
202102,0.255826,0.995508,
202103,0.335627,1.323864,
202104,0.224288,1.039068,
202105,0.307630,1.305720,
202106,0.297113,1.225044,
202107,0.300010,1.274364,
202108,0.286764,1.169604,
202109,0.112425,0.520740,
202110,0.187426,0.807840,
202111,0.287226,1.407708,
202112,0.244738,1.323108,
202201,0.230820,1.140084,
202202,0.194574,1.072440,
202203,0.240017,1.388304,
202204,0.185127,1.227636,
202205,0.179972,1.213488,
202206,0.210322,1.304712,
202207,0.234879,1.258452,
202208,0.218134,1.179144,
202209,0.011519,0.060084,
202210,0.101838,0.662040,
202211,0.109584,0.993060,
202212,0.038534,1.074240,
202301,0.067294,0.958932,
202302,0.059902,0.864108,
202303,0.079440,1.030572,
202304,0.060438,0.677700,
202305,0.432100,1.609380,
202306,0.539948,1.558224,
202307,0.566419,1.788732,
202308,0.824116,1.959084,
202309,0.967883,1.943856,
202310,0.712629,2.059812,
202311,1.015677,3.707532,
202312,1.129890,2.743344,
202401,1.258956,2.882448,
202402,0.993371,2.126916,
202403,1.049164,2.526624,
202404,0.826645,2.247048,
202405,0.853263,2.360412,
202406,0.707705,2.333880,
202407,0.754699,2.669256,
202408,0.647200,2.477700,
202409,0.189329,2.402892,
202410,0.656081,2.234772,
202411,0.620619,2.171700,
202412,0.684216,2.722248,
202501,0.626413,2.307384,
202502,0.577152,2.193876,
202503,0.611916,2.412000,
202504,0.525538,2.163996,
202505,0.571661,2.292336,
202506,0.470283,2.008944,
