"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201206,9547,146167,8464,0,76,404
201212,10019,138532,9172,0,139,336
201306,10361,145062,8253,0,38,138
201312,10995,157878,8681,0,62,139
201406,14495,166704,8846,0,5,161
201412,15700,167843,8909,0,49,128
201506,17216,174402,4705,0,42,94
201512,15423,163484,3616,0,14,30
201606,14968,179707,4079,0,10,30
201612,13529,177088,4342,1,12,27
201706,12456,176820,3674,27,295,3
201712,10654,186920,4809,59,471,2
201806,8679,184784,4272,86,301,13
201812,5882,175442,4235,75,297,17
201906,4629,164664,10330,112,972,29
201912,4901,180024,15742,166,2389,29
202006,4065,157512,15551,331,2348,33
202012,4059,182837,25237,456,3895,21
202106,3890,151762,30450,472,3530,37
202112,4055,155218,29591,435,3467,11
202206,3291,125525,37520,510,5898,5
202212,3817,136547,39183,1726,10208,1
202306,5064,142543,41882,2337,12861,0
202312,4435,140363,52768,2189,11845,3
202406,4057,124822,57696,1542,18082,10
202412,3384,115257,58084,1219,19547,2
202506,4067,94421,61700,1107,12727,2
202512,3310,97849,67357,1480,19631,2
202606,2440,81615,73750,1668,19949,0
