"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201902,508,15595,762,13,18,5
201903,705,25545,1481,12,101,6
201904,741,27051,2146,22,10,9
201905,786,29444,2469,28,383,4
201906,657,30331,2187,16,427,4
201907,773,39136,2739,30,57,7
201908,444,18931,1196,16,64,4
201909,581,25006,2000,35,516,0
201910,1071,30922,3514,23,125,5
201911,971,30876,3378,32,460,6
201912,1061,35153,2915,30,1167,7
202001,1026,31083,2754,23,128,8
202002,526,20058,1985,42,111,4
202003,689,26525,2890,62,1539,10
202004,522,22829,2497,67,115,5
202005,526,25696,1945,63,93,1
202006,776,31321,3480,74,362,5
202007,767,33999,3944,126,46,3
202008,546,25199,4093,59,839,3
202009,613,26769,3162,63,1157,8
202010,597,29450,4146,42,36,3
202011,726,34306,5170,93,483,2
202012,810,33114,4722,73,1334,2
202101,706,35928,7997,66,235,2
202102,596,19297,3210,35,454,6
202103,901,29775,5737,82,834,15
202104,553,26034,5519,86,94,2
202105,666,22603,4490,132,1084,0
202106,468,18125,3497,71,829,12
202107,531,26937,4429,97,150,0
202108,726,23067,3769,65,545,1
202109,641,27506,5831,74,823,3
202110,533,24327,4878,70,173,4
202111,704,26719,5219,62,1351,2
202112,920,26662,5465,67,425,1
202201,613,27268,8114,38,215,0
202202,397,15145,4183,41,805,1
202203,451,24668,6426,68,1880,2
202204,502,21723,7067,137,228,0
202205,724,17471,5405,94,1848,0
202206,604,19250,6325,132,922,2
202207,689,23472,7149,125,287,0
202208,606,20811,5769,78,2009,1
202209,492,20669,7289,204,1218,0
202210,553,23011,6589,299,512,0
202211,690,24526,6653,407,1372,0
202212,787,24058,5734,613,4810,0
202301,597,22780,6104,261,798,0
202302,411,20660,5531,460,1309,0
202303,699,25872,7904,366,3216,0
202304,850,23686,7414,193,1270,0
202305,1316,25201,7244,634,2633,0
202306,1191,24344,7685,423,3635,0
202307,876,26207,8194,295,1572,0
202308,584,21158,6682,447,1675,0
202309,845,20130,8598,399,2137,2
202310,621,23769,9184,366,1787,0
202311,762,24283,10376,373,2070,0
202312,747,24816,9734,309,2604,1
202401,692,26653,10948,434,1204,0
202402,335,15632,6491,163,665,3
202403,842,22321,9932,269,3383,1
202404,697,20132,9553,229,1962,2
202405,838,20477,10677,204,4307,2
202406,653,19607,10095,243,6561,2
202407,534,24984,11280,243,3534,0
202408,513,14882,7301,169,2613,0
202409,610,17645,9057,249,4250,1
202410,526,17166,8735,187,2291,0
202411,405,20156,10501,196,3189,1
202412,796,20424,11210,175,3670,0
202501,465,18130,10947,184,2207,0
202502,865,12925,8244,68,2006,0
202503,640,17741,10932,253,2727,0
202504,756,15724,10327,183,1470,0
202505,688,14705,10348,169,1482,0
202506,653,15196,10902,250,2835,2
202507,660,15991,11597,185,2501,0
202508,393,12917,8684,273,2941,1
202509,450,14648,9067,255,3837,0
202510,449,16864,11408,311,1260,0
202511,485,17160,12358,233,1926,1
202512,873,20269,14243,223,7166,0
202601,406,16265,13378,219,1093,0
202602,321,8753,9084,175,1343,0
202603,444,15233,12069,207,6976,0
202604,455,12864,12155,225,1667,0
202605,401,13200,12130,215,3093,0
202606,413,15300,14934,627,5777,0
