"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201201,1722,34518,1011,0,46,49
201202,1318,17207,587,0,0,40
201203,1878,25007,1844,0,1,51
201204,1411,21850,1817,0,3,113
201205,1775,23759,1738,0,20,86
201206,1443,23826,1467,0,6,65
201207,1572,33028,2065,0,2,94
201208,1325,19404,1460,0,0,43
201209,1541,16177,903,0,5,39
201210,1559,21372,1507,0,35,48
201211,1647,21887,1547,0,37,107
201212,2375,26664,1690,0,60,5
201301,2115,34410,2086,0,1,33
201302,1260,16071,1048,0,0,6
201303,1664,21046,1277,0,15,22
201304,1610,22925,1115,0,22,34
201305,1956,24398,1281,0,0,22
201306,1756,26212,1446,0,0,21
201307,1830,32337,2026,0,6,44
201308,1123,16956,768,0,3,11
201309,1737,23029,1325,0,4,25
201310,1787,25612,1447,0,20,26
201311,1928,28283,1512,0,1,14
201312,2590,31661,1603,0,28,19
201401,2820,36178,1811,0,0,47
201402,1134,16192,1023,0,0,19
201403,2116,27238,1375,0,4,26
201404,2745,26773,1339,0,0,16
201405,2801,28383,1618,0,0,28
201406,2879,31940,1680,0,1,25
201407,2932,35985,2185,0,1,40
201408,2228,17248,728,0,7,19
201409,2642,26821,1509,0,4,37
201410,2238,27030,1579,0,3,26
201411,2415,27049,1405,0,5,6
201412,3245,33710,1503,0,29,0
201501,3481,39722,1001,0,2,11
201502,1858,20114,845,0,3,7
201503,2580,26755,783,0,28,16
201504,3031,27308,701,0,2,10
201505,2971,27237,617,0,4,41
201506,3295,33266,758,0,3,9
201507,3453,38550,902,0,0,4
201508,2120,17620,300,0,5,9
201509,2282,19157,382,0,2,5
201510,2712,24803,429,0,5,3
201511,2276,28518,648,0,0,2
201512,2580,34836,955,0,2,7
201601,3184,39291,918,0,0,1
201602,1544,17319,460,0,1,3
201603,2546,29794,748,0,0,5
201604,2353,27985,591,0,0,6
201605,2642,30355,537,0,6,7
201606,2699,34963,825,0,3,8
201607,2776,36954,923,0,1,11
201608,1695,17515,607,0,1,3
201609,2099,26502,650,0,1,4
201610,2086,29422,742,0,3,5
201611,2316,31798,692,0,3,2
201612,2557,34897,728,1,3,2
201701,2582,38362,709,2,86,1
201702,1431,19290,397,0,3,0
201703,2218,30628,673,0,41,1
201704,1863,27617,531,3,24,0
201705,2145,28553,576,8,14,1
201706,2217,32370,788,14,127,0
201707,2258,33992,797,6,28,0
201708,1704,29822,903,6,42,1
201709,1643,25139,658,7,81,0
201710,1571,29373,676,19,113,0
201711,1672,33776,784,12,134,0
201712,1806,34818,991,9,73,1
201801,1885,40879,986,9,42,0
201802,1018,22814,495,7,46,0
201803,1435,32277,697,19,79,1
201804,1265,28580,682,13,17,2
201805,1429,29152,697,22,38,8
201806,1647,31082,715,16,79,2
201807,1324,35853,915,11,16,1
201808,912,20706,408,10,45,3
201809,1070,24551,452,14,93,4
201810,917,28493,774,12,14,5
201811,761,29858,847,16,42,2
201812,898,35981,839,12,87,2
201901,1232,36698,1285,21,33,1
