"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202203,659,1751,982,53,159,92
202206,630,2449,1000,78,255,68
202209,788,1999,1237,88,289,94
202212,763,1666,1128,72,369,85
202303,772,1907,1308,74,433,83
202306,781,2447,1439,115,531,116
202309,785,2073,1339,85,451,66
202312,611,1591,1185,74,332,81
202403,835,2588,0,108,262,112
202406,986,3269,0,138,324,80
202409,791,2788,0,201,342,84
202412,1109,2367,0,319,330,98
202503,909,3009,0,480,294,85
202506,768,4405,0,734,449,104
202509,776,4045,0,859,505,94
202512,669,3179,0,669,354,119
202603,398,2010,0,299,190,56
