"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2022,1520601,3368120,2098456,874713,1123484,277048
2023,1433845,3722952,2719347,814151,1538044,321343
2024,1266374,3544740,3285843,760455,1447712,327170
2025,960530,2880951,3736014,1015279,1879920,351978
2026,438897,1312217,2197081,577759,1221133,151581
