"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202203,2215,8058,1603,172,541,171
202206,2641,7868,1749,107,510,236
202209,2105,6331,1532,161,591,191
202212,1954,5536,1217,141,642,101
202303,2302,7874,1713,257,1146,174
202306,2578,7840,1969,336,1018,119
202309,1877,6073,1683,282,1011,141
202312,1708,5906,1464,244,1155,69
202403,2386,8742,1629,231,904,101
202406,2942,8850,1353,337,745,117
202409,2336,7661,1231,291,692,457
202412,1994,7391,1359,303,807,159
202503,2672,8252,1855,508,1289,96
202506,2488,8838,1774,526,1411,118
202509,1984,7949,1978,502,1724,147
202512,1565,6983,2056,403,1995,137
202603,2250,8400,2666,734,2297,154
