"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
200103,108.329000,598.290000,0.248000,0.004000,0.016000,1.036000
200106,105.089000,512.979000,0.157000,0,0.009000,0.325000
200109,132.522000,596.652000,0.155000,0,0.046000,0.182000
200112,114.706000,414.582000,0.075000,0,0.011000,0.569000
200203,166.614000,591.200000,0.074000,0.001000,0.005000,0.794000
200206,154.175000,495.286000,0.087000,0,0.038000,0.495000
200209,174.936000,569.020000,0.081000,0,0.004000,0.552000
200212,141.069000,386.979000,0.043000,0,0.017000,0.661000
200303,192.565000,544.029000,0.116000,0,0.024000,0.867000
200306,170.065000,471.723000,0.031000,0,0.002000,0.833000
200309,204.262000,537.569000,0.018000,0,0.008000,0.919000
200312,161.364000,360.824000,0.213000,0,0.006000,0.618000
200403,231.261000,529.937000,0.481000,0,0.042000,0.520000
200406,202.931000,426,0.277000,0,0.006000,0.636000
200409,232.082000,477.117000,0.506000,0,0.006000,0.426000
200412,180.750000,315.503000,0.291000,0,0.036000,0.271000
200503,234.999000,461.613000,1.018000,0,0.032000,0.240000
200506,213.057000,379.871000,1.296000,0,0.061000,0.139000
200509,245.826000,429.511000,1.703000,0,0.061000,0.113000
200512,199.779000,272.648000,1.361000,0,0.072000,0.055000
200603,240.902000,418.723000,1.990000,0,0.118000,0.042000
200606,215.476000,352.464000,1.827000,0,0.082000,0.041000
200609,252.209000,407.022000,3.041000,0,0.087000,0.028000
200612,184.078000,259.859000,1.989000,0,0.036000,0.029000
200703,258.354000,415.650000,3.877000,0,0.097000,0.028000
200706,222.919000,346.041000,4.054000,0,0.198000,0.050000
200709,268.867000,396.755000,4.821000,0,0.092000,0.092000
200712,205.822000,259.064000,3.141000,0,0.063000,0.095000
200803,280.795000,389.729000,4.529000,0,0.050000,0.062000
200806,244.516000,307.859000,4.030000,0,0.056000,0.055000
200809,233.502000,303.922000,4.600000,0,0.065000,0.039000
200812,154.422000,181.544000,2.117000,0,0.049000,0.057000
200903,205.402000,263.711000,3.111000,0.001000,0.023000,0.056000
200906,189.235000,246.328000,2.374000,0,0.025000,0.062000
200909,222.689000,356.174000,5.841000,0,0.062000,0.091000
200912,198.130000,271.672000,3.137000,0,0.072000,0.056000
201003,243.433000,348.147000,5.846000,0,0.040000,0.075000
201006,220.893000,260.486000,5.138000,0.020000,0.059000,0.093000
201009,243.467000,269.140000,6.397000,0,0.070000,0.039000
201012,205.346000,183.103000,4.418000,0.002000,0.087000,0.025000
201103,263.145000,275.857000,7.134000,0.003000,0.339000,0.038000
201106,236.955000,218.854000,4.494000,0,0.365000,0.035000
201109,254.373000,255.466000,6.212000,0,0.341000,0.019000
201112,204.063000,174.320000,5.203000,0.010000,0.159000,0.026000
201203,275.622000,267.553000,7.351000,0.066000,0.349000,0.057000
201206,250.717000,226.740000,5.550000,0.051000,0.524000,0.253000
201209,271.248000,276.406000,6.594000,0.320000,0.254000,0.166000
201212,218.361000,196.943000,4.904000,0.121000,0.553000,0.122000
201303,286.203000,299.589000,7.684000,0.191000,0.384000,0.101000
201306,271.483000,267.958000,5.944000,0.143000,0.735000,0.081000
201309,300.823000,309.776000,8.600000,0.183000,0.791000,0.088000
201312,243.721000,213.082000,6.512000,0.151000,0.709000,0.150000
201403,327.069000,334.738000,10.802000,0.217000,1.231000,0.317000
201406,299.851000,276.353000,8.108000,0.708000,1.320000,0.284000
201409,333.866000,330.965000,9.786000,2.464000,1.980000,0.321000
201412,267.091000,243.610000,8.152000,3.148000,2.228000,0.473000
201503,351.192000,368.415000,12.111000,5.519000,2.693000,0.545000
201506,317.150000,313.220000,11.060000,3.851000,2.083000,0.308000
201509,340.792000,368.218000,12.067000,3.946000,2.303000,0.396000
201512,274.876000,253.158000,9.444000,4.133000,3.012000,0.528000
201603,366.378000,388.187000,14.536000,7.822000,3.210000,0.453000
201606,319.475000,315.490000,11.953000,6.450000,2.138000,0.305000
201609,345.236000,368.872000,14.239000,6.754000,2.881000,0.666000
201612,262.601000,266.825000,10.969000,5.579000,2.200000,0.555000
201703,362.354000,430.432000,21.026000,7.343000,4.711000,0.732000
201706,255.434000,305.402000,14.972000,6.828000,3.136000,0.589000
201709,272.391000,362.776000,22.438000,9.271000,3.500000,0.697000
201712,183.356000,270.739000,13.820000,9.278000,2.566000,0.539000
201803,242.169000,445.205000,22.970000,9.914000,4.132000,0.340000
201806,188.600000,375.248000,21.416000,11.240000,3.556000,0.450000
201809,180.548000,381.247000,27.133000,10.922000,3.847000,0.738000
201812,144.308000,288.215000,16.727000,10.115000,4.221000,0.781000
201903,194.243000,473.022000,28.616000,8.443000,6.056000,0.242000
201906,159.321000,379.061000,24.791000,6.611000,6.328000,0.035000
201909,152.082000,396.708000,31.749000,7.931000,12.859000,0.069000
201912,116.443000,291.331000,25.806000,12.041000,12.764000,0.024000
202003,106.537000,314.952000,38.002000,13.747000,18.291000,0.070000
202006,30.854000,107.493000,14.513000,5.868000,12.731000,0.090000
202009,105.972000,367.065000,67.244000,22.932000,35.630000,0.515000
202012,61.080000,218.353000,48.441000,24.512000,41.261000,0.250000
202103,69.288000,244.920000,61.209000,26.366000,31.715000,0.341000
202106,63.467000,275.691000,75.628000,31.607000,42.060000,0.668000
202109,36.460000,218.563000,78.196000,28.780000,51.116000,0.841000
202112,25.477000,172.510000,48.771000,27.449000,65.529000,0.593000
202203,33.545000,217.586000,81.231000,29.727000,64.164000,0.830000
202206,35.072000,206.312000,78.174000,21.429000,50.946000,0.954000
202209,32.770000,209.407000,91.625000,22.573000,60.335000,0.722000
202212,26.515000,187.953000,80.409000,27.065000,91.430000,1.354000
202303,34.961000,250.731000,108.854000,31.578000,76.127000,0.763000
202306,31.763000,222.382000,102.867000,30.370000,76.690000,0.347000
202309,31.530000,226.469000,133.747000,36.816000,85.564000,0.738000
202312,27.916000,199.226000,117.333000,42.273000,75.841000,0.946000
202403,33.646000,238.858000,158.331000,42.709000,84.371000,0.910000
202406,24.716000,187.676000,137.789000,39.113000,82.845000,0.238000
