"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202006,95882,183188,46145,5563,5176,9462
202012,140006,240389,91280,17741,12744,26933
202106,95722,219233,107826,19124,9253,24796
202112,75442,168698,111600,24098,14427,32475
202206,71703,174928,115279,23786,14335,31509
202212,67891,165934,124393,24002,16186,31214
202306,67285,219024,151938,31648,23892,43280
202312,51360,168597,151037,30514,27719,45221
202406,55122,217428,191110,30752,25146,46480
202412,41327,161304,201186,27821,32230,25217
202506,34339,188274,253918,56113,46235,31015
202512,28345,129992,228874,67890,55393,28246
202606,20047,122156,247778,62470,48996,17834
