"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202201,13,166,76,99,66,2
202202,17,196,71,96,56,0
202203,24,332,108,150,74,2
202204,32,316,120,94,74,0
202205,38,249,113,97,107,0
202206,32,220,129,86,85,2
202207,33,353,105,143,116,1
202208,35,206,107,107,115,0
202209,34,131,87,106,48,0
202210,52,139,75,121,92,0
202211,47,169,86,56,70,0
202212,34,165,73,79,81,1
202301,40,141,90,93,56,1
202302,37,172,83,98,65,1
202303,55,262,192,86,104,0
202304,96,369,213,165,110,0
202305,73,333,200,58,102,0
202306,79,252,163,60,110,0
202307,45,259,143,51,125,0
202308,15,258,114,75,125,0
202309,12,123,67,46,126,0
202310,130,202,157,93,132,0
202311,27,183,135,93,183,0
202312,12,124,120,46,245,0
202401,11,173,118,61,253,0
202402,16,199,124,58,260,0
202403,57,421,171,27,194,0
202404,45,203,132,58,167,0
202405,29,304,116,57,148,0
202406,19,351,121,33,217,0
202407,49,174,119,44,209,0
202408,13,314,109,33,150,0
202409,13,119,109,33,208,0
202410,16,86,124,33,227,0
202411,18,116,97,44,408,0
202412,8,98,70,34,445,0
202501,17,125,89,34,138,0
202502,14,118,98,27,46,0
202503,28,148,62,7,90,0
202504,31,183,88,17,140,0
202505,41,262,176,32,165,0
202506,38,212,148,17,128,0
202507,44,234,159,34,113,0
202508,31,220,160,37,166,0
202509,24,185,143,40,153,0
202510,36,170,138,39,150,0
202511,23,190,145,22,105,0
202512,41,104,127,35,244,0
202601,21,212,145,39,141,0
202602,22,194,178,15,112,0
