"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2018,140111,184150,8353,1048,6757,649
2019,126311,176706,12348,4157,9242,599
2020,90909,107771,25380,8287,15972,421
2021,58263,91478,43051,13545,33366,100
2022,48115,78567,40704,13422,34165,77
2023,46568,77354,52967,14619,47621,21
2024,38180,71199,54810,12180,36622,13
