"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
200101,30148,167040,57,2,11,670
200102,13409,70134,33,1,1,173
200103,64772.000000,361116,158,1,4,193
200104,31220,154386,62,0,7,108
200105,35109,171313,55,0,1,145
200106,38760,187280,40,0,1,72
200107,33172,150401,58,0,5,24
200108,15244,68100,11,0,2,29
200109,84106,378151,86,0,39,129
200110,42221,153323,42,0,1,172
200111,43613,153410,19,0,5,212
200112,28872,107849,14,0,5,185
200201,47684,165602,18,0,0,217
200202,22445,76324,11,0,0,97
200203,96485,349274,45,1,5,480
200204,50393,163442,20,0,18,156
200205,53044,165749,29,0,8,180
200206,50738,166095,38,0,12,159
200207,49599,154923,25,0,2,203
200208,21876,71019,9,0,1,75
200209,103461,343078,47,0,1,274
200210,52166,140616,23,0,3,180
200211,50221,132401,15,0,9,287
200212,38682,113962,5,0,5,194
200301,52987,140104,52,0,18,272
200302,23622,68388,14,0,4,131
200303,115956,335537,50,0,2,464
200304,51662,144381,13,0,1,239
200305,54204,148090,4,0,0,296
200306,64199,179252,14,0,1,298
200307,55072,145695,7,0,0,327
200308,26176,67911,2,0,2,117
200309,123014,323963,9,0,6,475
200310,56342,129985.000000,38,0,1,194
200311,55161,120146,120,0,0,230
200312,49861,110693,55,0,5,194
200401,62164,137078,142,0,20,188
200402,27829,64408,40,0,21,51
200403,141268,328451,299,0,1,281
200404,62086,128781,93,0,2,140
200405,62986,134212,108,0,2,319
200406,77859,163007,76,0,2,177
200407,61288,126686,115,0,2,132
200408,28033,59351,84,0,3,58
200409,142761,291080,307,0,1,236
200410,63593,108065,72,0,19,68
200411,64916,110372,128,0,15,121
200412,52241,97066,91,0,2,82
200501,65185,114474,301,0,0,83
200502,27903,49484,94,0,0,18
200503,141911,297655,623,0,32,139
200504,64323.000000,114184,360,0,13,54
200505,69580,119242,287,0,16,39
200506,79154,146445,649,0,32,46
200507,62077,112812,407,0,18,25
200508,30520,53508,164,0,22,29
200509,153229,263191,1132,0,21,59
200510,61099,92403,377,0,24,27
200511,67345,92941,498,0,24,21
200512,71335,87304,486,0,24,7
200601,57407,95957,622,0,43,12
200602,28059,46587,154,0,35,6
200603,155436,276179,1214,0,40,24
200604,60274,102235,445,0,19,15
200605,70949,117407,634,0,36,11
200606,84253,132822,748,0,27,15
200607,65803,102552,843,0,41,5
200608,29829,47617,289,0,17,5
200609,156577,256853,1909,0,29,18
200610,63657,88676,764,0,13,8
200611,65629,90807,731,0,16,6
200612,54792,80376,494,0,7,15
200701,63754,96337,1057,0,50,12
200702,26878,44318,307,0,24,4
200703,167722,274995,2513,0,23,12
200704,65096,101614,1133,0,74,11
200705,73212,109953,1496,0,73,19
200706,84611,134474,1425,0,51,20
200707,71778,102351,1132,0,51,30
200708,30566,44932,614,0,24,19
200709,166523,249472,3075,0,17,43
200710,73212,93522,1183,0,21,31
200711,72162,87013,1216,0,24,40
200712,60448,78529,742,0,18,24
200801,70574,86567,1272,0,13,12
200802,29928,37477,322,0,18,6
200803,180293,265685,2935,0,19,44
200804,78134,94005,1268,0,18,15
200805,78430,96658,1378,0,20,14
200806,87952,117196,1384,0,18,26
200807,66373,83291,1420,0,21,14
200808,27136,34814,480,0,15,10
200809,139993,185817,2700,0,29,15
200810,57869,68730,873,0,18,25
200811,47174,53308,680,0,28,24
200812,49379,59506,564,0,3,8
200901,49069,59097,650,0,9,21
200902,22663,29833,254,1,6,10
200903,133670,174781,2207,0,8,25
200904,58635,72394,976,0,13,19
200905,58128,74232,530,0,5,18
200906,72472,99702,868,0,7,25
200907,60462,93018,1175,0,15,23
200908,24377,40144,737,0,9,10
200909,137850,223012,3929,0,38,58
200910,67861,97298,1263,0,15,20
200911,66367,89179,923,0,23,19
200912,63902,85195,951,0,34,17
201001,56769,80390,1745,0,8,17
201002,27198,37364,625,0,14,15
201003,159466,230393,3476,0,18,43
201004,65575,78429,1291,0,5,33
201005,70095,78773,1605,20,31,35
201006,85223,103284,2242,0,23,25
201007,66930,64840,1752,0,19,13
201008,27496,25584,627,0,23,6
201009,149041,178716,4018,0,28,20
201010,70403,58244,1421,0,21,8
201011,72918,64310,1687,1,27,9
