"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
200501,5300,12203,22,0,0,37
200502,4900,11566,44,0,3,44
200503,7097,17139,60,0,0,52
200504,7257,20334,45,0,2,154
200505,6314,18098,37,0,0,141
200506,7141,19425,24,0,1,146
200507,5940,15646,31,0,0,56
200508,4819,13251,52,0,1,25
200509,6094,14803,61,0,0,35
200510,6317,14129,74,0,0,33
200511,6145,14324,85,0,2,42
200512,6790,14202,69,0,4,66
200601,6018,12641,78,0,1,97
200602,5418,11987,106,0,0,79
200603,7657,19181,102,0,1,116
200604,6453,17734,59,0,0,116
200605,7778,19640,64,0,1,92
200606,8304,21245,51,0,1,184
200607,6768,14628,167,0,0,163
200608,5320,12026,164,0,1,99
200609,6030,13295,191,0,2,86
200610,6853,13877,150,0,0,209
200611,7101,14475,234,0,0,163
200612,7157,15078,204,0,2,101
200701,5978,11917,153,0,1,264
200702,5999,12446,180,0,3,164
200703,7864,17691,312,0,2,239
200704,7278,17002,227,1,0,221
200705,8222,18172,247,0,1,269
200706,9868,20484,322,0,0,389
200707,8546,15520,359,0,1,343
200708,6855,13383,392,0,1,491
200709,6671,13474,329,0,0,216
200710,8265,15448,261,0,1,247
200711,8416,15813,238,0,4,210
200712,8371,13705,199,0,5,292
200801,7785,13441,218,0,2,218
200802,7366,14001,267,1,2,187
200803,7640,15593,248,0,2,189
200804,9054,19484,356,0,1,183
200805,8607,17898,245,1,3,175
200806,9173,19831,314,4,3,237
200807,8402,17159,293,3,1,219
200808,5907,12708,285,3,1,185
200809,6777,14482,250,2,0,184
200810,7813,15997,205,8,1,240
200811,6790,13166,162,3,1,139
200812,8052,15391,221,4,7,181
200901,5912,11730,170,1,2,126
200902,5492,11911,211,3,2,99
200903,6970,16329,336,0,1,133
200904,7047,17468,327,2,2,151
200905,6325,16305,276,2,1,133
200906,7719,18530,383,1,7,186
200907,7135,16412,311,6,5,137
200908,5005,12478,344,3,3,107
200909,6101,14377,479,3,3,140
200910,6764,15621,343,2,18,146
200911,6525,15012,373,2,6,115
200912,7760,16001,322,0,7,119
201001,6295,12561,307,2,10,106
201002,5923,12645,245,1,7,78
201003,8160,20136,354,1,10,149
201004,7087,18581,308,3,6,70
201005,7008,17554,446,2,5,97
201006,9035,22357,400,3,65,100
