"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201007,7834,17350,377,5,13,80
201008,6035,13650,354,1,19,65
201009,6931,15016,313,5,9,75
201010,8069,16251,349,3,15,49
201011,8449,16223,389,1,16,64
201012,9721,18252,375,6,26,90
201101,7583,13435,300,6,38,75
201102,7653,15101,404,8,32,88
201103,9821,20779,551,15,67,149
201104,8706,19068,586,10,39,87
201105,10069,19668,396,11,39,141
201106,9349,18922,425,8,40,118
201107,8800,17088,252,8,27,105
201108,7448,14664,413,7,23,88
201109,8839,17958,531,17,49,70
201110,9294,17855,490,11,16,63
201111,10591,18239,476,13,55,88
201112,11171,18763,518,6,27,105
201201,9812,14671,281,9,51,98
201202,9271,14781,303,18,25,63
201203,11790,21340,608,23,90,113
201204,10416,18173,568,16,114,86
201205,11178,18230,510,15,92,86
201206,14533,25504,729,16,75,90
201207,8920,14864,570,17,68,48
201208,8590,12898,595,23,56,43
201209,8322,12201,573,29,107,85
201210,10538,15207,705,21,95,65
201211,10473,15634,593,19,60,90
201212,11068,17073,451,16,91,59
201301,8915,12274,527,25,66,65
201302,8913,13114,528,41,36,81
201303,10444,17800,789,45,70,72
201304,10263,17461,607,28,45,72
201305,10032,16740,520,27,67,82
201306,10524,17854,474,25,179,84
201307,9991,15555,524,34,107,70
201308,7496,12860,521,34,113,56
201309,8416,13526,494,50,135,85
201310,10158,15598,548,41,125,67
201311,9289,14809,496,73,176,101
201312,11215,17479,622,85,273,43
201401,8343,12031,409,54,109,31
201402,8779,13115,404,37,81,38
201403,9616,16266,643,53,237,64
201404,10036,16991,574,80,161,63
201405,9429,15847,537,40,170,68
201406,10237,16993,428,86,182,86
201407,10397,16398,501,54,166,94
201408,7216,12034,319,63,128,96
201409,7818,13179,505,97,134,88
201410,9670,15688,614,78,126,225
201411,9347,13544,463,86,161,94
201412,12416,18789,688,80,293,116
201501,7865,10595,353,112,146,58
201502,9167,13121,438,193,100,69
201503,11937,18802,833,222,369,103
201504,10669,17289,702,205,364,110
201505,10260,16415,611,166,380,93
201506,12705,19347,576,188,502,174
201507,11768,17240,473,245,360,89
201508,9246,13546,440,123,264,66
201509,9508,13774,478,128,318,67
201510,10188,14201,499,202,267,90
201511,10953,14149,443,155,420,71
201512,13633,16990,447,553,392,118
201601,8905,11130,398,249,239,40
201602,9346,12885,517,221,160,63
201603,10997,17102,710,261,436,56
201604,11375,16500,628,220,239,67
201605,10240,14832,629,204,193,79
201606,12646,17430,656,246,388,98
201607,10596,14462,620,303,143,65
201608,8678,12156,562,201,294,54
201609,9969,14518,849,276,482,86
201610,9105,12994,639,244,211,161
201611,10396,14643,711,253,176,91
201612,13342,20014,721,269,564,98
201701,8287,10712,446,189,313,47
201702,9087,13036,567,164,213,56
201703,11021,18231,762,231,585,62
201704,9565,15215,700,234,235,46
201705,10276,16749,737,276,281,56
201706,12196,18211,872,309,500,53
201707,9271,14349,567,260,263,88
201708,7894,13817,658,342,337,63
201709,8361,14409,889,326,562,59
201710,8313,14799,755,280,366,101
201711,8513,16208,728,361,725,52
201712,11064,17901,686,507,549,89
201801,7601,13366,614,306,262,109
201802,7070,14071,626,248,418,103
201803,8450,18146,849,355,691,90
201804,7511,17312,1015,267,304,149
201805,8685,17720,856,322,288,71
201806,9399,20044,912,489,590,102
201807,7616,16240,892,307,245,79
201808,6234,13796,907,348,334,61
201809,5885,12680,1063,268,546,20
201810,5996,14680,1124,402,453,11
201811,7164,14777,1172,340,518,15
201812,8749,16015,1198,552,762,27
201901,6793,12709,1062,266,453,11
201902,6619,13921,1049,207,751,22
201903,7252,18367,1508,308,1920,60
201904,7397,17990,1561,274,1047,114
201905,7512,17751,1892,248,699,175
201906,7582,17628,1832,210,1158,145
201907,6449,15877,1894,268,684,104
201908,4946,12262,1659,238,622,124
201909,5294,14926,1902,330,1577,158
201910,6221,16316,2167,440,664,165
201911,5703,14920,2206,480,787,126
201912,7693,19452,3400,940,2815,75
202001,4952,10727,2112,672,812,160
202002,4810,11008,2118,775,789,54
202003,4098,9288,2101,859,1607,63
202004,2325,5016,1037,411,519,24
202005,2780,8078,1801,641,707,23
202006,5246,13801,3014,1070,1385,68
202007,5702,11892,2646,1202,1010,64
202008,3707,7821,2247,933,1626,38
202009,4193,9788,3240,1417,2904,26
202010,4121,10193,3720,1529,1525,40
202011,4832,9832,4071,1859,2214,28
202012,5185,11543,4766,2925,4654,31
202101,2939,7308,3460,1169,1097,20
202102,2725,7691,3748,1165,1429,25
202103,3970,12010,5517,2044,2364,40
202104,3327,10046,5069,1951,2010,37
202105,3205,8948,4376,1841,1964,28
202106,3492,11181,5680,2290,3706,37
202107,2592,8727,4384,1796,1846,20
202108,1938,6339,4258,1803,2255,29
202109,1946,7030,4974,1830,4025,20
202110,1520,6109,3791,1544,2176,28
202111,2002,7208,4151,1949,3591,17
202112,2983,8171,5022,2421,5554,64
202201,2198,6636,4190,1563,2201,24
202202,2238,6717,4345,1525,2528,10
202203,2289,8197,5522,1909,4356,18
202204,1951,6253,4369,1274,2177,17
202205,2653,6948,4934,1623,2668,20
202206,2490,7770,5196,1534,4512,20
202207,1963,6848,3845,1223,1980,20
202208,2068,6813,4243,1162,2297,24
202209,2419,7870,5137,1462,4192,9
202210,1876,6709,4972,1273,2438,13
202211,2185,7497,5593,1645,4345,8
202212,2278,7973,5695,1619,6813,21
202301,1688,6230,4828,1530,2884,10
202302,1685,6860,5029,1557,2645,9
202303,2435,9229,7323,2139,4897,25
202304,1661,6701,5268,1422,3389,6
202305,2203,7600,6118,1680,4364,11
202306,2511,8589,6882,2285,5213,6
202307,2042,6397,4963,1747,3614,4
202308,1843,6157,5337,1712,4334,2
202309,1830,6843,5935,2074,5161,1
202310,1754,6283,5809,2038,4511,2
202311,2038,6834,6249,2170,4732,2
202312,2250,7482,6991,2740,7185,3
202401,1765,5191,4960,1613,2436,7
202402,1764,6142,6116,1768,3330,2
202403,2127,7666,7831,2091,4851,1
202404,2075,6827,6504,1773,3151,1
202405,2495,7077,6746,1822,3651,2
202406,2335,6913,8342,1842,4375,1
202407,1879,5336,6551,1526,3448,1
202408,1468,4444,5849,1282,3431,0
202409,1695,5341,7202,1730,4598,4
202410,1636,5055,6990,1804,3563,0
202411,1547,5219,7432,1666,4204,1
202412,2223,6268,8798,2224,5543,1
202501,1305,4084,5683,1408,3055,2
202502,1347,4263,6246,1526,3617,3
202503,1647,5493,8552,2131,4739,0
202504,1363,5236,7041,2034,3675,1
202505,1392,5167,7520,2366,4387,2
202506,1541,5516,8428,2548,5255,1
202507,1502,4646,6692,2291,3986,1
202508,1218,3987,5948,2054,3348,0
202509,1133,4330,6754,2517,5178,0
