"YYYYMM","ICE","Non-plugin hybrid","Plugin hybrid","Battery electric"
202012,6789,1,15,89
202106,6973,2,2,176
202112,10416,0,5,1947
202206,5921,0,22,791
202212,1085,0,16,2994
202306,1772,12,20,2517
202312,2271,4,11,8863
202406,1815,9,17,7780
202412,2130.980000,10,31,10031
202506,2183.519999,4,47,8795
202512,3299.730001,10,33,8799
202606,1838.000000,9,7,7092
202612,407,0,4,776
