"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202201,2320,6519,4398,2361,9111,23
202202,2592,6839,4667,2607,8920,11
202203,2837,8546,5933,3156,18920,19
202204,2389,6812,5253,2730,9567,21
202205,3364,7611,6112,3614,11484,21
202206,3579,8474,6264,3772,16550,25
202207,2647,7252,4542,2628,7456,22
202208,2767,7108,5169,2844,11811,25
202209,2971,8317,5825,3432,16230,10
202210,2482,7028,5972,2621,12433,18
202211,2761,7894,7155,3368,21021,10
202212,3388,8730,7961,5096,40487,20
202301,1921,6063,5080,1681,4273,11
202302,1929,6820,5431,2135,9250,6
202303,2875,9359,8428,3137,22558,23
202304,2207,6962,5913,2346,11321,6
202305,2906,7969,7590,2986,16028,10
202306,3455,9015,8059,3883,18930,6
202307,2432,6597,5612,2509,10238,4
202308,2214,6241,5970,2560,14239,1
202309,2072,6885,6342,2869,14884,2
202310,1990,6476,6293,2792,12688,2
202311,2297,6897,7012,3197,14244,2
202312,2730,7785,7829,4795,17439,4
202401,1885,5051,4856,1766,7250,7
202402,2003,6049,6134,1971,9435,3
202403,2386,7511,7903,2321,13626,1
202404,2851,7117,7177,2137,13408,0
202405,3032,7233,8244,2728,11825,2
202406,2891,7106,10348,3015,18434,9
202407,2179,5359,6669,1896,9617,2
202408,1619,4357,5951,1484,14093,0
202409,1867,5302,7353,1946,17354,5
202410,1943,5049,7136,2039,14816,1
202411,1843,5174,7627,1890,15358,1
202412,2973,6422,9943,2901,17598,4
202501,1426,3908,5662,1638,12090,2
202502,1480,4151,6353,1702,12127,3
202503,1906,5493,9039,4041,16095,1
202504,1660,5275,7338,2436,14786,1
202505,1840,5362,8413,2948,17979,0
202506,1840,5590,8565,2987,23231,2
202507,1780,4777,7274,2774,13916,1
202508,1363,3931,5981,2336,17044,0
202509,1269,4418,6993,2741,19891,1
202510,1373,4349,6576,2652,15396,1
202511,1424,4644,7194,2583,25073,0
202512,1628,5611,8831,3648,43918,1
202601,1065,3050,5981,2356,5178,0
202602,1005,3860,6313,2042,10563,1
202603,1370,4946,9206,3292,23412,0
