"YYYYMM","Country","Fuel","Value"
202104,"France","Others",3291
202105,"France","Diesel",31074
202105,"France","Petrol",61005
202105,"France","NonPluginHybrid",24266
202105,"France","PluginHybrid",12869
202105,"France","BatteryElectric",11758
202105,"France","Others",3204
202106,"France","Diesel",40145
202106,"France","Petrol",81005
202106,"France","NonPluginHybrid",37547
202106,"France","PluginHybrid",16347
202106,"France","BatteryElectric",21271
202106,"France","Others",6140
202107,"France","Diesel",24671
202107,"France","Petrol",49971
202107,"France","NonPluginHybrid",22581
202107,"France","PluginHybrid",10709
202107,"France","BatteryElectric",7777
202107,"France","Others",3824
202108,"France","Diesel",16240
202108,"France","Petrol",35253
202108,"France","NonPluginHybrid",17817
202108,"France","PluginHybrid",7504
202108,"France","BatteryElectric",10137
202108,"France","Others",4067
202109,"France","Diesel",23909
202109,"France","Petrol",53701
202109,"France","NonPluginHybrid",25968
202109,"France","PluginHybrid",11822
202109,"France","BatteryElectric",17277
202109,"France","Others",4762
202110,"France","Diesel",23679
202110,"France","Petrol",46080
202110,"France","NonPluginHybrid",22758
202110,"France","PluginHybrid",11618
202110,"France","BatteryElectric",15898
202110,"France","Others",3792
202111,"France","Diesel",23152
202111,"France","Petrol",47769
202111,"France","NonPluginHybrid",22773
202111,"France","PluginHybrid",12072
202111,"France","BatteryElectric",16737
202111,"France","Others",3892
202112,"France","Diesel",28197
202112,"France","Petrol",62837
202112,"France","NonPluginHybrid",30214
202112,"France","PluginHybrid",15541
202112,"France","BatteryElectric",23820
202112,"France","Others",4084
202201,"France","Diesel",19344
202201,"France","Petrol",42027
202201,"France","NonPluginHybrid",23793
202201,"France","PluginHybrid",8050
202201,"France","BatteryElectric",10445
202201,"France","Others",2950
202202,"France","Diesel",20738
202202,"France","Petrol",47499
202202,"France","NonPluginHybrid",24035
202202,"France","PluginHybrid",9779
202202,"France","BatteryElectric",13709
202202,"France","Others",3308
202203,"France","Diesel",21350
202203,"France","Petrol",63440
202203,"France","NonPluginHybrid",30157
202203,"France","PluginHybrid",11781
202203,"France","BatteryElectric",20352
202203,"France","Others",4481
202204,"France","Diesel",17286
202204,"France","Petrol",43904
202204,"France","NonPluginHybrid",24689
202204,"France","PluginHybrid",10349
202204,"France","BatteryElectric",13011
202204,"France","Others",2796
202205,"France","Diesel",22154
202205,"France","Petrol",48187
202205,"France","NonPluginHybrid",28957
202205,"France","PluginHybrid",11324
202205,"France","BatteryElectric",15659
202205,"France","Others",3491
202206,"France","Diesel",29755
202206,"France","Petrol",65912
202206,"France","NonPluginHybrid",36828
202206,"France","PluginHybrid",12010
202206,"France","BatteryElectric",22355
202206,"France","Others",7436
202207,"France","Diesel",17827
202207,"France","Petrol",43961
202207,"France","NonPluginHybrid",25337
202207,"France","PluginHybrid",7377
202207,"France","BatteryElectric",13186
202207,"France","Others",3228
202208,"France","Diesel",14561
202208,"France","Petrol",37852
202208,"France","NonPluginHybrid",20344
202208,"France","PluginHybrid",6832
202208,"France","BatteryElectric",12687
202208,"France","Others",2918
202209,"France","Diesel",20630
202209,"France","Petrol",56230
202209,"France","NonPluginHybrid",30307
202209,"France","PluginHybrid",11678
202209,"France","BatteryElectric",22795
202209,"France","Others",3473
202210,"France","Diesel",17409
202210,"France","Petrol",49759
202210,"France","NonPluginHybrid",29875
202210,"France","PluginHybrid",11211
202210,"France","BatteryElectric",17121
202210,"France","Others",4506
202211,"France","Diesel",18760
202211,"France","Petrol",52081
202211,"France","NonPluginHybrid",30429
202211,"France","PluginHybrid",12441
202211,"France","BatteryElectric",20595
202211,"France","Others",4140
202212,"France","Diesel",21969
202212,"France","Petrol",60327
202212,"France","NonPluginHybrid",37486
202212,"France","PluginHybrid",14604
202212,"France","BatteryElectric",25449
202212,"France","Others",4224
202301,"France","Diesel",12974
202301,"France","Petrol",46518
202301,"France","NonPluginHybrid",26888
202301,"France","PluginHybrid",10384
202301,"France","BatteryElectric",14927
202301,"France","Others",4531
202302,"France","Diesel",15048
202302,"France","Petrol",49838
202302,"France","NonPluginHybrid",29827
202302,"France","PluginHybrid",10556
202302,"France","BatteryElectric",19966
202302,"France","Others",4693
202303,"France","Diesel",20194
202303,"France","Petrol",74332
202303,"France","NonPluginHybrid",39393
202303,"France","PluginHybrid",15802
202303,"France","BatteryElectric",31006
202303,"France","Others",5941
202304,"France","Diesel",13722
202304,"France","Petrol",55311
202304,"France","NonPluginHybrid",31322
202304,"France","PluginHybrid",10897
202304,"France","BatteryElectric",17454
202304,"France","Others",5850
202305,"France","Diesel",14805
202305,"France","Petrol",55785
202305,"France","NonPluginHybrid",34929
202305,"France","PluginHybrid",12571
202305,"France","BatteryElectric",23092
202305,"France","Others",5877
202306,"France","Diesel",16885
202306,"France","Petrol",69800
202306,"France","NonPluginHybrid",46640
202306,"France","PluginHybrid",17583
202306,"France","BatteryElectric",33748
202306,"France","Others",6933
202307,"France","Diesel",12692
202307,"France","Petrol",50094
202307,"France","NonPluginHybrid",33596
202307,"France","PluginHybrid",13112
202307,"France","BatteryElectric",17251
202307,"France","Others",4873
202308,"France","Diesel",10061
202308,"France","Petrol",44208
202308,"France","NonPluginHybrid",27887
202308,"France","PluginHybrid",9468
202308,"France","BatteryElectric",20075
202308,"France","Others",4119
202309,"France","Diesel",13562
202309,"France","Petrol",55701
202309,"France","NonPluginHybrid",39322
202309,"France","PluginHybrid",15748
202309,"France","BatteryElectric",30627
202309,"France","Others",5396
202310,"France","Diesel",12280
202310,"France","Petrol",57035
202310,"France","NonPluginHybrid",41474
202310,"France","PluginHybrid",14966
202310,"France","BatteryElectric",25990
202310,"France","Others",5138
202311,"France","Diesel",13516
202311,"France","Petrol",52485
202311,"France","NonPluginHybrid",41183
202311,"France","PluginHybrid",14586
202311,"France","BatteryElectric",31431
202311,"France","Others",4935
202312,"France","Diesel",17146
202312,"France","Petrol",61642
202312,"France","NonPluginHybrid",49639
202312,"France","PluginHybrid",17162
202312,"France","BatteryElectric",38328
202312,"France","Others",4596
202401,"France","Diesel",9921
202401,"France","Petrol",44125
202401,"France","NonPluginHybrid",34714
202401,"France","PluginHybrid",10611
202401,"France","BatteryElectric",20431
202401,"France","Others",6260
202402,"France","Diesel",10500
202402,"France","Petrol",49926
202402,"France","NonPluginHybrid",42200
202402,"France","PluginHybrid",11766
202402,"France","BatteryElectric",26191
202402,"France","Others",5225
202403,"France","Diesel",13648
202403,"France","Petrol",61174
202403,"France","NonPluginHybrid",50797
202403,"France","PluginHybrid",16379
202403,"France","BatteryElectric",34792
202403,"France","Others",6778
202404,"France","Diesel",11470
202404,"France","Petrol",48687
202404,"France","NonPluginHybrid",46346
202404,"France","PluginHybrid",10829
202404,"France","BatteryElectric",25275
202404,"France","Others",6460
202405,"France","Diesel",11291
202405,"France","Petrol",44280
202405,"France","NonPluginHybrid",47947
202405,"France","PluginHybrid",10023
202405,"France","BatteryElectric",24349
202405,"France","Others",4580
202406,"France","Diesel",15637
202406,"France","Petrol",56124
202406,"France","NonPluginHybrid",62585
202406,"France","PluginHybrid",13853
202406,"France","BatteryElectric",30348
202406,"France","Others",4333
202407,"France","Diesel",9426
202407,"France","Petrol",39217
202407,"France","NonPluginHybrid",49831
202407,"France","PluginHybrid",9224
202407,"France","BatteryElectric",17466
202407,"France","Others",4261
202408,"France","Diesel",5761
202408,"France","Petrol",27897
202408,"France","NonPluginHybrid",30737
202408,"France","PluginHybrid",6212
202408,"France","BatteryElectric",13388
202408,"France","Others",3027
202409,"France","Diesel",8406
202409,"France","Petrol",37850
202409,"France","NonPluginHybrid",53927
202409,"France","PluginHybrid",10203
202409,"France","BatteryElectric",28579
202409,"France","Others",3321
202410,"France","Diesel",8982
202410,"France","Petrol",38628
202410,"France","NonPluginHybrid",56136
202410,"France","PluginHybrid",11038
202410,"France","BatteryElectric",21216
202410,"France","Others",3774
202411,"France","Diesel",8998
202411,"France","Petrol",35616
202411,"France","NonPluginHybrid",53801
202411,"France","PluginHybrid",11818
202411,"France","BatteryElectric",23553
202411,"France","Others",3648
202412,"France","Diesel",11780
202412,"France","Petrol",46700
202412,"France","NonPluginHybrid",70700
202412,"France","PluginHybrid",25138
202412,"France","BatteryElectric",29996
202412,"France","Others",5057
202501,"France","Diesel",5141
202501,"France","Petrol",31710
202501,"France","NonPluginHybrid",52949
202501,"France","PluginHybrid",4898
202501,"France","BatteryElectric",20157
202501,"France","Others",3500
202502,"France","Diesel",6902
202502,"France","Petrol",36570
202502,"France","NonPluginHybrid",63423
202502,"France","PluginHybrid",6507
202502,"France","BatteryElectric",25682
202502,"France","Others",5802
202503,"France","Diesel",6596
202503,"France","Petrol",34169
202503,"France","NonPluginHybrid",71606
202503,"France","PluginHybrid",8373
202503,"France","BatteryElectric",29587
202503,"France","Others",6246
202504,"France","Diesel",6809
202504,"France","Petrol",30274
202504,"France","NonPluginHybrid",63157
202504,"France","PluginHybrid",9655
202504,"France","BatteryElectric",25882
202504,"France","Others",4775
200901,"Germany","Diesel",74917
200901,"Germany","Petrol",112286
200901,"Germany","NonPluginHybrid",245
200901,"Germany","PluginHybrid",0
200901,"Germany","BatteryElectric",0
200901,"Germany","Hydrogen",0
200901,"Germany","Others",1937
200902,"Germany","Diesel",85681
200902,"Germany","Petrol",189592
200902,"Germany","NonPluginHybrid",420
200902,"Germany","PluginHybrid",0
200902,"Germany","BatteryElectric",0
200902,"Germany","Hydrogen",0
200902,"Germany","Others",2047
200903,"Germany","Diesel",113392
200903,"Germany","Petrol",284868
200903,"Germany","NonPluginHybrid",519
200903,"Germany","PluginHybrid",0
200903,"Germany","BatteryElectric",5
200903,"Germany","Hydrogen",0
200903,"Germany","Others",2181
200904,"Germany","Diesel",106229
200904,"Germany","Petrol",270832
200904,"Germany","NonPluginHybrid",689
200904,"Germany","PluginHybrid",0
200904,"Germany","BatteryElectric",1
200904,"Germany","Hydrogen",0
200904,"Germany","Others",1875
200905,"Germany","Diesel",104372
200905,"Germany","Petrol",277869
200905,"Germany","NonPluginHybrid",470
200905,"Germany","PluginHybrid",0
200905,"Germany","BatteryElectric",69
200905,"Germany","Hydrogen",0
200905,"Germany","Others",1798
200906,"Germany","Diesel",124826
200906,"Germany","Petrol",299368
200906,"Germany","NonPluginHybrid",688
200906,"Germany","PluginHybrid",0
200906,"Germany","BatteryElectric",1
200906,"Germany","Hydrogen",0
200906,"Germany","Others",2228
200907,"Germany","Diesel",99577
200907,"Germany","Petrol",237973
200907,"Germany","NonPluginHybrid",873
200907,"Germany","PluginHybrid",0
200907,"Germany","BatteryElectric",4
200907,"Germany","Hydrogen",0
200907,"Germany","Others",1549
200908,"Germany","Diesel",78514
200908,"Germany","Petrol",194433
200908,"Germany","NonPluginHybrid",893
200908,"Germany","PluginHybrid",0
200908,"Germany","BatteryElectric",8
200908,"Germany","Hydrogen",0
200908,"Germany","Others",1371
200909,"Germany","Diesel",97193
200909,"Germany","Petrol",216299
200909,"Germany","NonPluginHybrid",1051
200909,"Germany","PluginHybrid",0
200909,"Germany","BatteryElectric",28
200909,"Germany","Hydrogen",0
200909,"Germany","Others",1595
200910,"Germany","Diesel",101917
200910,"Germany","Petrol",216863
200910,"Germany","NonPluginHybrid",804
200910,"Germany","PluginHybrid",0
200910,"Germany","BatteryElectric",13
200910,"Germany","Hydrogen",0
200910,"Germany","Others",1523
200911,"Germany","Diesel",98029
200911,"Germany","Petrol",179152
200911,"Germany","NonPluginHybrid",923
200911,"Germany","PluginHybrid",0
200911,"Germany","BatteryElectric",22
200911,"Germany","Hydrogen",0
200911,"Germany","Others",1599
200912,"Germany","Diesel",83986
200912,"Germany","Petrol",129232
200912,"Germany","NonPluginHybrid",799
200912,"Germany","PluginHybrid",0
200912,"Germany","BatteryElectric",11
200912,"Germany","Hydrogen",0
200912,"Germany","Others",1536
201001,"Germany","Diesel",70201
201001,"Germany","Petrol",109206
201001,"Germany","NonPluginHybrid",662
201001,"Germany","PluginHybrid",0
201001,"Germany","BatteryElectric",17
201001,"Germany","Hydrogen",0
201001,"Germany","Others",1103
201002,"Germany","Diesel",78899
201002,"Germany","Petrol",114139
201002,"Germany","NonPluginHybrid",760
201002,"Germany","PluginHybrid",0
201002,"Germany","BatteryElectric",12
201002,"Germany","Hydrogen",0
201002,"Germany","Others",1036
201003,"Germany","Diesel",117036
201003,"Germany","Petrol",175174
201003,"Germany","NonPluginHybrid",738
201003,"Germany","PluginHybrid",0
201003,"Germany","BatteryElectric",27
201003,"Germany","Hydrogen",0
201003,"Germany","Others",1400
201004,"Germany","Diesel",104775
201004,"Germany","Petrol",152597
201004,"Germany","NonPluginHybrid",827
201004,"Germany","PluginHybrid",0
201004,"Germany","BatteryElectric",33
201004,"Germany","Hydrogen",0
201004,"Germany","Others",1182
201005,"Germany","Diesel",101889
201005,"Germany","Petrol",145823
201005,"Germany","NonPluginHybrid",787
201005,"Germany","PluginHybrid",0
201005,"Germany","BatteryElectric",35
201005,"Germany","Hydrogen",0
201005,"Germany","Others",1174
201006,"Germany","Diesel",119110
201006,"Germany","Petrol",167651
201006,"Germany","NonPluginHybrid",952
201006,"Germany","PluginHybrid",0
201006,"Germany","BatteryElectric",47
201006,"Germany","Hydrogen",0
201006,"Germany","Others",1499
201007,"Germany","Diesel",103091
201007,"Germany","Petrol",132456
201007,"Germany","NonPluginHybrid",770
201007,"Germany","PluginHybrid",0
201007,"Germany","BatteryElectric",53
201007,"Germany","Hydrogen",0
201007,"Germany","Others",1058
201008,"Germany","Diesel",78973
201008,"Germany","Petrol",120137
201008,"Germany","NonPluginHybrid",737
201008,"Germany","PluginHybrid",0
201008,"Germany","BatteryElectric",43
201008,"Germany","Hydrogen",0
201008,"Germany","Others",995
201009,"Germany","Diesel",107487
201009,"Germany","Petrol",149635
201009,"Germany","NonPluginHybrid",1527
201009,"Germany","PluginHybrid",0
201009,"Germany","BatteryElectric",73
201009,"Germany","Hydrogen",0
201009,"Germany","Others",1026
201010,"Germany","Diesel",114295
201010,"Germany","Petrol",140558
201010,"Germany","NonPluginHybrid",898
201010,"Germany","PluginHybrid",0
201010,"Germany","BatteryElectric",68
201010,"Germany","Hydrogen",0
201010,"Germany","Others",956
201011,"Germany","Diesel",120510
201011,"Germany","Petrol",139553
201011,"Germany","NonPluginHybrid",1164
201011,"Germany","PluginHybrid",0
201011,"Germany","BatteryElectric",84
201011,"Germany","Hydrogen",0
201011,"Germany","Others",951
201012,"Germany","Diesel",105672
201012,"Germany","Petrol",122998
201012,"Germany","NonPluginHybrid",839
201012,"Germany","PluginHybrid",0
201012,"Germany","BatteryElectric",49
201012,"Germany","Hydrogen",0
201012,"Germany","Others",813
201101,"Germany","Diesel",101266
201101,"Germany","Petrol",108380
201101,"Germany","NonPluginHybrid",766
201101,"Germany","PluginHybrid",0
201101,"Germany","BatteryElectric",105
201101,"Germany","Hydrogen",0
201101,"Germany","Others",539
201102,"Germany","Diesel",103926
201102,"Germany","Petrol",118742
201102,"Germany","NonPluginHybrid",891
201102,"Germany","PluginHybrid",0
201102,"Germany","BatteryElectric",247
201102,"Germany","Hydrogen",0
201102,"Germany","Others",620
201103,"Germany","Diesel",142847
201103,"Germany","Petrol",182470
201103,"Germany","NonPluginHybrid",1568
201103,"Germany","PluginHybrid",0
201103,"Germany","BatteryElectric",230
201103,"Germany","Hydrogen",0
201103,"Germany","Others",806
201104,"Germany","Diesel",124307
201104,"Germany","Petrol",139918
201104,"Germany","NonPluginHybrid",1036
201104,"Germany","PluginHybrid",0
201104,"Germany","BatteryElectric",274
201104,"Germany","Hydrogen",0
201104,"Germany","Others",716
201105,"Germany","Diesel",143615
201105,"Germany","Petrol",158831
201105,"Germany","NonPluginHybrid",890
201105,"Germany","PluginHybrid",0
201105,"Germany","BatteryElectric",240
201105,"Germany","Hydrogen",0
201105,"Germany","Others",967
201106,"Germany","Diesel",132650
201106,"Germany","Petrol",153725
201106,"Germany","NonPluginHybrid",718
201106,"Germany","PluginHybrid",0
201106,"Germany","BatteryElectric",179
201106,"Germany","Hydrogen",0
201106,"Germany","Others",1110
201107,"Germany","Diesel",126876
201107,"Germany","Petrol",131911
201107,"Germany","NonPluginHybrid",1006
201107,"Germany","PluginHybrid",0
201107,"Germany","BatteryElectric",134
201107,"Germany","Hydrogen",0
201107,"Germany","Others",980
201108,"Germany","Diesel",111123
201108,"Germany","Petrol",124114
201108,"Germany","NonPluginHybrid",1182
201108,"Germany","PluginHybrid",0
201108,"Germany","BatteryElectric",215
201108,"Germany","Hydrogen",0
201108,"Germany","Others",927
201109,"Germany","Diesel",128719
201109,"Germany","Petrol",149571
201109,"Germany","NonPluginHybrid",1157
201109,"Germany","PluginHybrid",0
201109,"Germany","BatteryElectric",162
201109,"Germany","Hydrogen",0
201109,"Germany","Others",1080
201110,"Germany","Diesel",124154
201110,"Germany","Petrol",132049
201110,"Germany","NonPluginHybrid",877
201110,"Germany","PluginHybrid",0
201110,"Germany","BatteryElectric",125
201110,"Germany","Hydrogen",0
201110,"Germany","Others",1048
201111,"Germany","Diesel",135194
201111,"Germany","Petrol",131175
201111,"Germany","NonPluginHybrid",1267
201111,"Germany","PluginHybrid",0
201111,"Germany","BatteryElectric",83
201111,"Germany","Hydrogen",0
201111,"Germany","Others",1425
201112,"Germany","Diesel",121289
201112,"Germany","Petrol",120751
201112,"Germany","NonPluginHybrid",1264
201112,"Germany","PluginHybrid",0
201112,"Germany","BatteryElectric",160
201112,"Germany","Hydrogen",0
201112,"Germany","Others",1037
201201,"Germany","Diesel",107763
201201,"Germany","Petrol",100433
201201,"Germany","NonPluginHybrid",857
201201,"Germany","PluginHybrid",0
201201,"Germany","BatteryElectric",209
201201,"Germany","Hydrogen",0
201201,"Germany","Others",933
201202,"Germany","Diesel",108783
201202,"Germany","Petrol",113515
201202,"Germany","NonPluginHybrid",992
201202,"Germany","PluginHybrid",0
201202,"Germany","BatteryElectric",175
201202,"Germany","Hydrogen",0
201202,"Germany","Others",853
201203,"Germany","Diesel",153758
201203,"Germany","Petrol",181578
201203,"Germany","NonPluginHybrid",2171
201203,"Germany","PluginHybrid",0
201203,"Germany","BatteryElectric",310
201203,"Germany","Hydrogen",0
201203,"Germany","Others",1306
201204,"Germany","Diesel",131736
201204,"Germany","Petrol",139674
201204,"Germany","NonPluginHybrid",1238
201204,"Germany","PluginHybrid",0
201204,"Germany","BatteryElectric",248
201204,"Germany","Hydrogen",0
201204,"Germany","Others",1170
201205,"Germany","Diesel",141272
201205,"Germany","Petrol",145632
201205,"Germany","NonPluginHybrid",1463
201205,"Germany","PluginHybrid",0
201205,"Germany","BatteryElectric",219
201205,"Germany","Hydrogen",0
201205,"Germany","Others",1391
201206,"Germany","Diesel",139976
201206,"Germany","Petrol",152032
201206,"Germany","NonPluginHybrid",2511
201206,"Germany","PluginHybrid",0
201206,"Germany","BatteryElectric",258
201206,"Germany","Hydrogen",0
201206,"Germany","Others",1945
201207,"Germany","Diesel",121594
201207,"Germany","Petrol",121898
201207,"Germany","NonPluginHybrid",2141
201207,"Germany","PluginHybrid",0
201207,"Germany","BatteryElectric",178
201207,"Germany","Hydrogen",0
201207,"Germany","Others",2049
201208,"Germany","Diesel",107830
201208,"Germany","Petrol",114738
201208,"Germany","NonPluginHybrid",1997
201208,"Germany","PluginHybrid",0
201208,"Germany","BatteryElectric",247
201208,"Germany","Hydrogen",0
201208,"Germany","Others",1643
201209,"Germany","Diesel",119444
201209,"Germany","Petrol",126756
201209,"Germany","NonPluginHybrid",2401
201209,"Germany","PluginHybrid",0
201209,"Germany","BatteryElectric",179
201209,"Germany","Hydrogen",0
201209,"Germany","Others",1302
201210,"Germany","Diesel",126341
201210,"Germany","Petrol",128903
201210,"Germany","NonPluginHybrid",2358
201210,"Germany","PluginHybrid",0
201210,"Germany","BatteryElectric",364
201210,"Germany","Hydrogen",0
201210,"Germany","Others",1563
201211,"Germany","Diesel",127436
201211,"Germany","Petrol",128871
201211,"Germany","NonPluginHybrid",1880
201211,"Germany","PluginHybrid",0
201211,"Germany","BatteryElectric",308
201211,"Germany","Hydrogen",0
201211,"Germany","Others",1351
201212,"Germany","Diesel",100186
201212,"Germany","Petrol",101211
201212,"Germany","NonPluginHybrid",1429
201212,"Germany","PluginHybrid",0
201212,"Germany","BatteryElectric",261
201212,"Germany","Hydrogen",0
201212,"Germany","Others",1244
201301,"Germany","Diesel",96481
201301,"Germany","Petrol",92531
201301,"Germany","NonPluginHybrid",1768
201301,"Germany","PluginHybrid",0
201301,"Germany","BatteryElectric",362
201301,"Germany","Hydrogen",0
201301,"Germany","Others",948
201302,"Germany","Diesel",97209
201302,"Germany","Petrol",100045
201302,"Germany","NonPluginHybrid",1916
201302,"Germany","PluginHybrid",0
201302,"Germany","BatteryElectric",479
201302,"Germany","Hydrogen",0
201302,"Germany","Others",1034
201303,"Germany","Diesel",130271
201303,"Germany","Petrol",147036
201303,"Germany","NonPluginHybrid",2348
201303,"Germany","PluginHybrid",0
201303,"Germany","BatteryElectric",191
201303,"Germany","Hydrogen",0
201303,"Germany","Others",1338
201304,"Germany","Diesel",131547
201304,"Germany","Petrol",148974
201304,"Germany","NonPluginHybrid",2065
201304,"Germany","PluginHybrid",0
201304,"Germany","BatteryElectric",476
201304,"Germany","Hydrogen",0
201304,"Germany","Others",1382
201305,"Germany","Diesel",124892
201305,"Germany","Petrol",132584
201305,"Germany","NonPluginHybrid",2140
201305,"Germany","PluginHybrid",0
201305,"Germany","BatteryElectric",392
201305,"Germany","Hydrogen",0
201305,"Germany","Others",1308
201306,"Germany","Diesel",130748
201306,"Germany","Petrol",148100
201306,"Germany","NonPluginHybrid",2184
201306,"Germany","PluginHybrid",0
201306,"Germany","BatteryElectric",489
201306,"Germany","Hydrogen",0
201306,"Germany","Others",1392
201307,"Germany","Diesel",119045
201307,"Germany","Petrol",130018
201307,"Germany","NonPluginHybrid",2195
201307,"Germany","PluginHybrid",0
201307,"Germany","BatteryElectric",515
201307,"Germany","Hydrogen",0
201307,"Germany","Others",1373
201308,"Germany","Diesel",99733
201308,"Germany","Petrol",110642
201308,"Germany","NonPluginHybrid",2210
201308,"Germany","PluginHybrid",0
201308,"Germany","BatteryElectric",435
201308,"Germany","Hydrogen",0
201308,"Germany","Others",1024
201309,"Germany","Diesel",117120
201309,"Germany","Petrol",126072
201309,"Germany","NonPluginHybrid",2396
201309,"Germany","PluginHybrid",0
201309,"Germany","BatteryElectric",532
201309,"Germany","Hydrogen",0
201309,"Germany","Others",1079
201310,"Germany","Diesel",128542
201310,"Germany","Petrol",131766
201310,"Germany","NonPluginHybrid",2905
201310,"Germany","PluginHybrid",0
201310,"Germany","BatteryElectric",978
201310,"Germany","Hydrogen",0
201310,"Germany","Others",1250
201311,"Germany","Diesel",124151
201311,"Germany","Petrol",126426
201311,"Germany","NonPluginHybrid",2159
201311,"Germany","PluginHybrid",0
201311,"Germany","BatteryElectric",757
201311,"Germany","Hydrogen",0
201311,"Germany","Others",1158
201312,"Germany","Diesel",103374
201312,"Germany","Petrol",108590
201312,"Germany","NonPluginHybrid",2062
201312,"Germany","PluginHybrid",0
201312,"Germany","BatteryElectric",445
201312,"Germany","Hydrogen",0
201312,"Germany","Others",849
201401,"Germany","Diesel",103272
201401,"Germany","Petrol",99374
201401,"Germany","NonPluginHybrid",1740
201401,"Germany","PluginHybrid",140
201401,"Germany","BatteryElectric",541
201401,"Germany","Hydrogen",0
201401,"Germany","Others",929
201402,"Germany","Diesel",101459
201402,"Germany","Petrol",104679
201402,"Germany","NonPluginHybrid",1748
201402,"Germany","PluginHybrid",125
201402,"Germany","BatteryElectric",481
201402,"Germany","Hydrogen",0
201402,"Germany","Others",857
201403,"Germany","Diesel",137719
201403,"Germany","Petrol",153944
201403,"Germany","NonPluginHybrid",2355
201403,"Germany","PluginHybrid",156
201403,"Germany","BatteryElectric",823
201403,"Germany","Hydrogen",0
201403,"Germany","Others",1411
201404,"Germany","Diesel",131454
201404,"Germany","Petrol",138531
201404,"Germany","NonPluginHybrid",2007
201404,"Germany","PluginHybrid",302
201404,"Germany","BatteryElectric",599
201404,"Germany","Hydrogen",0
201404,"Germany","Others",1204
201405,"Germany","Diesel",134618
201405,"Germany","Petrol",135206
201405,"Germany","NonPluginHybrid",2152
201405,"Germany","PluginHybrid",535
201405,"Germany","BatteryElectric",934
201405,"Germany","Hydrogen",0
201405,"Germany","Others",1359
201406,"Germany","Diesel",130083
201406,"Germany","Petrol",142874
201406,"Germany","NonPluginHybrid",2238
201406,"Germany","PluginHybrid",317
201406,"Germany","BatteryElectric",810
201406,"Germany","Hydrogen",0
201406,"Germany","Others",1292
201407,"Germany","Diesel",132323
201407,"Germany","Petrol",133713
201407,"Germany","NonPluginHybrid",1736
201407,"Germany","PluginHybrid",460
201407,"Germany","BatteryElectric",597
201407,"Germany","Hydrogen",0
201407,"Germany","Others",1420
201408,"Germany","Diesel",98228
201408,"Germany","Petrol",110735
201408,"Germany","NonPluginHybrid",1769
201408,"Germany","PluginHybrid",620
201408,"Germany","BatteryElectric",515
201408,"Germany","Hydrogen",0
201408,"Germany","Others",1225
201409,"Germany","Diesel",118444
201409,"Germany","Petrol",137480
201409,"Germany","NonPluginHybrid",1874
201409,"Germany","PluginHybrid",398
201409,"Germany","BatteryElectric",747
201409,"Germany","Hydrogen",0
201409,"Germany","Others",1119
201410,"Germany","Diesel",130677
201410,"Germany","Petrol",140123
201410,"Germany","NonPluginHybrid",1962
201410,"Germany","PluginHybrid",402
201410,"Germany","BatteryElectric",841
201410,"Germany","Hydrogen",0
201410,"Germany","Others",1315
201411,"Germany","Diesel",122674
201411,"Germany","Petrol",123256
201411,"Germany","NonPluginHybrid",1759
201411,"Germany","PluginHybrid",514
201411,"Germany","BatteryElectric",630
201411,"Germany","Hydrogen",0
201411,"Germany","Others",1249
201412,"Germany","Diesel",111614
201412,"Germany","Petrol",113811
201412,"Germany","NonPluginHybrid",1568
201412,"Germany","PluginHybrid",558
201412,"Germany","BatteryElectric",1004
201412,"Germany","Hydrogen",0
201412,"Germany","Others",1145
201501,"Germany","Diesel",106916
201501,"Germany","Petrol",100816
201501,"Germany","NonPluginHybrid",1300
201501,"Germany","PluginHybrid",593
201501,"Germany","BatteryElectric",659
201501,"Germany","Hydrogen",0
201501,"Germany","Others",1053
201502,"Germany","Diesel",108515
201502,"Germany","Petrol",111302
201502,"Germany","NonPluginHybrid",1375
201502,"Germany","PluginHybrid",686
201502,"Germany","BatteryElectric",436
201502,"Germany","Hydrogen",0
201502,"Germany","Others",940
201503,"Germany","Diesel",151393
201503,"Germany","Petrol",166064
201503,"Germany","NonPluginHybrid",2265
201503,"Germany","PluginHybrid",886
201503,"Germany","BatteryElectric",1278
201503,"Germany","Hydrogen",0
201503,"Germany","Others",1153
201504,"Germany","Diesel",140505
201504,"Germany","Petrol",146309
201504,"Germany","NonPluginHybrid",1885
201504,"Germany","PluginHybrid",1006
201504,"Germany","BatteryElectric",684
201504,"Germany","Hydrogen",0
201504,"Germany","Others",1006
201505,"Germany","Diesel",122558
201505,"Germany","Petrol",129260
201505,"Germany","NonPluginHybrid",2019
201505,"Germany","PluginHybrid",1054
201505,"Germany","BatteryElectric",574
201505,"Germany","Hydrogen",0
201505,"Germany","Others",920
201506,"Germany","Diesel",148721
201506,"Germany","Petrol",159779
201506,"Germany","NonPluginHybrid",2190
201506,"Germany","PluginHybrid",754
201506,"Germany","BatteryElectric",1032
201506,"Germany","Hydrogen",0
201506,"Germany","Others",1063
201507,"Germany","Diesel",141838
201507,"Germany","Petrol",143678
201507,"Germany","NonPluginHybrid",1915
201507,"Germany","PluginHybrid",944
201507,"Germany","BatteryElectric",962
201507,"Germany","Hydrogen",0
201507,"Germany","Others",859
201508,"Germany","Diesel",105348
201508,"Germany","Petrol",117304
201508,"Germany","NonPluginHybrid",1558
