"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2022,5356,21786,503,141,879,16
2023,6144,28689,714,355,1682,156
2024,4636,35252,1005,467,1558,23
2025,4734,39578,2045,566,2510,73
2026,1265,8614,644,188,746,8
