"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202201,335,828,991,0,87,0
202202,263,819,747,0,72,0
202203,218,980,1054,0,98,0
202204,195,1222,837,0,91,0
202205,262,1244,967,0,153,0
202206,303,1253,878,0,85,0
202207,263,1085,623,0,159,0
202208,237,1030,876,0,103,0
202209,227,1073,794,0,122,0
202210,201,686,691,0,133,0
202211,242,719,656,0,148,1
202212,128,583,635,0,99,0
202301,235,707,927,0,167,0
202302,178,1015,716,0,100,0
202303,377,1051,856,74,147,61
202304,258,979,754,107,197,45
202305,345,986,974,116,225,49
202306,463,1037,1240,93,193,40
202307,255,798,980,115,160,21
202308,307,799,889,79,151,27
202309,218,744,973,100,181,39
202310,204,695,807,112,240,37
202311,238,723,933,92,155,47
202312,155,505,825,64,182,39
202401,175,697,918,150,128,64
202402,204,606,954,103,108,39
202403,329,686,1000,110,120,46
202404,405,728,1193,95,214,68
202405,330,785,1427,114,167,22
202406,299,1012,1223,127,114,30
202407,347,876,1164,114,159,40
202408,299,518,1009,113,105,54
202409,369,522,1300,168,188,35
202410,556,596,1228,209,220,55
202411,481,413,1300,186,145,82
202412,552,405,1175,196,111,42
202501,440,525,1341,296,161,73
202502,495,415,1284,209,101,28
202503,547,541,1974,220,223,62
202504,688,803,2017,270,218,44
202505,532,972,1964,325,222,77
202506,301,821,1887,352,280,81
202507,337,745,1711,480,279,46
202508,497,612,1461,380,170,77
202509,486,779,1501,431,517,78
202510,299,1103,1768,514,307,57
202511,239,1070,1497,488,248,38
202512,290,543,1199,483,424,27
202601,328,559,1248,403,266,29
202602,241,432,1381,305,214,20
202603,414,645,2281,454,278,73
